id,nome,data_fondazione,quotazioni,sede
13477,Sullivan-Harris,1960-02-06,"[{'azionista': 4583, 'quota': 80}, {'azionista': 6179, 'quota': 20}]",7
13478,"Cannon, Martin and Martin",1965-01-11,"[{'azionista': 2193, 'quota': 49}, {'azionista': 616, 'quota': 20}, {'azionista': 4298, 'quota': 10}, {'azionista': 723, 'quota': 21}]",65
13479,Mitchell Inc,1968-03-01,"[{'azionista': 5008, 'quota': 38}, {'azionista': 5830, 'quota': 20}, {'azionista': 2120, 'quota': 42}]",16
13480,Rogers Ltd,1991-09-08,"[{'azionista': 2979, 'quota': 95}, {'azionista': 847, 'quota': 5}]",55
13481,Turner-Mcdonald,1989-03-04,"[{'azionista': 3126, 'quota': 74}, {'azionista': 1887, 'quota': 26}]",42
13482,Garner-Hill,1968-08-10,"[{'azionista': 1351, 'quota': 91}, {'azionista': 5339, 'quota': 9}]",103
13483,Jordan-Clark,1973-10-12,"[{'azionista': 3621, 'quota': 15}, {'azionista': 3788, 'quota': 11}, {'azionista': 5881, 'quota': 74}]",94
13484,"Kim, Perry and Cooke",1998-08-31,"[{'azionista': 1688, 'quota': 95}, {'azionista': 5105, 'quota': 5}]",87
13485,Smith Inc,1976-12-24,"[{'azionista': 1672, 'quota': 27}, {'azionista': 5597, 'quota': 5}, {'azionista': 3770, 'quota': 68}]",4
13486,Burke-Ryan,1989-12-12,"[{'azionista': 4132, 'quota': 96}, {'azionista': 4340, 'quota': 4}]",94
13487,"Davis, Bell and Morales",1999-08-24,"[{'azionista': 2031, 'quota': 87}, {'azionista': 5243, 'quota': 13}]",85
13488,"Cooper, Mendez and Gillespie",1980-11-17,"[{'azionista': 2651, 'quota': 29}, {'azionista': 1631, 'quota': 14}, {'azionista': 2659, 'quota': 57}]",65
13489,Espinoza-Gray,1998-06-15,"[{'azionista': 4517, 'quota': 74}, {'azionista': 5828, 'quota': 13}, {'azionista': 1935, 'quota': 6}, {'azionista': 4963, 'quota': 7}]",45
13490,"Owens, Russell and West",1991-02-09,"[{'azionista': 4216, 'quota': 43}, {'azionista': 4079, 'quota': 6}, {'azionista': 5277, 'quota': 38}, {'azionista': 6161, 'quota': 13}]",53
13491,Cole-Carson,1967-06-17,"[{'azionista': 5760, 'quota': 12}, {'azionista': 3349, 'quota': 59}, {'azionista': 6038, 'quota': 29}]",21
13492,"Jacobs, Thomas and David",1978-01-23,"[{'azionista': 7338, 'quota': 2}, {'azionista': 4608, 'quota': 78}, {'azionista': 4395, 'quota': 20}]",11
13493,Tucker-Martinez,1982-03-04,"[{'azionista': 2427, 'quota': 26}, {'azionista': 817, 'quota': 74}]",81
13494,"Guzman, Olson and Norris",1984-12-17,"[{'azionista': 378, 'quota': 85}, {'azionista': 4492, 'quota': 15}]",44
13495,Martinez-Gardner,1989-05-25,"[{'azionista': 3505, 'quota': 95}, {'azionista': 1989, 'quota': 5}]",98
13496,"Marsh, Warner and Flores",1988-12-06,"[{'azionista': 3124, 'quota': 42}, {'azionista': 5594, 'quota': 30}, {'azionista': 3100, 'quota': 2}, {'azionista': 948, 'quota': 16}, {'azionista': 726, 'quota': 10}]",0
13497,Collins-Nguyen,1990-12-21,"[{'azionista': 102, 'quota': 60}, {'azionista': 2294, 'quota': 35}, {'azionista': 5692, 'quota': 5}]",79
13498,Thomas PLC,1961-08-02,"[{'azionista': 5540, 'quota': 63}, {'azionista': 502, 'quota': 37}]",60
13499,Warner-Warner,1987-03-29,"[{'azionista': 4740, 'quota': 65}, {'azionista': 4942, 'quota': 35}]",5
13500,"Barry, Oliver and Nicholson",1998-12-01,"[{'azionista': 5379, 'quota': 94}, {'azionista': 3757, 'quota': 6}]",59
13501,Davis-White,1970-09-15,"[{'azionista': 3522, 'quota': 66}, {'azionista': 3159, 'quota': 34}]",19
13502,"Alexander, Byrd and Nguyen",1978-10-28,"[{'azionista': 6559, 'quota': 75}, {'azionista': 7469, 'quota': 25}]",83
13503,"Lane, Young and King",1976-03-01,"[{'azionista': 4730, 'quota': 15}, {'azionista': 1485, 'quota': 57}, {'azionista': 3295, 'quota': 10}, {'azionista': 2281, 'quota': 18}]",81
13504,Johnson-Cunningham,1983-02-04,"[{'azionista': 354, 'quota': 86}, {'azionista': 2172, 'quota': 8}, {'azionista': 718, 'quota': 6}]",34
13505,Warren Inc,1979-04-30,"[{'azionista': 1696, 'quota': 50}, {'azionista': 7116, 'quota': 37}, {'azionista': 1470, 'quota': 13}]",57
13506,"Rodriguez, Lewis and Castillo",1961-10-04,"[{'azionista': 5281, 'quota': 90}, {'azionista': 4232, 'quota': 10}]",25
13507,Ware LLC,1967-05-25,"[{'azionista': 3077, 'quota': 17}, {'azionista': 5614, 'quota': 83}]",16
13508,Estrada-Spencer,1986-07-10,"[{'azionista': 3499, 'quota': 4}, {'azionista': 1076, 'quota': 77}, {'azionista': 2223, 'quota': 15}, {'azionista': 7027, 'quota': 4}]",87
13509,"Ferguson, Ward and Fuentes",1975-01-06,"[{'azionista': 3902, 'quota': 59}, {'azionista': 5001, 'quota': 41}]",8
13510,"Kim, Greer and Henry",1984-06-16,"[{'azionista': 4081, 'quota': 36}, {'azionista': 1370, 'quota': 1}, {'azionista': 7335, 'quota': 62}, {'azionista': 1203, 'quota': 1}]",3
13511,Skinner-Wood,1989-02-17,"[{'azionista': 3674, 'quota': 3}, {'azionista': 138, 'quota': 87}, {'azionista': 4784, 'quota': 10}]",68
13512,Thomas PLC,1963-07-05,"[{'azionista': 4149, 'quota': 56}, {'azionista': 3699, 'quota': 44}]",62
13513,"Ford, Woodward and Smith",1987-07-26,"[{'azionista': 3383, 'quota': 16}, {'azionista': 6717, 'quota': 84}]",101
13514,"Allen, Collins and Robinson",1980-01-20,"[{'azionista': 3051, 'quota': 77}, {'azionista': 1587, 'quota': 23}]",92
13515,Lopez-Garner,1974-03-25,"[{'azionista': 4259, 'quota': 49}, {'azionista': 4842, 'quota': 12}, {'azionista': 6525, 'quota': 39}]",86
13516,"Edwards, Gregory and White",1987-12-11,"[{'azionista': 2343, 'quota': 93}, {'azionista': 828, 'quota': 7}]",56
13517,Morris-Watson,1970-05-15,"[{'azionista': 3779, 'quota': 72}, {'azionista': 3410, 'quota': 28}]",69
13518,Carroll-Vasquez,1995-06-18,"[{'azionista': 1893, 'quota': 49}, {'azionista': 6744, 'quota': 51}]",11
13519,Kane-Simpson,1993-08-15,"[{'azionista': 1364, 'quota': 6}, {'azionista': 5568, 'quota': 81}, {'azionista': 6282, 'quota': 1}, {'azionista': 6635, 'quota': 5}, {'azionista': 5428, 'quota': 7}]",5
13520,Yates-Harper,1967-06-13,"[{'azionista': 3336, 'quota': 27}, {'azionista': 1198, 'quota': 73}]",90
13521,Rowe-Johnson,1966-12-24,"[{'azionista': 3478, 'quota': 97}, {'azionista': 4362, 'quota': 3}]",62
13522,Potter-Peck,1977-01-05,"[{'azionista': 2967, 'quota': 81}, {'azionista': 1806, 'quota': 19}]",14
13523,Wood-Lewis,1973-12-16,"[{'azionista': 5040, 'quota': 60}, {'azionista': 6209, 'quota': 40}]",42
13524,"Morgan, Lynn and Lopez",1988-10-01,"[{'azionista': 3717, 'quota': 43}, {'azionista': 2159, 'quota': 30}, {'azionista': 5303, 'quota': 21}, {'azionista': 2200, 'quota': 6}]",37
13525,"Simpson, Tran and Wall",1967-05-26,"[{'azionista': 2715, 'quota': 28}, {'azionista': 2800, 'quota': 22}, {'azionista': 6861, 'quota': 50}]",2
13526,Richards-David,1969-02-13,"[{'azionista': 3561, 'quota': 40}, {'azionista': 5595, 'quota': 28}, {'azionista': 235, 'quota': 32}]",59
13527,Bishop-Perry,1974-05-26,"[{'azionista': 538, 'quota': 100}]",6
13528,"Estrada, Mcdonald and Murphy",1996-05-06,"[{'azionista': 3962, 'quota': 81}, {'azionista': 271, 'quota': 19}]",70
13529,Christensen-Kerr,1995-02-26,"[{'azionista': 1883, 'quota': 58}, {'azionista': 2272, 'quota': 5}, {'azionista': 2328, 'quota': 12}, {'azionista': 1844, 'quota': 25}]",14
13530,Rios PLC,1970-06-30,"[{'azionista': 7416, 'quota': 34}, {'azionista': 4152, 'quota': 66}]",102
13531,Navarro-Lewis,1965-09-30,"[{'azionista': 6331, 'quota': 45}, {'azionista': 7355, 'quota': 21}, {'azionista': 4044, 'quota': 34}]",67
13532,"Bishop, Blake and Sanchez",1994-10-12,"[{'azionista': 2901, 'quota': 83}, {'azionista': 5836, 'quota': 17}]",49
13533,Espinoza Inc,1962-01-16,"[{'azionista': 2069, 'quota': 55}, {'azionista': 7087, 'quota': 45}]",20
13534,Small-Evans,1968-03-16,"[{'azionista': 3977, 'quota': 8}, {'azionista': 42, 'quota': 92}]",87
13535,Sims Ltd,1970-06-30,"[{'azionista': 4572, 'quota': 52}, {'azionista': 698, 'quota': 48}]",94
13536,Miller-Byrd,1979-08-12,"[{'azionista': 3899, 'quota': 96}, {'azionista': 1290, 'quota': 4}]",10
13537,"Nelson, Phelps and Salazar",1987-05-15,"[{'azionista': 2091, 'quota': 11}, {'azionista': 4973, 'quota': 50}, {'azionista': 7147, 'quota': 28}, {'azionista': 3179, 'quota': 11}]",90
13538,Wallace-Powell,1991-06-22,"[{'azionista': 4057, 'quota': 99}, {'azionista': 6644, 'quota': 1}]",11
13539,Robertson Group,1960-12-28,"[{'azionista': 4109, 'quota': 18}, {'azionista': 4827, 'quota': 52}, {'azionista': 607, 'quota': 30}]",75
13540,Ferguson-Griffin,1982-01-09,"[{'azionista': 6148, 'quota': 10}, {'azionista': 799, 'quota': 57}, {'azionista': 3299, 'quota': 25}, {'azionista': 755, 'quota': 8}]",15
13541,"Atkinson, Irwin and Sparks",1988-03-05,"[{'azionista': 4222, 'quota': 100}]",71
13542,"Scott, Banks and Hicks",1980-08-11,"[{'azionista': 5327, 'quota': 24}, {'azionista': 6279, 'quota': 76}]",32
13543,"Chang, Lucas and Munoz",1988-08-24,"[{'azionista': 4018, 'quota': 6}, {'azionista': 5361, 'quota': 57}, {'azionista': 2534, 'quota': 37}]",57
13544,Obrien-Gutierrez,1977-03-22,"[{'azionista': 914, 'quota': 30}, {'azionista': 2862, 'quota': 65}, {'azionista': 7325, 'quota': 5}]",19
13545,"Wang, Munoz and Day",1962-08-08,"[{'azionista': 4581, 'quota': 69}, {'azionista': 874, 'quota': 31}]",41
13546,"Rodriguez, Roberson and Gordon",1968-06-28,"[{'azionista': 5506, 'quota': 26}, {'azionista': 1460, 'quota': 5}, {'azionista': 4571, 'quota': 69}]",86
13547,"Green, Mathews and Rosales",1998-08-09,"[{'azionista': 566, 'quota': 6}, {'azionista': 768, 'quota': 43}, {'azionista': 890, 'quota': 19}, {'azionista': 3600, 'quota': 15}, {'azionista': 5430, 'quota': 17}]",55
13548,"Welch, Smith and Ruiz",1995-08-01,"[{'azionista': 2718, 'quota': 38}, {'azionista': 7169, 'quota': 62}]",67
13549,Moore-Hall,1995-02-22,"[{'azionista': 7316, 'quota': 61}, {'azionista': 4523, 'quota': 10}, {'azionista': 3202, 'quota': 29}]",77
13550,Howard-Garcia,1960-11-19,"[{'azionista': 2667, 'quota': 20}, {'azionista': 276, 'quota': 53}, {'azionista': 769, 'quota': 27}]",56
13551,"Thomas, Thomas and Lee",1996-01-04,"[{'azionista': 4671, 'quota': 92}, {'azionista': 3898, 'quota': 8}]",82
13552,Perez-Sanders,1965-12-15,"[{'azionista': 2246, 'quota': 33}, {'azionista': 4299, 'quota': 63}, {'azionista': 888, 'quota': 4}]",51
13553,Newman-Jackson,1995-01-13,"[{'azionista': 3531, 'quota': 99}, {'azionista': 1346, 'quota': 1}]",16
13554,Jefferson Ltd,1995-05-24,"[{'azionista': 1209, 'quota': 97}, {'azionista': 7268, 'quota': 3}]",34
13555,"Carter, Brooks and Bender",1999-02-28,"[{'azionista': 1706, 'quota': 13}, {'azionista': 6682, 'quota': 41}, {'azionista': 464, 'quota': 35}, {'azionista': 7064, 'quota': 11}]",26
13556,"Franklin, Jackson and Wagner",1995-11-10,"[{'azionista': 3386, 'quota': 86}, {'azionista': 2707, 'quota': 5}, {'azionista': 4655, 'quota': 9}]",94
13557,"Mitchell, Mckenzie and Weaver",1987-09-19,"[{'azionista': 2167, 'quota': 50}, {'azionista': 4235, 'quota': 25}, {'azionista': 6253, 'quota': 16}, {'azionista': 7470, 'quota': 9}]",1
13558,Williams-Molina,1986-04-17,"[{'azionista': 2014, 'quota': 6}, {'azionista': 6489, 'quota': 63}, {'azionista': 7182, 'quota': 31}]",89
13559,Martinez and Sons,1966-03-13,"[{'azionista': 64, 'quota': 67}, {'azionista': 2935, 'quota': 33}]",23
13560,Clark LLC,1960-03-13,"[{'azionista': 2496, 'quota': 31}, {'azionista': 1397, 'quota': 69}]",57
13561,"Howard, Dodson and Turner",1984-08-27,"[{'azionista': 1634, 'quota': 87}, {'azionista': 6479, 'quota': 13}]",61
13562,"Velasquez, Brown and Banks",1961-08-31,"[{'azionista': 823, 'quota': 95}, {'azionista': 4979, 'quota': 5}]",75
13563,Day Group,1967-09-06,"[{'azionista': 1026, 'quota': 2}, {'azionista': 6173, 'quota': 22}, {'azionista': 3044, 'quota': 12}, {'azionista': 2170, 'quota': 64}]",10
13564,Thompson-Townsend,1998-10-26,"[{'azionista': 5020, 'quota': 17}, {'azionista': 4940, 'quota': 82}, {'azionista': 4502, 'quota': 1}]",61
13565,Dixon PLC,1991-06-18,"[{'azionista': 1490, 'quota': 22}, {'azionista': 5430, 'quota': 52}, {'azionista': 3447, 'quota': 26}]",37
13566,Dickson PLC,1980-06-01,"[{'azionista': 2395, 'quota': 98}, {'azionista': 4476, 'quota': 2}]",36
13567,Avila-Lewis,1969-12-01,"[{'azionista': 7464, 'quota': 86}, {'azionista': 5291, 'quota': 14}]",15
13568,"Bradley, Wilson and Hunter",1976-12-15,"[{'azionista': 3157, 'quota': 64}, {'azionista': 6193, 'quota': 11}, {'azionista': 6150, 'quota': 25}]",103
13569,"Watson, Hernandez and Brown",1971-01-14,"[{'azionista': 3929, 'quota': 77}, {'azionista': 4660, 'quota': 4}, {'azionista': 7312, 'quota': 19}]",42
13570,Reyes-Villarreal,1966-05-21,"[{'azionista': 2633, 'quota': 48}, {'azionista': 5711, 'quota': 52}]",79
13571,Stephens LLC,1982-08-12,"[{'azionista': 5607, 'quota': 39}, {'azionista': 3126, 'quota': 39}, {'azionista': 4816, 'quota': 22}]",52
13572,Malone Ltd,1968-08-20,"[{'azionista': 3640, 'quota': 29}, {'azionista': 1184, 'quota': 8}, {'azionista': 3503, 'quota': 59}, {'azionista': 6369, 'quota': 4}]",28
13573,"Mayer, Brown and Davis",1973-06-22,"[{'azionista': 6210, 'quota': 71}, {'azionista': 5208, 'quota': 29}]",84
13574,Jones-Brown,1986-06-21,"[{'azionista': 6032, 'quota': 94}, {'azionista': 4349, 'quota': 6}]",88
13575,Smith-Walters,1978-09-28,"[{'azionista': 1178, 'quota': 82}, {'azionista': 677, 'quota': 18}]",72
13576,Grant Group,1968-11-06,"[{'azionista': 2849, 'quota': 66}, {'azionista': 3351, 'quota': 16}, {'azionista': 6536, 'quota': 18}]",30
13577,Beck-Brown,1991-07-02,"[{'azionista': 6139, 'quota': 51}, {'azionista': 4588, 'quota': 49}]",4
13578,"Miles, Turner and Ramos",1999-02-05,"[{'azionista': 5125, 'quota': 75}, {'azionista': 33, 'quota': 25}]",6
13579,Andrade-Garcia,1975-11-29,"[{'azionista': 6619, 'quota': 64}, {'azionista': 4974, 'quota': 36}]",95
13580,Calderon and Sons,1996-08-06,"[{'azionista': 1520, 'quota': 100}]",96
13581,Anderson LLC,1989-05-11,"[{'azionista': 4554, 'quota': 50}, {'azionista': 53, 'quota': 9}, {'azionista': 4109, 'quota': 33}, {'azionista': 669, 'quota': 8}]",38
13582,Browning-Reid,1977-05-26,"[{'azionista': 145, 'quota': 76}, {'azionista': 2931, 'quota': 24}]",33
13583,Villarreal Inc,1991-07-26,"[{'azionista': 1379, 'quota': 46}, {'azionista': 6950, 'quota': 38}, {'azionista': 5074, 'quota': 16}]",25
13584,Mendoza PLC,1996-10-03,"[{'azionista': 1735, 'quota': 32}, {'azionista': 544, 'quota': 58}, {'azionista': 259, 'quota': 10}]",91
13585,Smith LLC,1981-06-04,"[{'azionista': 511, 'quota': 84}, {'azionista': 1719, 'quota': 16}]",25
13586,Wagner-Wright,1983-11-18,"[{'azionista': 4989, 'quota': 84}, {'azionista': 6224, 'quota': 16}]",92
13587,Frost-Howell,1998-01-09,"[{'azionista': 443, 'quota': 11}, {'azionista': 6148, 'quota': 44}, {'azionista': 6057, 'quota': 45}]",18
13588,Lopez Inc,1992-12-08,"[{'azionista': 5087, 'quota': 4}, {'azionista': 2919, 'quota': 45}, {'azionista': 4560, 'quota': 24}, {'azionista': 2181, 'quota': 27}]",103
13589,Norman PLC,1975-12-30,"[{'azionista': 3096, 'quota': 88}, {'azionista': 6294, 'quota': 10}, {'azionista': 4809, 'quota': 2}]",54
13590,Little-Luna,1966-06-05,"[{'azionista': 2640, 'quota': 28}, {'azionista': 277, 'quota': 26}, {'azionista': 7122, 'quota': 7}, {'azionista': 5645, 'quota': 4}, {'azionista': 1598, 'quota': 35}]",58
13591,Dougherty-Smith,1999-10-20,"[{'azionista': 123, 'quota': 71}, {'azionista': 3229, 'quota': 29}]",19
13592,Burns-Bailey,1965-08-29,"[{'azionista': 6312, 'quota': 4}, {'azionista': 829, 'quota': 43}, {'azionista': 548, 'quota': 16}, {'azionista': 3454, 'quota': 37}]",100
13593,Long LLC,1999-02-23,"[{'azionista': 2415, 'quota': 41}, {'azionista': 2420, 'quota': 11}, {'azionista': 6292, 'quota': 45}, {'azionista': 6378, 'quota': 3}]",83
13594,"Jones, Davies and Moore",1970-09-19,"[{'azionista': 7342, 'quota': 10}, {'azionista': 5106, 'quota': 86}, {'azionista': 660, 'quota': 4}]",50
13595,"Clark, Monroe and Watts",1988-04-07,"[{'azionista': 474, 'quota': 49}, {'azionista': 1153, 'quota': 51}]",94
13596,"Dunn, Edwards and Reilly",1995-01-25,"[{'azionista': 6445, 'quota': 13}, {'azionista': 4273, 'quota': 76}, {'azionista': 477, 'quota': 11}]",30
13597,Ford-Nash,1990-07-02,"[{'azionista': 3042, 'quota': 1}, {'azionista': 1890, 'quota': 24}, {'azionista': 5730, 'quota': 75}]",103
13598,Thompson-Mills,1969-10-23,"[{'azionista': 1313, 'quota': 13}, {'azionista': 1409, 'quota': 50}, {'azionista': 6838, 'quota': 37}]",82
13599,Romero Inc,1960-04-02,"[{'azionista': 4685, 'quota': 19}, {'azionista': 1297, 'quota': 77}, {'azionista': 6815, 'quota': 4}]",88
13600,Moore-Mack,1974-11-15,"[{'azionista': 3596, 'quota': 94}, {'azionista': 580, 'quota': 6}]",81
13601,Osborne Inc,1970-01-29,"[{'azionista': 3281, 'quota': 27}, {'azionista': 4428, 'quota': 73}]",2
13602,Hunt Group,1998-07-14,"[{'azionista': 3399, 'quota': 38}, {'azionista': 1068, 'quota': 46}, {'azionista': 3112, 'quota': 16}]",101
13603,"Young, Campbell and Spence",1967-08-30,"[{'azionista': 562, 'quota': 94}, {'azionista': 4270, 'quota': 6}]",18
13604,Allen Ltd,1966-01-25,"[{'azionista': 5535, 'quota': 95}, {'azionista': 3023, 'quota': 5}]",80
13605,"Riley, Bell and Rodriguez",1978-11-12,"[{'azionista': 93, 'quota': 34}, {'azionista': 1341, 'quota': 12}, {'azionista': 6673, 'quota': 54}]",86
13606,Church Ltd,1997-02-10,"[{'azionista': 1793, 'quota': 24}, {'azionista': 4583, 'quota': 28}, {'azionista': 90, 'quota': 48}]",55
13607,"Davis, Lopez and Lopez",1960-03-23,"[{'azionista': 867, 'quota': 49}, {'azionista': 1429, 'quota': 51}]",38
13608,Church LLC,1984-02-23,"[{'azionista': 4330, 'quota': 33}, {'azionista': 3566, 'quota': 67}]",68
13609,"Jones, Huffman and Garcia",1978-12-26,"[{'azionista': 2260, 'quota': 66}, {'azionista': 6710, 'quota': 34}]",85
13610,Anderson-Smith,1981-02-26,"[{'azionista': 1563, 'quota': 43}, {'azionista': 762, 'quota': 57}]",45
13611,Duncan-Kramer,1967-01-21,"[{'azionista': 101, 'quota': 45}, {'azionista': 4961, 'quota': 44}, {'azionista': 262, 'quota': 11}]",3
13612,Martinez Ltd,1969-03-13,"[{'azionista': 2750, 'quota': 98}, {'azionista': 2719, 'quota': 2}]",18
13613,Daniel LLC,1960-04-09,"[{'azionista': 1594, 'quota': 8}, {'azionista': 7190, 'quota': 12}, {'azionista': 6384, 'quota': 36}, {'azionista': 1882, 'quota': 44}]",97
13614,Smith-Duffy,1965-12-11,"[{'azionista': 311, 'quota': 79}, {'azionista': 6798, 'quota': 1}, {'azionista': 6997, 'quota': 20}]",100
13615,Brown LLC,1996-06-06,"[{'azionista': 1813, 'quota': 26}, {'azionista': 2850, 'quota': 74}]",32
13616,Colon-Hall,1985-02-02,"[{'azionista': 7192, 'quota': 10}, {'azionista': 2127, 'quota': 26}, {'azionista': 3123, 'quota': 5}, {'azionista': 5388, 'quota': 17}, {'azionista': 2350, 'quota': 42}]",57
13617,Jordan-Cook,1963-10-31,"[{'azionista': 5145, 'quota': 81}, {'azionista': 6801, 'quota': 3}, {'azionista': 2425, 'quota': 16}]",79
13618,"Melton, Church and Buckley",1970-10-05,"[{'azionista': 5665, 'quota': 18}, {'azionista': 2642, 'quota': 82}]",96
13619,Jackson Ltd,1970-08-24,"[{'azionista': 4183, 'quota': 6}, {'azionista': 5889, 'quota': 11}, {'azionista': 5401, 'quota': 46}, {'azionista': 5031, 'quota': 34}, {'azionista': 7020, 'quota': 3}]",15
13620,Gibson Group,1991-02-16,"[{'azionista': 1309, 'quota': 21}, {'azionista': 1895, 'quota': 79}]",29
13621,Reed and Sons,1991-03-13,"[{'azionista': 1382, 'quota': 32}, {'azionista': 5487, 'quota': 3}, {'azionista': 1767, 'quota': 56}, {'azionista': 1512, 'quota': 9}]",70
13622,Lewis Inc,1986-07-02,"[{'azionista': 440, 'quota': 73}, {'azionista': 887, 'quota': 27}]",23
13623,"Hall, Davis and Raymond",1994-01-18,"[{'azionista': 1632, 'quota': 17}, {'azionista': 721, 'quota': 12}, {'azionista': 6558, 'quota': 52}, {'azionista': 6218, 'quota': 19}]",28
13624,Lee-Holden,1969-08-12,"[{'azionista': 6445, 'quota': 20}, {'azionista': 4497, 'quota': 40}, {'azionista': 3921, 'quota': 32}, {'azionista': 6723, 'quota': 8}]",51
13625,Wall-Hill,1977-01-15,"[{'azionista': 831, 'quota': 11}, {'azionista': 207, 'quota': 3}, {'azionista': 6453, 'quota': 86}]",22
13626,Cameron-Martin,1964-03-30,"[{'azionista': 983, 'quota': 81}, {'azionista': 540, 'quota': 4}, {'azionista': 4833, 'quota': 15}]",45
13627,Pruitt-Schroeder,1997-05-01,"[{'azionista': 1204, 'quota': 49}, {'azionista': 176, 'quota': 34}, {'azionista': 3997, 'quota': 17}]",2
13628,Park-Peck,1977-01-23,"[{'azionista': 6712, 'quota': 34}, {'azionista': 44, 'quota': 66}]",9
13629,"Rodriguez, Haynes and Johnson",1965-12-29,"[{'azionista': 243, 'quota': 48}, {'azionista': 7029, 'quota': 8}, {'azionista': 6087, 'quota': 44}]",61
13630,"Beck, Harris and Graves",1979-11-25,"[{'azionista': 6206, 'quota': 35}, {'azionista': 1770, 'quota': 65}]",85
13631,Bishop-Hill,1971-10-27,"[{'azionista': 5984, 'quota': 36}, {'azionista': 2415, 'quota': 64}]",50
13632,Sanchez-Espinoza,1970-06-27,"[{'azionista': 3855, 'quota': 45}, {'azionista': 4743, 'quota': 6}, {'azionista': 857, 'quota': 49}]",48
13633,Clark-Larson,1984-05-14,"[{'azionista': 2889, 'quota': 20}, {'azionista': 246, 'quota': 22}, {'azionista': 3041, 'quota': 58}]",35
13634,"Williams, Wilson and Bryan",1982-01-14,"[{'azionista': 2231, 'quota': 14}, {'azionista': 3965, 'quota': 82}, {'azionista': 4793, 'quota': 4}]",85
13635,"Sanchez, Curry and Rowe",1998-07-08,"[{'azionista': 3806, 'quota': 97}, {'azionista': 424, 'quota': 3}]",101
13636,"Johnson, Wall and Bradford",1981-04-06,"[{'azionista': 6802, 'quota': 1}, {'azionista': 1304, 'quota': 86}, {'azionista': 1413, 'quota': 13}]",25
13637,Moran-Reed,1980-08-13,"[{'azionista': 658, 'quota': 19}, {'azionista': 5144, 'quota': 81}]",25
13638,Nixon-Sanchez,1993-10-06,"[{'azionista': 4876, 'quota': 14}, {'azionista': 4589, 'quota': 5}, {'azionista': 1719, 'quota': 38}, {'azionista': 7214, 'quota': 43}]",43
13639,"Owens, Blair and Hicks",1964-01-28,"[{'azionista': 7369, 'quota': 21}, {'azionista': 6034, 'quota': 68}, {'azionista': 5132, 'quota': 11}]",23
13640,"Cabrera, Lee and Spencer",1960-10-30,"[{'azionista': 1031, 'quota': 3}, {'azionista': 4786, 'quota': 28}, {'azionista': 447, 'quota': 69}]",97
13641,"Houston, Anderson and Morris",1988-09-13,"[{'azionista': 4669, 'quota': 60}, {'azionista': 1275, 'quota': 40}]",27
13642,"Clarke, Berg and Love",1978-08-06,"[{'azionista': 16, 'quota': 31}, {'azionista': 1452, 'quota': 69}]",47
13643,"Lara, Williams and Carson",1970-12-13,"[{'azionista': 7486, 'quota': 71}, {'azionista': 7247, 'quota': 29}]",20
13644,Hodge-Hawkins,1962-10-27,"[{'azionista': 3418, 'quota': 49}, {'azionista': 4578, 'quota': 47}, {'azionista': 2069, 'quota': 4}]",27
13645,Moore-Barber,1970-02-21,"[{'azionista': 2471, 'quota': 15}, {'azionista': 2245, 'quota': 66}, {'azionista': 7217, 'quota': 19}]",82
13646,Hawkins LLC,1972-10-23,"[{'azionista': 4227, 'quota': 65}, {'azionista': 6696, 'quota': 1}, {'azionista': 2023, 'quota': 34}]",33
13647,Wells-Martin,1971-02-12,"[{'azionista': 6539, 'quota': 50}, {'azionista': 6315, 'quota': 50}]",65
13648,Grant-Barnes,1982-12-06,"[{'azionista': 2493, 'quota': 15}, {'azionista': 5849, 'quota': 69}, {'azionista': 4815, 'quota': 16}]",24
13649,Snyder LLC,1978-08-13,"[{'azionista': 129, 'quota': 55}, {'azionista': 2542, 'quota': 27}, {'azionista': 5319, 'quota': 18}]",69
13650,"Phillips, Gallagher and Marshall",1986-07-20,"[{'azionista': 794, 'quota': 6}, {'azionista': 3180, 'quota': 83}, {'azionista': 746, 'quota': 11}]",86
13651,"Hubbard, Johnson and Turner",1996-07-19,"[{'azionista': 4483, 'quota': 38}, {'azionista': 417, 'quota': 32}, {'azionista': 2051, 'quota': 13}, {'azionista': 2735, 'quota': 17}]",1
13652,Davis Ltd,1973-09-10,"[{'azionista': 7055, 'quota': 52}, {'azionista': 17, 'quota': 20}, {'azionista': 6426, 'quota': 28}]",60
13653,Harris-Washington,1986-09-23,"[{'azionista': 3311, 'quota': 88}, {'azionista': 6668, 'quota': 7}, {'azionista': 5929, 'quota': 5}]",41
13654,Pugh PLC,1979-10-28,"[{'azionista': 5735, 'quota': 75}, {'azionista': 7191, 'quota': 25}]",5
13655,Pace-Morrison,1974-06-04,"[{'azionista': 6661, 'quota': 59}, {'azionista': 5706, 'quota': 4}, {'azionista': 3099, 'quota': 21}, {'azionista': 1380, 'quota': 16}]",71
13656,"Bush, Barr and Ryan",1969-10-26,"[{'azionista': 7327, 'quota': 44}, {'azionista': 2292, 'quota': 32}, {'azionista': 224, 'quota': 6}, {'azionista': 2557, 'quota': 16}, {'azionista': 3730, 'quota': 2}]",59
13657,Stark-Garcia,1962-08-08,"[{'azionista': 3615, 'quota': 92}, {'azionista': 5144, 'quota': 8}]",86
13658,Garner-Coleman,1962-11-06,"[{'azionista': 4525, 'quota': 38}, {'azionista': 5740, 'quota': 62}]",1
