azienda,azionista,quota,ubo
2641,3831,59,0,
2641,8007,41,0,
2642,4241,79,0,
2642,5703,21,0,
2643,7700,50,0,
2643,4475,40,0,
2643,6842,10,0,
2644,6544,43,0,
2644,8407,57,0,
2645,6957,92,0,
2645,4863,8,0,
2646,8127,39,0,
2646,6930,20,0,
2646,7735,41,0,
2647,5734,46,0,
2647,6460,15,0,
2647,4376,1,0,
2647,8741,38,0,
2648,5564,49,0,
2648,7482,51,0,
2649,7181,68,0,
2649,4664,19,0,
2649,4358,13,0,
2650,5659,70,0,
2650,7893,6,0,
2650,4444,21,0,
2650,6425,3,0,
2651,5035,42,0,
2651,6834,30,0,
2651,3974,28,0,
2652,6280,81,0,
2652,6313,19,0,
2653,4819,87,0,
2653,5235,13,0,
2654,5832,29,0,
2654,4976,33,0,
2654,8240,34,0,
2654,7817,4,0,
2655,4345,66,0,
2655,5196,28,0,
2655,6901,6,0,
2656,6087,68,0,
2656,7261,23,0,
2656,7975,9,0,
2657,6710,37,0,
2657,4216,63,0,
2658,4526,3,0,
2658,6110,85,0,
2658,8520,12,0,
2659,5777,44,0,
2659,7143,56,0,
2660,8402,11,0,
2660,8564,38,0,
2660,5443,51,0,
2661,8096,85,0,
2661,8736,15,0,
2662,6294,94,0,
2662,8106,6,0,
2663,5679,81,0,
2663,3751,19,0,
2664,8132,40,0,
2664,8196,60,0,
2665,6287,37,0,
2665,8471,43,0,
2665,5120,20,0,
2666,4492,92,0,
2666,7281,8,0,
2667,5207,66,0,
2667,7554,34,0,
2668,8201,58,0,
2668,4609,24,0,
2668,6789,8,0,
2668,7573,10,0,
2669,6405,91,0,
2669,3960,9,0,
2670,5745,46,0,
2670,3876,54,0,
2671,4353,63,0,
2671,6812,16,0,
2671,5906,21,0,
2672,5919,41,0,
2672,5225,6,0,
2672,7989,53,0,
2673,4362,91,0,
2673,6253,9,0,
2674,3819,49,0,
2674,6838,37,0,
2674,6914,14,0,
2675,4586,11,0,
2675,6065,47,0,
2675,4741,42,0,
2676,6253,63,0,
2676,3904,32,0,
2676,6444,5,0,
2677,4406,73,0,
2677,5679,26,0,
2677,5320,1,0,
2678,7614,100,0,
2679,5866,93,0,
2679,4258,7,0,
2680,6754,19,0,
2680,3812,43,0,
2680,6701,38,0,
2681,7975,71,0,
2681,5109,18,0,
2681,6273,11,0,
2682,6792,100,0,
2683,4151,95,0,
2683,4215,3,0,
2683,4250,2,0,
2684,4898,44,0,
2684,8530,22,0,
2684,8442,5,0,
2684,5809,29,0,
2685,5095,37,0,
2685,6408,22,0,
2685,5094,27,0,
2685,4140,14,0,
2686,5686,6,0,
2686,8333,94,0,
2687,6707,79,0,
2687,7439,21,0,
2688,4511,95,0,
2688,8121,5,0,
2689,4805,69,0,
2689,8202,1,0,
2689,7717,30,0,
2690,8301,82,0,
2690,6879,18,0,
2691,8485,75,0,
2691,4229,25,0,
2692,8527,83,0,
2692,5477,17,0,
2693,6662,11,0,
2693,5568,23,0,
2693,8223,50,0,
2693,8084,16,0,
2694,7736,5,0,
2694,7252,76,0,
2694,6591,19,0,
2695,7402,15,0,
2695,4317,17,0,
2695,4591,68,0,
2696,6676,14,0,
2696,8618,56,0,
2696,7990,3,0,
2696,7438,27,0,
2697,7713,6,0,
2697,7770,48,0,
2697,7336,46,0,
2698,4911,39,0,
2698,7129,61,0,
2699,7302,81,0,
2699,6641,19,0,
2700,3929,19,0,
2700,7447,14,0,
2700,6481,50,0,
2700,7257,17,0,
2701,5718,87,0,
2701,5856,9,0,
2701,4998,4,0,
2702,5916,8,0,
2702,7485,36,0,
2702,5365,45,0,
2702,5467,11,0,
2703,4679,98,0,
2703,5849,2,0,
2704,8118,78,0,
2704,4172,22,0,
2705,7872,75,0,
2705,7820,25,0,
2706,6274,22,0,
2706,6731,57,0,
2706,5249,21,0,
2707,4436,16,0,
2707,3890,62,0,
2707,5523,22,0,
2708,5556,4,0,
2708,8199,69,0,
2708,6943,27,0,
2709,5990,64,0,
2709,7784,36,0,
2710,7535,92,0,
2710,5816,8,0,
2711,5184,92,0,
2711,6453,8,0,
2712,6742,22,0,
2712,6367,9,0,
2712,4517,69,0,
2713,8636,83,0,
2713,3876,17,0,
2714,6492,27,0,
2714,6056,73,0,
2715,7390,39,0,
2715,5965,35,0,
2715,6651,26,0,
2716,6674,99,0,
2716,6742,1,0,
2717,4908,73,0,
2717,8730,27,0,
2718,8520,77,0,
2718,5364,23,0,
2719,4956,30,0,
2719,4444,47,0,
2719,4078,23,0,
2720,3973,26,0,
2720,4557,39,0,
2720,8585,35,0,
2721,7889,33,0,
2721,8562,67,0,
2722,5276,84,0,
2722,7426,16,0,
2723,4997,55,0,
2723,5913,45,0,
2724,5840,58,0,
2724,6753,42,0,
2725,4738,22,0,
2725,5763,55,0,
2725,5679,15,0,
2725,5274,8,0,
2726,4690,53,0,
2726,5956,22,0,
2726,6950,25,0,
2727,4225,82,0,
2727,7722,18,0,
2728,8154,89,0,
2728,7687,7,0,
2728,6643,4,0,
2729,4714,16,0,
2729,8708,38,0,
2729,5478,17,0,
2729,7887,27,0,
2729,7566,2,0,
2730,6923,5,0,
2730,6048,43,0,
2730,4008,3,0,
2730,5546,24,0,
2730,7811,25,0,
2731,7954,11,0,
2731,8212,67,0,
2731,6095,22,0,
2732,7213,72,0,
2732,8019,28,0,
2733,8363,21,0,
2733,7568,52,0,
2733,5855,27,0,
2734,8055,88,0,
2734,7991,12,0,
2735,7717,54,0,
2735,5529,46,0,
2736,5287,98,0,
2736,5788,2,0,
2737,5698,67,0,
2737,5409,33,0,
2738,5883,80,0,
2738,4078,20,0,
2739,5454,85,0,
2739,4331,15,0,
2740,6162,41,0,
2740,4162,36,0,
2740,4614,23,0,
2741,5343,60,0,
2741,7001,20,0,
2741,8393,3,0,
2741,4464,13,0,
2741,6976,4,0,
2742,6896,90,0,
2742,5152,10,0,
2743,7827,67,0,
2743,6574,33,0,
2744,7897,41,0,
2744,8720,30,0,
2744,5804,29,0,
2745,7715,15,0,
2745,4410,80,0,
2745,5462,5,0,
2746,4561,79,0,
2746,7407,21,0,
2747,4364,36,0,
2747,7813,41,0,
2747,8682,23,0,
2748,8523,72,0,
2748,8478,28,0,
2749,6414,87,0,
2749,8291,13,0,
2750,6304,10,0,
2750,7033,81,0,
2750,5496,9,0,
2751,8701,48,0,
2751,5870,52,0,
2752,4899,81,0,
2752,7737,19,0,
2753,7392,57,0,
2753,4033,36,0,
2753,7393,7,0,
2754,3969,86,0,
2754,8404,14,0,
2755,7241,80,0,
2755,5851,20,0,
2756,7508,67,0,
2756,4192,33,0,
2757,4238,26,0,
2757,6693,74,0,
2758,6973,24,0,
2758,6999,15,0,
2758,4408,43,0,
2758,6428,18,0,
2759,7618,13,0,
2759,5891,87,0,
2760,4584,89,0,
2760,6532,11,0,
2761,5524,41,0,
2761,5985,34,0,
2761,5345,25,0,
2762,6087,61,0,
2762,5847,39,0,
2763,6467,78,0,
2763,4117,22,0,
2764,8040,4,0,
2764,7578,36,0,
2764,5811,2,0,
2764,8661,54,0,
2764,4303,4,0,
2765,7837,30,0,
2765,5853,16,0,
2765,6203,54,0,
2766,7389,38,0,
2766,4530,62,0,
2767,4311,100,0,
2768,7478,50,0,
2768,6457,44,0,
2768,8317,6,0,
2769,5084,82,0,
2769,7433,14,0,
2769,8394,4,0,
2770,4910,31,0,
2770,7896,12,0,
2770,4444,57,0,
2771,7016,27,0,
2771,8567,16,0,
2771,4976,13,0,
2771,8091,40,0,
2771,8456,4,0,
2772,3852,92,0,
2772,5788,8,0,
2773,4340,28,0,
2773,7412,16,0,
2773,6765,56,0,
2774,4982,75,0,
2774,6695,25,0,
2775,7317,44,0,
2775,5620,46,0,
2775,8155,10,0,
2776,4019,12,0,
2776,3782,46,0,
2776,8293,30,0,
2776,8734,12,0,
2777,7096,56,0,
2777,5067,21,0,
2777,7460,23,0,
2778,6220,88,0,
2778,6820,12,0,
2779,4427,92,0,
2779,5829,8,0,
2780,6664,95,0,
2780,7427,5,0,
2781,4580,78,0,
2781,7285,22,0,
2782,7927,29,0,
2782,6142,43,0,
2782,4225,28,0,
2783,6013,8,0,
2783,7669,69,0,
2783,5871,23,0,
2784,5196,90,0,
2784,3872,10,0,
2785,5470,24,0,
2785,7000,76,0,
2786,4753,17,0,
2786,6700,43,0,
2786,7340,40,0,
2787,5660,32,0,
2787,7157,6,0,
2787,3969,62,0,
2788,6265,68,0,
2788,6684,32,0,
2789,5586,17,0,
2789,8036,83,0,
2790,7164,92,0,
2790,5357,8,0,
2791,8354,61,0,
2791,8294,39,0,
2792,5621,8,0,
2792,4508,30,0,
2792,6250,62,0,
2793,7096,34,0,
2793,3867,23,0,
2793,8720,34,0,
2793,4111,9,0,
2794,6249,97,0,
2794,6779,3,0,
2795,7209,47,0,
2795,4360,49,0,
2795,5687,4,0,
2796,5785,86,0,
2796,4449,14,0,
2797,5667,33,0,
2797,5053,67,0,
2798,5925,10,0,
2798,4540,53,0,
2798,7322,37,0,
2799,5410,4,0,
2799,4115,57,0,
2799,4692,7,0,
2799,8331,32,0,
2800,4362,83,0,
2800,4519,10,0,
2800,5895,7,0,
2801,4364,26,0,
2801,8454,10,0,
2801,4545,18,0,
2801,7425,46,0,
2802,4982,25,0,
2802,6668,3,0,
2802,4304,16,0,
2802,4591,46,0,
2802,6046,10,0,
2803,4570,64,0,
2803,6007,32,0,
2803,8010,4,0,
2804,8581,96,0,
2804,6501,4,0,
2805,8344,80,0,
2805,4983,20,0,
2806,7044,45,0,
2806,4253,55,0,
2807,5262,54,0,
2807,5721,9,0,
2807,3887,4,0,
2807,6620,33,0,
2808,6637,67,0,
2808,7054,33,0,
2809,8532,81,0,
2809,8350,19,0,
2810,4141,97,0,
2810,5252,3,0,
2811,4742,73,0,
2811,4579,19,0,
2811,7539,8,0,
2812,7757,88,0,
2812,6401,4,0,
2812,8520,8,0,
2813,5924,55,0,
2813,6683,11,0,
2813,6752,34,0,
2814,8397,59,0,
2814,7829,41,0,
2815,8211,4,0,
2815,6737,82,0,
2815,6406,14,0,
2816,5480,82,0,
2816,5150,18,0,
2817,8568,15,0,
2817,5607,41,0,
2817,4744,13,0,
2817,4885,31,0,
2818,7297,43,0,
2818,4076,28,0,
2818,8693,28,0,
2818,6181,1,0,
2819,4213,84,0,
2819,8429,16,0,
2820,8393,8,0,
2820,7453,92,0,
2821,5103,7,0,
2821,4335,15,0,
2821,5521,74,0,
2821,6225,4,0,
2822,7263,3,0,
2822,7652,85,0,
2822,6904,2,0,
2822,5941,10,0,
2823,4022,44,0,
2823,6452,36,0,
2823,4050,20,0,
2824,8532,49,0,
2824,7888,51,0,
2825,5646,39,0,
2825,4725,61,0,
2826,8212,98,0,
2826,3880,1,0,
2826,5351,1,0,
2827,7067,21,0,
2827,6173,79,0,
2828,4071,21,0,
2828,7271,6,0,
2828,4863,73,0,
2829,6865,91,0,
2829,6773,9,0,
2830,5470,3,0,
2830,7161,80,0,
2830,5404,17,0,
2831,7481,30,0,
2831,4143,11,0,
2831,4776,35,0,
2831,4450,24,0,
2832,6199,3,0,
2832,8435,71,0,
2832,6467,26,0,
2833,4848,40,0,
2833,8583,22,0,
2833,8451,38,0,
2834,3939,11,0,
2834,8245,17,0,
2834,4226,72,0,
2835,8589,84,0,
2835,3866,16,0,
2836,4084,39,0,
2836,5572,53,0,
2836,5872,8,0,
2837,4404,92,0,
2837,6676,8,0,
2838,5317,92,0,
2838,6182,8,0,
2839,8398,67,0,
2839,8158,33,0,
2840,8146,9,0,
2840,5050,2,0,
2840,4219,89,0,
2841,7657,87,0,
2841,8669,1,0,
2841,7676,12,0,
2842,4340,54,0,
2842,4633,46,0,
2843,5650,94,0,
2843,4255,6,0,
2844,8724,65,0,
2844,4767,35,0,
2845,5107,28,0,
2845,7564,72,0,
2846,4474,61,0,
2846,7760,12,0,
2846,7995,27,0,
2847,7855,51,0,
2847,8021,5,0,
2847,6371,22,0,
2847,5467,22,0,
2848,4100,65,0,
2848,4231,35,0,
2849,7033,75,0,
2849,7159,7,0,
2849,7683,18,0,
2850,8173,49,0,
2850,3876,30,0,
2850,6902,21,0,
2851,4100,28,0,
2851,7903,72,0,
2852,6363,68,0,
2852,8518,17,0,
2852,3879,15,0,
2853,4858,49,0,
2853,4814,51,0,
2854,4183,8,0,
2854,7122,76,0,
2854,8505,16,0,
2855,3815,93,0,
2855,4102,3,0,
2855,7897,4,0,
2856,6943,31,0,
2856,6234,69,0,
2857,6033,34,0,
2857,6238,66,0,
2858,5448,23,0,
2858,4333,77,0,
2859,7928,55,0,
2859,4815,45,0,
2860,6641,93,0,
2860,7553,7,0,
2861,8184,59,0,
2861,7015,13,0,
2861,4839,9,0,
2861,4056,19,0,
2862,7125,83,0,
2862,8318,17,0,
2863,5178,18,0,
2863,4298,67,0,
2863,6822,15,0,
2864,8445,44,0,
2864,7368,47,0,
2864,4463,9,0,
2865,6268,58,0,
2865,8412,42,0,
2866,7651,74,0,
2866,5670,26,0,
2867,6843,75,0,
2867,6792,25,0,
2868,4799,74,0,
2868,5833,26,0,
2869,5388,21,0,
2869,4556,57,0,
2869,6931,22,0,
2870,6788,20,0,
2870,8424,80,0,
2871,5082,93,0,
2871,6472,7,0,
2872,8717,92,0,
2872,7318,8,0,
2873,4300,80,0,
2873,3882,20,0,
2874,7199,28,0,
2874,7302,5,0,
2874,8375,67,0,
2875,4716,94,0,
2875,8184,6,0,
2876,5104,48,0,
2876,8672,52,0,
2877,3813,10,0,
2877,3834,90,0,
2878,3836,69,0,
2878,5940,21,0,
2878,4140,10,0,
2879,4135,21,0,
2879,8144,50,0,
2879,6467,18,0,
2879,6882,11,0,
2880,5974,14,0,
2880,7450,86,0,
2881,7992,28,0,
2881,5917,52,0,
2881,7254,3,0,
2881,5394,17,0,
2882,8646,18,0,
2882,7746,32,0,
2882,6315,50,0,
2883,8065,80,0,
2883,4671,20,0,
2884,3907,71,0,
2884,4814,29,0,
2885,8609,31,0,
2885,7307,69,0,
2886,6036,27,0,
2886,5357,73,0,
2887,8424,34,0,
2887,6875,7,0,
2887,7252,59,0,
2888,6042,39,0,
2888,6460,51,0,
2888,7533,10,0,
2889,5855,20,0,
2889,7522,62,0,
2889,7877,18,0,
2890,5322,49,0,
2890,5753,51,0,
2891,5364,60,0,
2891,5272,40,0,
2892,4668,69,0,
2892,6098,31,0,
2893,7329,6,0,
2893,5043,75,0,
2893,7838,19,0,
2894,6918,66,0,
2894,4434,34,0,
2895,4522,9,0,
2895,7043,34,0,
2895,8597,30,0,
2895,8309,27,0,
2896,6559,70,0,
2896,4977,30,0,
2897,7323,1,0,
2897,7878,21,0,
2897,5247,78,0,
2898,6035,89,0,
2898,7232,11,0,
2899,8368,37,0,
2899,8313,14,0,
2899,5482,14,0,
2899,3838,13,0,
2899,5510,3,0,
2899,8250,19,0,
2900,6307,4,0,
2900,8725,16,0,
2900,4278,32,0,
2900,8063,28,0,
2900,8250,20,0,
2901,7563,63,0,
2901,3955,34,0,
2901,5789,3,0,
2902,6135,28,0,
2902,7769,59,0,
2902,4002,13,0,
2903,6088,32,0,
2903,7078,68,0,
2904,4004,81,0,
2904,6545,19,0,
2905,7335,28,0,
2905,6292,72,0,
2906,4851,42,0,
2906,7202,42,0,
2906,7560,9,0,
2906,5564,7,0,
2907,7664,97,0,
2907,6047,3,0,
2908,5323,52,0,
2908,4697,46,0,
2908,6080,2,0,
2909,7911,58,0,
2909,5559,42,0,
2910,6901,29,0,
2910,7239,71,0,
2911,5758,12,0,
2911,8406,13,0,
2911,5815,69,0,
2911,5476,6,0,
2912,8207,74,0,
2912,3946,26,0,
2913,7498,46,0,
2913,4673,54,0,
2914,3818,20,0,
2914,6801,53,0,
2914,4323,27,0,
2915,6412,64,0,
2915,4453,29,0,
2915,5686,7,0,
2916,7311,6,0,
2916,7202,72,0,
2916,8445,22,0,
2917,7636,86,0,
2917,4787,14,0,
2918,6618,33,0,
2918,8263,57,0,
2918,5841,10,0,
2919,7424,40,0,
2919,5040,39,0,
2919,8576,21,0,
2920,6802,65,0,
2920,4330,25,0,
2920,4559,10,0,
2921,7585,39,0,
2921,6089,61,0,
2922,6010,11,0,
2922,8115,81,0,
2922,6282,8,0,
2923,7588,17,0,
2923,6240,32,0,
2923,5368,29,0,
2923,6278,22,0,
2924,6433,12,0,
2924,8373,88,0,
2925,4065,25,0,
2925,5370,10,0,
2925,7139,5,0,
2925,7836,27,0,
2925,6111,33,0,
2926,5275,64,0,
2926,8639,36,0,
2927,7124,16,0,
2927,3949,84,0,
2928,7215,68,0,
2928,7784,32,0,
2929,6143,84,0,
2929,5059,16,0,
2930,4811,54,0,
2930,8743,46,0,
2931,8549,66,0,
2931,4975,6,0,
2931,5396,28,0,
2932,4238,49,0,
2932,5719,51,0,
2933,6598,67,0,
2933,8291,33,0,
2934,5004,69,0,
2934,6229,31,0,
2935,7785,36,0,
2935,6636,64,0,
2936,7864,75,0,
2936,4165,25,0,
2937,4131,63,0,
2937,6525,37,0,
2938,4814,15,0,
2938,5968,15,0,
2938,6907,70,0,
2939,5700,1,0,
2939,8395,15,0,
2939,8294,61,0,
2939,7369,10,0,
2939,6376,13,0,
2940,7414,53,0,
2940,8025,41,0,
2940,4758,6,0,
2941,3796,32,0,
2941,7042,16,0,
2941,5611,52,0,
2942,6476,18,0,
2942,7038,82,0,
2943,3977,28,0,
2943,6157,51,0,
2943,5746,19,0,
2943,6387,2,0,
2944,8661,99,0,
2944,7785,1,0,
2945,7503,41,0,
2945,4374,10,0,
2945,6961,49,0,
2946,8166,20,0,
2946,4035,50,0,
2946,6920,15,0,
2946,5411,15,0,
2947,7545,16,0,
2947,4427,55,0,
2947,5991,29,0,
2948,4938,100,0,
2949,8515,89,0,
2949,4304,11,0,
2950,6910,21,0,
2950,4599,9,0,
2950,7540,45,0,
2950,6986,5,0,
2950,5943,20,0,
2951,6104,99,0,
2951,7315,1,0,
2952,6531,22,0,
2952,8082,78,0,
2953,5428,98,0,
2953,7078,2,0,
2954,6001,42,0,
2954,3855,34,0,
2954,4218,24,0,
2955,4523,57,0,
2955,5356,43,0,
2956,6369,4,0,
2956,6051,72,0,
2956,5374,24,0,
2957,7746,13,0,
2957,3879,86,0,
2957,7687,1,0,
2958,7154,70,0,
2958,7271,30,0,
2959,7493,29,0,
2959,4722,12,0,
2959,4052,59,0,
2960,7315,53,0,
2960,6613,25,0,
2960,4124,22,0,
2961,4837,65,0,
2961,4088,35,0,
2962,7444,96,0,
2962,5918,4,0,
2963,7498,38,0,
2963,4607,62,0,
2964,6524,67,0,
2964,8203,33,0,
2965,4239,80,0,
2965,6426,20,0,
2966,3857,51,0,
2966,5982,49,0,
2967,5444,21,0,
2967,3790,65,0,
2967,7570,14,0,
2968,6848,85,0,
2968,7298,15,0,
2969,7350,5,0,
2969,7077,10,0,
2969,3811,85,0,
2970,4773,65,0,
2970,6585,20,0,
2970,5488,15,0,
2971,3921,56,0,
2971,5855,44,0,
2972,7573,98,0,
2972,8014,2,0,
2973,5458,37,0,
2973,4182,63,0,
2974,7512,100,0,
2975,7945,37,0,
2975,7733,26,0,
2975,8405,37,0,
2976,7736,65,0,
2976,7768,21,0,
2976,7393,14,0,
2977,6772,10,0,
2977,3756,8,0,
2977,6101,67,0,
2977,3927,15,0,
2978,7427,99,0,
2978,7119,1,0,
2979,6083,74,0,
2979,5350,26,0,
2980,7225,57,0,
2980,5532,19,0,
2980,8085,24,0,
2981,3814,7,0,
2981,5906,40,0,
2981,4842,53,0,
2982,7925,31,0,
2982,4244,34,0,
2982,6624,35,0,
2983,4089,63,0,
2983,7092,32,0,
2983,4429,5,0,
2984,7466,16,0,
2984,8473,58,0,
2984,7506,26,0,
2985,4498,46,0,
2985,5141,45,0,
2985,5394,9,0,
2986,4427,75,0,
2986,4820,25,0,
2987,6289,31,0,
2987,6047,69,0,
2988,7898,61,0,
2988,7881,2,0,
2988,6696,27,0,
2988,4712,10,0,
2989,6540,12,0,
2989,7032,43,0,
2989,7623,45,0,
2990,5264,50,0,
2990,5852,26,0,
2990,8422,24,0,
2991,6059,21,0,
2991,8071,62,0,
2991,6969,17,0,
2992,5666,72,0,
2992,5131,28,0,
2993,6558,70,0,
2993,5565,30,0,
2994,5857,39,0,
2994,4637,26,0,
2994,6406,28,0,
2994,7802,7,0,
2995,4816,78,0,
2995,4210,22,0,
2996,7330,87,0,
2996,4642,13,0,
2997,7962,86,0,
2997,7444,14,0,
2998,5863,99,0,
2998,4002,1,0,
2999,7963,74,0,
2999,7359,26,0,
3000,4442,24,0,
3000,7695,33,0,
3000,3804,43,0,
3001,6072,82,0,
3001,7389,18,0,
3002,6436,29,0,
3002,7394,23,0,
3002,6151,13,0,
3002,6259,31,0,
3002,5760,4,0,
3003,8393,90,0,
3003,6292,10,0,
3004,5796,9,0,
3004,3981,36,0,
3004,8390,19,0,
3004,6427,36,0,
3005,6491,91,0,
3005,7375,9,0,
3006,8418,42,0,
3006,8366,24,0,
3006,7965,34,0,
3007,7281,65,0,
3007,8716,35,0,
3008,7078,75,0,
3008,7491,25,0,
3009,7131,95,0,
3009,7814,5,0,
3010,4939,19,0,
3010,4180,52,0,
3010,6300,29,0,
3011,6782,57,0,
3011,6885,43,0,
3012,4222,91,0,
3012,6814,9,0,
3013,8648,95,0,
3013,4070,5,0,
3014,4692,44,0,
3014,8057,56,0,
3015,6911,44,0,
3015,7312,16,0,
3015,6440,40,0,
3016,7138,4,0,
3016,7089,45,0,
3016,4332,51,0,
3017,4920,40,0,
3017,5671,41,0,
3017,4614,19,0,
3018,6511,67,0,
3018,7357,13,0,
3018,6688,20,0,
3019,7259,3,0,
3019,8443,80,0,
3019,5135,17,0,
3020,6388,42,0,
3020,5173,58,0,
3021,5084,35,0,
3021,7196,65,0,
3022,6946,25,0,
3022,6475,54,0,
3022,6509,21,0,
3023,6168,95,0,
3023,5110,5,0,
3024,6933,55,0,
3024,8199,18,0,
3024,6749,27,0,
3025,5660,9,0,
3025,4714,62,0,
3025,8284,29,0,
3026,6146,6,0,
3026,5356,28,0,
3026,7382,61,0,
3026,3975,5,0,
3027,3845,56,0,
3027,4410,44,0,
3028,4603,33,0,
3028,7309,41,0,
3028,7125,26,0,
3029,4167,4,0,
3029,6186,6,0,
3029,6772,38,0,
3029,6342,43,0,
3029,7020,9,0,
3030,7722,36,0,
3030,5333,24,0,
3030,7078,1,0,
3030,8516,39,0,
3031,4387,79,0,
3031,6970,21,0,
3032,7129,92,0,
3032,6000,8,0,
3033,4717,88,0,
3033,3771,12,0,
3034,6528,90,0,
3034,6607,10,0,
3035,7587,97,0,
3035,5384,3,0,
3036,6251,70,0,
3036,6964,23,0,
3036,6314,7,0,
3037,6096,4,0,
3037,6516,88,0,
3037,8443,8,0,
3038,5830,50,0,
3038,8247,13,0,
3038,5224,37,0,
3039,7759,3,0,
3039,5619,92,0,
3039,6462,5,0,
3040,7713,50,0,
3040,8113,50,0,
3041,8372,100,0,
3042,4003,48,0,
3042,5176,40,0,
3042,8527,12,0,
3043,6522,52,0,
3043,7549,37,0,
3043,6723,11,0,
3044,3823,98,0,
3044,5444,2,0,
3045,4926,12,0,
3045,8555,40,0,
3045,4009,48,0,
3046,7253,34,0,
3046,4979,66,0,
3047,4153,52,0,
3047,3825,48,0,
3048,5396,22,0,
3048,5853,25,0,
3048,8719,53,0,
3049,7177,92,0,
3049,4344,1,0,
3049,8502,7,0,
3050,7755,71,0,
3050,4242,2,0,
3050,5684,27,0,
3051,8713,33,0,
3051,5452,55,0,
3051,7892,12,0,
3052,7683,26,0,
3052,7195,50,0,
3052,6304,4,0,
3052,8046,20,0,
3053,8221,78,0,
3053,5541,22,0,
3054,5323,49,0,
3054,7998,15,0,
3054,5487,36,0,
3055,7354,29,0,
3055,5607,32,0,
3055,6442,39,0,
3056,5302,50,0,
3056,6892,50,0,
3057,4811,23,0,
3057,6892,51,0,
3057,4029,26,0,
3058,7874,68,0,
3058,8435,32,0,
3059,8105,47,0,
3059,4315,11,0,
3059,7768,42,0,
3060,8067,70,0,
3060,5238,30,0,
3061,7872,47,0,
3061,6755,40,0,
3061,6392,13,0,
3062,5478,10,0,
3062,5793,26,0,
3062,3795,64,0,
3063,6434,58,0,
3063,5722,31,0,
3063,7198,11,0,
3064,5626,23,0,
3064,7407,52,0,
3064,5508,25,0,
3065,8237,100,0,
3066,5525,6,0,
3066,5766,76,0,
3066,7493,18,0,
3067,5633,64,0,
3067,4756,36,0,
3068,5569,98,0,
3068,3828,2,0,
3069,7474,53,0,
3069,6277,47,0,
3070,5412,20,0,
3070,5308,80,0,
3071,6699,30,0,
3071,7652,42,0,
3071,7269,28,0,
3072,4306,36,0,
3072,4545,11,0,
3072,8607,53,0,
3073,5433,17,0,
3073,3918,83,0,
3074,7932,27,0,
3074,8486,2,0,
3074,6297,42,0,
3074,4310,29,0,
3075,7167,32,0,
3075,4691,65,0,
3075,8672,3,0,
3076,4407,50,0,
3076,7788,33,0,
3076,6149,17,0,
3077,3891,65,0,
3077,8258,35,0,
3078,8668,30,0,
3078,6773,70,0,
3079,4335,8,0,
3079,8524,81,0,
3079,8557,11,0,
3080,4538,56,0,
3080,4284,7,0,
3080,5822,37,0,
3081,3860,38,0,
3081,5986,59,0,
3081,4481,3,0,
3082,7906,96,0,
3082,4649,4,0,
3083,5659,9,0,
3083,5924,47,0,
3083,7679,44,0,
3084,6981,14,0,
3084,4146,22,0,
3084,3998,57,0,
3084,4099,7,0,
3085,8734,41,0,
3085,7270,44,0,
3085,4814,15,0,
3086,5102,78,0,
3086,6498,22,0,
3087,7289,84,0,
3087,8231,16,0,
3088,3859,40,0,
3088,4943,60,0,
3089,6381,48,0,
3089,6830,52,0,
3090,5823,4,0,
3090,8192,68,0,
3090,3794,28,0,
3091,4431,16,0,
3091,7491,74,0,
3091,6982,10,0,
3092,4404,19,0,
3092,3947,12,0,
3092,6875,56,0,
3092,7338,13,0,
3093,4995,38,0,
3093,6710,62,0,
3094,7743,28,0,
3094,5514,51,0,
3094,6608,12,0,
3094,4316,9,0,
3095,7418,92,0,
3095,5811,8,0,
3096,6245,10,0,
3096,5372,58,0,
3096,6753,32,0,
3097,6537,1,0,
3097,4725,73,0,
3097,4876,26,0,
3098,4046,94,0,
3098,8451,6,0,
3099,4857,43,0,
3099,8042,57,0,
3100,7464,13,0,
3100,4496,46,0,
3100,4362,41,0,
3101,7114,67,0,
3101,6298,33,0,
3102,6195,32,0,
3102,4779,41,0,
3102,3835,27,0,
3103,4968,58,0,
3103,7127,42,0,
3104,6886,55,0,
3104,4119,16,0,
3104,6269,28,0,
3104,4402,1,0,
3105,4989,2,0,
3105,8591,92,0,
3105,8406,6,0,
3106,3917,13,0,
3106,8091,70,0,
3106,8141,17,0,
3107,4564,63,0,
3107,5822,37,0,
3108,6312,81,0,
3108,4638,19,0,
3109,5051,45,0,
3109,6752,16,0,
3109,4389,39,0,
3110,3961,21,0,
3110,4745,66,0,
3110,7078,13,0,
3111,7031,77,0,
3111,5600,23,0,
3112,6278,19,0,
3112,4654,81,0,
3113,5966,3,0,
3113,5315,28,0,
3113,6208,69,0,
3114,6509,37,0,
3114,4290,25,0,
3114,4682,38,0,
3115,8586,82,0,
3115,4625,4,0,
3115,4852,14,0,
3116,7153,35,0,
3116,5109,29,0,
3116,6945,30,0,
3116,3994,6,0,
3117,7068,57,0,
3117,8669,1,0,
3117,6902,42,0,
3118,6133,15,0,
3118,4205,61,0,
3118,5027,24,0,
3119,6437,77,0,
3119,7835,23,0,
3120,5163,76,0,
3120,8377,24,0,
3121,6524,93,0,
3121,3899,7,0,
3122,8138,31,0,
3122,8745,60,0,
3122,4866,9,0,
3123,4141,71,0,
3123,8212,29,0,
3124,6050,3,0,
3124,3919,70,0,
