id,codice_transazione,importo,emittente,beneficiario,banca,data
564,921775,162240.66,4075,2926,96,2011-05-13
565,847514,879361.48,2366,172,91,2009-08-21
566,408086,335712.19,1281,2078,74,2020-01-31
567,604110,812922.22,4429,2707,4,2009-07-26
568,121277,238067.48,2007,2604,2,2001-11-01
569,704082,569571.81,1276,5750,61,2007-06-23
570,455995,907817.31,3659,308,60,2009-12-23
571,274749,632815.28,2303,6199,31,2020-09-22
572,262279,344243.56,2351,428,36,2015-11-10
573,936176,455420.24,3755,2929,77,2002-01-30
574,991722,51965.93,3254,5553,72,2018-03-08
575,108622,631022.18,2635,4832,44,2005-01-13
576,512175,813027.98,117,873,9,2016-08-28
577,783081,815323.54,2824,3980,115,2014-11-13
578,420180,448478.5,3939,3381,17,2020-01-22
579,179959,100257.67,2669,4667,69,2019-06-26
580,595975,954090.42,3384,3952,30,2004-09-12
581,292436,938083.75,471,1359,64,2000-03-24
582,619062,881641.05,5311,62,26,2009-11-17
583,563045,495119.97,6240,3474,33,2014-05-24
584,435619,95330.84,160,2060,83,2021-11-01
585,84928,356724.29,687,2610,39,2007-04-27
586,154600,766400.86,5518,3479,11,2017-10-04
587,409980,846381.92,2354,4795,20,2008-08-26
588,616309,187194.93,6138,3467,38,2012-06-03
589,300884,487568.49,5022,3578,67,2006-08-23
590,901158,445311.4,3672,4959,92,2011-12-05
591,668411,317741.77,1953,1237,76,2008-10-08
592,234682,77583.74,3013,5393,39,2004-02-01
593,165343,516035.94,4868,1291,107,2003-02-02
594,236167,481267.33,1998,3648,15,2018-04-16
595,614299,951678.29,2979,3429,60,2017-04-20
596,492384,620620.89,2438,3083,74,2002-02-16
597,931761,631052.44,3521,1420,44,2017-06-18
598,371609,231790.42,3007,1000,5,2007-03-05
599,833848,466326.89,1077,5764,7,2005-02-22
600,2351,647657.69,4181,192,19,2003-12-13
601,131278,348571.51,271,920,81,2017-07-30
602,564822,833269.14,2550,1030,39,2008-08-31
603,36780,231453.03,1013,5670,119,2005-08-17
604,934607,888193.5,3940,1203,37,2002-05-16
605,323505,928529.9,1150,2397,26,2019-03-20
606,410111,944017.15,1402,5890,49,2009-08-07
607,771391,138836.52,3367,1014,85,2008-06-27
608,946753,713920.48,4055,3341,5,2004-03-11
609,794852,822035.37,1604,3875,115,2021-07-27
610,574595,419527.69,4524,18,98,2017-01-23
611,165715,372939.34,4046,1423,68,2021-02-26
612,378457,633248.84,5173,2563,52,2020-05-28
613,957321,459075.75,5362,4397,48,2019-10-21
614,364007,475572.63,6075,948,41,2001-12-20
615,295844,803108.91,2783,4022,79,2008-12-05
616,319542,752312.33,3927,1004,32,2004-05-23
617,602533,317801.24,4884,3719,8,2003-12-01
618,730983,446807.5,1418,669,51,2020-01-16
619,912687,426002.7,492,3801,16,2016-07-13
620,674399,15536.41,4642,574,78,2020-06-04
621,438643,795268.29,4527,425,32,2017-05-18
622,204070,132408.91,2198,1946,105,2018-11-13
623,157946,224157.18,5567,2734,32,2020-07-30
624,37521,373125.46,21,6186,25,2016-05-10
625,555888,450634.52,3391,4917,79,2012-02-09
626,508493,940774.67,97,2750,77,2000-05-06
627,172833,434547.17,911,664,101,2017-02-25
628,120367,85780.67,4536,5027,91,2013-05-31
629,54661,131460.65,1135,208,86,2011-02-27
630,844143,318964.14,505,4146,108,2005-07-13
631,466149,371325.02,3101,2421,19,2015-11-07
632,832329,738212.06,5747,2560,29,2003-04-16
633,861672,463393.45,4025,1776,100,2013-10-24
634,559191,354529.78,5833,5574,1,2017-03-30
635,193716,181779.21,3157,2137,56,2016-07-09
636,984345,919580.17,3519,4064,39,2017-03-04
637,105470,99259.06,1103,2225,15,2021-02-05
638,641959,754988.03,5183,3836,64,2020-01-26
639,337343,295634.21,5094,4801,87,2009-09-11
640,458462,401376.76,2051,1810,4,2014-05-20
641,584505,164432.44,2377,3402,118,2001-05-30
642,884477,192222.48,5676,5133,76,2021-08-14
643,484131,851910.12,3295,5814,21,2016-04-26
644,998828,684369.91,4551,3412,46,2018-03-11
645,360476,764321.61,2509,6095,85,2002-05-26
646,318949,312674.62,1830,2392,116,2000-08-09
647,634811,682193.78,6127,4510,50,2018-08-09
648,29190,914694.01,5693,3993,4,2013-12-13
649,28809,77839.81,2545,5841,90,2001-04-21
650,493530,912226.02,3438,3715,53,2005-01-31
651,827907,232786.28,1739,5440,1,2004-10-29
652,35760,771973.2,295,3508,4,2010-06-15
653,827282,21402.85,4260,4242,82,2008-07-31
654,877381,112458.33,5150,795,115,2000-10-07
655,989138,691746.61,206,4673,45,2012-02-16
656,800422,655276.29,2943,2975,91,2001-09-11
657,928138,622250.46,4402,2244,91,2017-08-01
658,605407,514708.53,5115,2800,69,2009-05-19
659,281868,578238.93,3715,331,68,2019-02-10
660,117796,852658.27,5359,86,67,2010-10-31
661,200762,457972.22,1320,1044,61,2000-09-02
662,338589,575081.32,4349,1901,28,2006-08-19
663,570967,339582.6,981,3435,9,2007-08-27
664,588802,967834.68,388,4692,24,2022-01-16
665,68646,542207.71,2663,809,92,2020-09-16
666,279871,230050.86,42,63,73,2003-09-21
667,705983,374007.51,5078,1035,55,2013-11-27
668,74336,875846.3,1607,1014,88,2009-02-20
669,743781,647151.68,4329,5530,79,2016-04-13
670,675208,163498.25,6187,3884,52,2011-11-26
671,955387,149795.44,3507,5593,15,2014-01-23
672,442331,742984.0,4313,4027,90,2005-03-23
673,467370,860091.9,1167,4769,97,2009-08-28
674,630217,720946.77,6037,269,7,2021-02-15
675,559074,332495.16,6049,4110,65,2015-10-05
676,820990,453520.85,4110,3994,18,2015-05-31
677,851064,448019.26,2561,5371,14,2021-03-30
678,896005,180850.12,120,208,0,2006-04-13
679,173299,903503.43,6219,476,44,2002-04-19
680,244872,375210.6,2696,2914,1,2014-03-21
681,856807,166359.74,2453,4396,98,2007-01-22
682,412182,415612.59,608,4104,113,2021-08-20
683,994943,417971.26,4292,5433,44,2008-08-27
684,580077,156546.49,780,2609,19,2013-11-01
685,741500,361682.77,272,3657,16,2010-06-18
686,324301,126586.85,2777,906,17,2012-12-19
687,591729,928958.8,3933,4172,62,2019-10-10
688,558558,493722.31,2655,4120,117,2003-05-09
689,673718,656587.2,1412,4571,54,2007-04-06
690,445647,393929.96,2123,1280,59,2008-09-29
691,739513,115264.52,859,720,86,2018-03-28
692,883740,860793.13,2959,631,112,2006-05-19
693,548679,695588.73,3225,4058,115,2017-09-27
694,939158,850689.79,4985,3630,88,2013-09-18
695,41768,804522.52,5959,4433,32,2011-06-23
696,459555,271069.14,5600,434,100,2019-11-03
697,640183,16561.35,3565,3658,35,2021-01-17
698,781034,766875.99,2541,5090,24,2005-11-11
699,358919,148823.86,3689,4556,112,2000-06-15
700,990974,436042.55,9,5956,119,2002-12-20
701,144746,694371.41,3145,5967,40,2003-03-04
702,602343,634992.01,2472,1420,22,2008-10-28
703,174209,196122.42,288,5985,2,2000-11-11
704,154245,289413.82,1707,4252,8,2009-09-14
705,805990,264418.13,851,2193,62,2019-04-03
706,434284,301504.47,4063,5095,95,2006-05-10
707,548592,34444.57,3918,4836,57,2012-02-17
708,825479,265242.59,1196,521,118,2007-07-07
709,216440,812547.78,2392,3433,87,2021-09-22
710,55930,630877.91,34,4561,61,2008-09-28
711,319183,575989.97,5348,5428,74,2010-06-01
712,85335,932297.06,3533,1078,31,2004-02-17
713,476486,755949.59,3100,4989,31,2011-01-20
714,72252,308801.48,2018,727,15,2003-07-02
715,586355,536833.33,1127,851,47,2008-05-31
716,805984,991619.45,4582,4973,91,2003-12-17
717,805659,577529.28,4705,1624,48,2006-02-08
718,57220,951114.98,321,6195,16,2019-09-05
719,969434,759706.47,2803,2089,11,2020-07-21
720,218141,670287.09,5412,4914,14,2020-08-13
721,111878,745324.58,507,2681,94,2015-05-14
722,899885,696640.61,1926,5151,85,2004-11-01
723,378533,608895.02,4936,5187,12,2019-08-17
724,51187,64815.91,2021,1031,23,2016-09-17
725,841838,711267.75,3860,1848,43,2009-11-30
726,441024,500792.24,923,754,6,2009-04-14
727,509913,505816.97,4998,3561,26,2013-10-07
728,597001,606384.7,1440,2633,30,2013-11-12
729,227774,169297.15,3419,478,77,2002-08-16
730,583344,989457.2,5061,2148,53,2013-02-06
731,716623,282829.49,513,4387,90,2007-08-29
732,582229,518193.42,4774,3742,72,2020-11-18
733,295454,257009.73,2024,2519,111,2011-07-04
734,316604,453294.83,5369,3123,82,2010-09-24
735,672962,466797.02,4459,4115,111,2001-02-10
736,403884,634881.71,461,5802,13,2000-03-01
737,808723,616555.41,111,3501,36,2014-06-01
738,115259,208698.38,302,5242,90,2003-08-06
739,277772,549587.23,2317,5202,119,2001-05-11
740,429555,115937.03,1768,5078,36,2014-03-06
741,846633,573632.09,5881,3962,111,2006-02-12
742,171559,571000.25,4266,1277,20,2015-12-11
743,167806,227770.77,2276,5977,103,2006-04-06
744,60024,771194.95,3198,2425,10,2012-04-21
745,942179,684576.67,4868,2727,57,2000-03-13
746,891950,307908.58,1007,382,59,2008-04-04
747,720257,530188.84,6136,962,99,2015-11-16
748,366337,935746.15,4663,2138,37,2014-12-22
749,831144,80972.62,5618,5064,37,2017-08-05
750,165693,505181.52,2489,2658,74,2002-07-24
751,114457,325444.37,31,2642,3,2021-01-22
752,981779,447923.19,3272,894,13,2002-05-01
753,202214,171637.11,4930,1264,117,2012-02-19
754,711965,807558.16,4693,4238,17,2017-06-28
755,78769,762854.46,1727,2291,41,2018-09-12
756,610912,494519.79,804,577,104,2007-11-23
757,773843,842492.84,1594,5226,113,2018-09-27
758,603571,947357.55,5837,3415,56,2011-12-29
759,501635,583665.72,3918,4181,15,2020-06-19
760,147591,96738.95,1767,3524,44,2004-11-15
761,941126,731845.89,4379,1012,30,2003-03-13
762,467322,905541.01,2344,1318,28,2012-10-24
763,699721,306556.24,869,784,118,2012-02-20
764,581318,289824.77,5476,2928,40,2021-02-15
765,959954,221579.22,1855,5757,50,2012-05-01
766,856633,866594.43,5442,5412,36,2021-03-26
767,518674,176174.32,5360,235,22,2000-01-19
768,95741,773045.27,610,1322,116,2004-07-27
769,270619,703060.71,3794,221,101,2003-03-17
770,147684,689954.37,2954,2334,94,2002-04-18
771,576267,677338.96,2321,295,15,2012-06-26
772,473485,556329.62,2936,6079,107,2015-08-04
773,210915,792026.43,1541,1985,97,2011-03-10
774,129415,203555.67,5411,5879,37,2001-02-01
775,738587,926816.98,3668,3791,42,2012-02-16
776,248843,446261.17,5319,1981,92,2020-11-01
777,266814,276889.23,4032,5084,43,2015-06-22
778,847982,394081.19,5985,1370,101,2017-07-17
779,980034,185937.45,3125,1305,62,2018-03-25
780,846990,869109.26,1041,1677,102,2010-01-04
781,703345,487101.79,4409,4437,88,2013-12-26
782,655627,44643.94,684,453,47,2020-02-17
783,869843,193274.72,5924,5824,0,2012-09-28
784,280563,833028.43,1421,1297,16,2000-12-31
785,586781,57110.79,4352,3095,72,2010-02-25
786,263702,355273.19,5620,4230,52,2018-05-18
787,393974,85766.51,5358,1648,69,2001-06-20
788,377245,802276.07,6024,4221,80,2008-11-14
789,27572,23371.97,773,318,92,2001-11-25
790,195982,569717.5,4807,5526,82,2017-11-08
791,487983,189953.87,5827,2795,114,2007-10-27
792,525769,20241.17,2349,5640,95,2001-06-27
793,290899,582890.83,1190,4485,52,2017-11-02
794,735569,182604.03,2282,3600,112,2001-03-01
795,393731,910022.86,1672,2108,44,2016-04-25
796,144782,622080.93,237,5050,110,2015-10-04
797,712461,508807.61,3910,252,82,2009-05-10
798,366422,57461.13,2507,4722,69,2020-09-22
799,751144,34118.26,1475,4960,51,2016-05-24
800,845088,989662.32,6221,2457,7,2000-12-14
801,851332,138030.76,3426,2846,49,2017-12-18
802,756259,768809.19,3654,1901,4,2016-09-06
803,637704,56174.48,1933,2680,91,2005-01-11
804,507639,421345.88,1645,3988,119,2003-02-27
805,832123,46987.63,4664,642,19,2009-11-07
806,66560,199879.04,35,4229,71,2014-04-14
807,324192,734080.1,3307,6002,21,2002-01-06
808,744687,959226.34,4658,5949,57,2021-11-12
809,70587,678312.8,4388,4120,31,2021-12-31
810,736192,314596.71,2247,119,15,2017-01-18
811,462002,213373.83,2377,4665,44,2013-04-24
812,79492,437089.12,4135,3173,98,2001-04-20
813,973958,504218.6,3623,4002,58,2005-01-22
814,762564,37238.51,4136,2544,61,2005-07-31
815,222313,552636.79,28,311,74,2009-04-13
816,811665,73962.44,2869,684,83,2012-01-26
817,825453,119988.32,609,5738,118,2018-01-06
818,859393,815208.79,5366,1623,1,2018-06-05
819,506390,324352.03,5192,2035,86,2003-10-18
820,990630,364355.82,3409,4666,19,2008-10-28
821,683900,371831.38,4680,485,38,2014-08-11
822,743152,964083.96,839,5024,52,2007-05-27
823,151149,829219.72,3012,5617,109,2007-12-13
824,272990,637474.72,3518,2294,118,2017-03-24
825,992659,918210.15,5985,2570,12,2003-01-13
826,892843,234777.83,5346,452,25,2001-11-04
827,226149,472977.54,26,396,61,2003-10-25
828,801425,970043.56,4187,5473,97,2005-05-22
829,755665,688130.52,339,2104,54,2004-07-23
830,189489,558885.67,3349,1608,6,2002-05-20
831,262452,800313.22,5442,4979,14,2021-12-27
832,591844,934246.17,2150,2999,20,2004-12-06
833,942980,621317.74,1132,2144,7,2005-10-13
834,590355,39490.56,2886,1740,114,2010-04-18
835,870347,597667.07,3053,5623,74,2016-09-12
836,346381,173361.48,413,2672,50,2009-08-20
837,29859,642386.01,6135,4516,113,2006-07-23
838,326792,977033.24,3417,4988,118,2011-02-09
839,403083,196996.15,6196,1370,64,2005-01-14
840,737459,362892.42,2910,1156,52,2008-11-24
841,326962,622902.33,5550,3537,70,2013-10-29
842,198596,481177.15,3532,3350,41,2000-08-12
843,742909,559804.19,2673,5366,9,2020-02-17
844,52439,888021.36,2237,5476,27,2007-04-13
845,839063,946224.25,6007,2113,22,2007-05-08
846,870604,462137.8,5393,803,26,2006-01-25
847,18318,303980.04,478,4678,1,2000-01-31
848,472778,783168.94,833,3951,61,2021-12-04
849,408849,581426.57,4273,293,64,2018-06-20
850,176423,616312.83,182,4612,95,2018-12-22
851,213885,269733.33,5678,4284,5,2021-06-25
852,105601,958120.59,3080,1288,50,2021-08-10
853,566656,27717.12,4171,373,73,2019-04-15
854,259894,297512.92,629,5708,109,2007-05-04
855,529588,460046.92,5305,3499,75,2001-11-01
856,824107,526124.57,3233,5252,56,2010-11-28
857,690697,654365.9,4479,1312,27,2000-05-09
858,524850,117673.04,768,2921,106,2017-06-09
859,661312,154947.22,1563,4326,95,2005-06-13
860,680561,687544.71,679,882,105,2014-12-19
861,643298,503490.25,3957,2898,74,2004-07-28
862,403983,881383.09,5413,5453,1,2006-10-13
863,871986,99223.97,1890,5800,64,2013-01-02
864,787239,443647.64,2168,5071,21,2000-10-28
865,999400,44779.42,3701,5369,3,2012-01-11
866,668823,728117.21,2807,940,51,2012-03-23
867,89341,228591.32,4468,4033,118,2000-11-01
868,259079,824468.51,1153,4222,13,2012-05-04
869,149573,692608.95,422,4862,33,2002-02-03
870,385354,348052.84,2522,3173,39,2000-12-11
871,743941,570030.69,975,3088,40,2019-03-14
872,211230,821028.65,1515,3076,14,2001-10-30
873,786541,975236.18,657,370,100,2013-03-02
874,567737,201603.42,4015,829,80,2014-08-17
875,321313,229094.03,3212,4925,4,2011-09-06
876,299291,561981.72,6073,2701,21,2015-02-12
877,64879,176292.51,2846,3003,10,2017-11-16
878,102343,754478.73,2666,5110,61,2015-11-01
879,221842,640507.61,3126,4953,64,2017-09-03
880,296517,235628.48,5221,4999,90,2010-03-24
881,110501,676638.0,4821,5361,98,2009-11-20
882,244193,470150.34,5601,1461,15,2008-05-23
883,961013,869766.34,1477,5669,75,2014-04-23
884,616700,199640.07,5978,1286,3,2016-11-22
885,542056,493311.98,5571,2719,52,2004-10-29
886,226711,697152.32,3807,4109,103,2001-01-05
887,481386,800875.76,685,4791,72,2007-04-17
888,49863,937509.17,3404,5119,46,2000-02-01
889,779590,101161.76,1527,3212,43,2005-06-16
890,209428,448113.55,3507,4176,78,2001-12-24
891,542419,617951.19,675,2944,106,2017-05-03
892,937633,339820.85,4150,4306,93,2017-04-13
893,809498,30357.1,2116,4226,117,2002-11-21
894,547778,520103.33,2926,3496,65,2018-02-21
895,678219,418455.93,3027,2765,40,2000-04-06
896,513863,241985.97,713,2726,4,2001-09-27
897,997174,366061.08,4815,606,77,2018-01-10
898,651994,901637.82,6147,5957,43,2019-03-12
899,512324,495116.86,1908,4150,27,2000-03-20
900,821841,584048.44,2849,5776,98,2006-11-29
901,337483,655455.91,4034,1859,40,2008-01-09
902,258343,529840.25,1691,2325,76,2016-03-06
903,100592,249060.34,2608,141,3,2007-08-15
904,913172,284763.16,367,4206,107,2003-07-22
905,702897,567823.72,824,5191,58,2010-09-02
906,759325,358782.18,3665,3666,88,2001-09-29
907,643778,306240.3,1669,1945,84,2013-12-20
908,735913,272540.49,854,4153,55,2002-01-21
909,556611,876563.87,1518,3558,65,2019-06-12
910,804311,95436.37,5732,5108,116,2015-05-30
911,41598,643133.95,5050,4448,104,2005-04-14
912,821939,382754.18,4205,5112,95,2015-12-26
913,914249,748547.52,1185,3586,60,2004-02-10
914,609587,660402.32,2117,2064,116,2021-08-30
915,181974,53552.37,4338,5486,44,2010-10-21
916,999602,844085.7,3058,3842,95,2015-09-25
917,244183,252266.9,2964,890,71,2015-09-04
918,309236,498203.49,4528,1393,19,2001-12-21
919,698479,218849.52,4697,5013,43,2009-01-30
920,535149,830952.13,2572,3442,16,2016-05-30
921,778944,937532.97,2952,2907,41,2001-09-01
922,798797,723237.82,5005,4396,42,2020-06-14
923,847190,178283.3,3411,4562,11,2005-09-14
924,139258,486056.07,1527,3457,1,2020-07-06
925,380662,232309.45,350,4894,78,2012-10-25
926,926646,49123.43,5838,4885,10,2014-01-09
927,710698,511019.33,2724,6144,106,2000-03-19
928,667108,228357.6,3452,2210,36,2006-10-07
929,826746,676554.41,5823,3267,113,2015-04-23
930,899880,932078.51,3281,5886,46,2004-10-20
931,151441,608891.64,4667,4729,14,2016-05-10
932,520023,587492.36,611,5672,49,2001-06-20
933,185080,665725.73,2256,6194,14,2015-07-06
934,94457,645013.67,1340,511,8,2016-05-10
935,214314,436180.47,5441,4759,23,2019-06-29
936,301378,37622.37,3826,5377,31,2008-11-26
937,441007,317784.42,4535,3089,86,2019-06-22
938,421637,723481.97,2131,1582,36,2003-01-16
939,549840,806035.51,1759,2768,93,2006-05-21
940,423076,585755.15,1367,6203,117,2001-06-14
941,330088,206487.43,3375,3309,103,2013-04-09
942,811969,882036.96,2841,1990,61,2021-11-14
943,476400,44855.06,825,3230,29,2010-08-12
944,902397,549565.8,2963,2564,3,2001-08-13
945,76626,997450.24,1411,728,21,2017-11-19
946,414467,398398.59,2781,3272,118,2016-04-05
947,656783,638234.61,5906,1205,59,2004-12-18
948,914178,7420.17,2402,3588,16,2003-04-06
949,221004,918044.89,1703,4029,50,2005-04-11
950,764538,713196.56,908,3455,117,2014-12-13
951,407139,887818.89,4417,5241,73,2004-01-31
952,694575,837367.06,3653,178,117,2005-12-28
953,971236,140003.49,337,4506,24,2007-02-27
954,247005,570259.61,4906,98,91,2000-12-26
955,98233,412378.09,3014,5225,83,2017-10-21
956,621932,93084.76,5462,3496,29,2007-09-03
957,76240,142926.86,2076,656,7,2014-05-18
958,21074,999313.76,1017,3987,86,2006-05-26
959,614888,232067.42,975,2814,44,2010-05-26
960,730931,691410.11,5400,5686,97,2013-04-29
961,986342,745486.11,4219,3613,13,2000-09-06
962,552074,81046.29,4007,3329,1,2002-02-15
963,127482,464889.13,6183,2230,34,2008-06-07
964,951119,123215.84,4929,1235,118,2015-06-05
965,79291,869757.16,1590,2462,48,2003-04-13
966,897710,869729.42,4555,3010,29,2013-11-08
967,343921,581616.05,2305,1176,78,2018-09-23
968,457698,214045.49,5467,4415,58,2010-11-25
969,423304,846581.57,4745,1222,21,2011-03-01
970,181474,164990.24,4382,5725,38,2007-10-29
971,348143,758987.39,4362,4546,45,2012-08-30
972,987012,604348.23,3374,5345,38,2019-07-08
973,237149,734064.66,1703,2874,50,2019-01-26
974,908968,342490.07,5610,4794,54,2005-03-19
975,42371,732507.18,2830,6106,11,2015-07-30
976,751655,232024.88,3473,4481,12,2017-01-24
977,50673,815004.98,5863,2683,19,2018-06-24
978,440388,820542.15,5867,3362,49,2006-02-04
979,132277,331240.78,3848,2185,114,2012-11-16
980,271775,308228.57,3219,1801,49,2003-07-19
981,843531,114582.27,526,6073,84,2008-10-08
982,831329,780019.39,5950,3900,69,2010-05-15
983,780862,997457.85,1752,5630,4,2016-01-19
984,813182,12765.71,2514,1978,55,2020-09-11
985,28306,36676.82,1950,5333,13,2003-04-16
986,420601,704628.97,3351,5526,50,2009-08-27
987,308708,103276.95,524,4414,62,2019-03-09
988,486863,921479.39,1821,4455,11,2016-09-02
989,41229,716722.49,3934,482,79,2010-06-20
990,919199,39973.26,867,6060,104,2011-04-14
991,789453,698455.63,3559,3735,47,2004-02-19
992,177130,359608.13,2838,2184,19,2002-09-26
993,922867,145053.54,2502,4356,87,2012-06-16
994,215794,16383.12,3101,1490,20,2000-11-01
995,687823,458246.1,2100,5914,97,2021-11-22
996,993992,320168.26,5807,4410,106,2015-03-19
997,2069,899831.33,676,4767,107,2008-02-19
998,372659,544355.99,3056,1907,70,2012-02-08
999,42694,832310.76,4910,2716,100,2006-07-24
1000,204882,365717.16,4795,23,27,2003-08-15
1001,720406,60145.7,4992,1959,15,2002-11-16
1002,303368,309759.35,2512,5379,15,2005-05-23
1003,246078,844602.68,6239,4132,68,2012-04-01
1004,791050,431368.36,5118,3606,32,2002-11-06
1005,798294,199356.29,5974,5735,86,2005-07-13
1006,489732,87885.29,4521,2865,12,2014-03-23
1007,567898,354570.62,3575,546,37,2006-07-07
1008,744915,858210.38,35,1230,2,2009-07-09
1009,938274,417245.13,1749,828,27,2001-05-19
1010,565968,331658.07,5665,2960,68,2006-12-28
1011,370174,497776.42,2707,2594,90,2002-01-31
1012,203235,512665.67,5652,5184,7,2020-06-02
1013,801985,384677.49,1009,25,63,2014-02-09
1014,108489,910350.01,2213,3050,21,2017-03-02
1015,507454,899267.48,4186,2730,9,2018-08-04
1016,47510,553156.15,3153,3484,80,2005-12-27
1017,990362,63494.6,5080,3065,102,2008-06-08
1018,717259,778081.18,403,2018,100,2019-06-30
1019,487500,841105.91,6061,16,4,2002-06-25
1020,733498,43528.88,5164,461,61,2020-03-14
1021,562572,957312.93,4532,167,69,2019-02-20
1022,111986,293646.67,2050,5779,64,2020-06-14
1023,263641,387121.16,5887,5924,25,2001-10-31
1024,425586,623347.31,2429,2857,37,2015-04-14
1025,538954,715343.32,3714,1841,2,2006-12-23
1026,816519,934786.94,1940,567,52,2006-01-25
1027,296975,489113.62,5535,4742,110,2018-04-10
1028,262328,947955.09,1858,4496,114,2006-04-02
1029,350062,487328.72,222,3055,87,2021-08-26
1030,411794,579749.75,1530,3374,81,2021-10-15
1031,694929,520596.4,4911,549,89,2007-04-02
1032,932446,271635.82,2838,756,64,2013-11-28
1033,685851,184806.86,1532,610,104,2007-10-28
1034,822971,681421.69,6084,1549,105,2004-07-15
1035,485055,997587.12,5516,3256,117,2009-09-30
1036,2804,557592.42,2210,1524,35,2008-05-20
1037,701912,235170.06,737,1992,108,2006-08-05
1038,354957,760762.54,1441,3801,4,2006-05-27
1039,925293,988020.02,1125,3840,96,2007-09-10
1040,540287,503154.59,1494,1388,74,2018-07-22
1041,538800,604345.97,2200,5417,76,2006-04-18
1042,763548,516235.33,3562,5548,38,2017-07-31
1043,181591,32678.33,6052,1335,22,2003-11-09
1044,234905,556521.62,334,4108,66,2002-12-18
1045,900965,257033.56,5128,218,54,2006-08-03
1046,121390,470177.56,5129,4838,76,2021-01-27
1047,660725,16371.51,739,4874,55,2000-12-15
1048,491404,900629.89,2953,4889,34,2005-08-12
1049,824573,646933.79,5267,2537,16,2004-01-03
1050,176803,242444.58,2477,994,11,2004-02-16
1051,441857,92593.14,5917,4796,47,2010-08-20
1052,672062,571218.02,4782,396,3,2007-04-10
1053,891397,616457.57,1139,3257,17,2003-07-22
1054,299384,717182.26,3474,2081,25,2011-04-27
1055,715546,581399.88,595,431,36,2012-04-25
1056,37770,354708.47,492,5506,29,2005-07-10
1057,594945,689008.75,3498,2772,81,2013-10-18
1058,387641,235929.26,1242,566,86,2017-11-20
1059,534670,887139.62,957,6225,119,2016-10-01
1060,797476,884504.89,6020,3360,24,2010-09-16
1061,312075,638510.62,1257,1759,49,2001-05-04
1062,800317,991617.28,2244,1259,4,2007-02-19
1063,304365,335419.04,4634,2149,67,2011-06-06
1064,394833,901934.92,3578,4888,117,2008-06-24
1065,323068,229445.13,4125,5510,97,2014-11-12
1066,820267,311452.05,2335,1467,32,2006-11-25
1067,824143,91563.91,1878,3526,50,2021-01-23
1068,18651,24558.15,1104,712,78,2017-07-04
1069,782556,941114.05,4282,4381,33,2016-02-17
1070,400682,871427.68,2040,676,34,2008-08-23
1071,476905,367460.15,6028,3157,115,2001-03-16
1072,12216,206909.05,4442,5130,29,2019-08-27
1073,974107,978678.39,2354,2297,64,2016-09-30
1074,21421,519754.12,2048,1287,96,2014-09-30
1075,288113,801622.78,710,4016,67,2019-07-15
1076,141614,238144.58,2610,2008,32,2014-01-26
1077,30226,192911.22,4354,2905,90,2012-09-17
1078,55582,228610.08,155,4266,21,2004-07-10
1079,866816,426921.16,575,280,27,2017-02-25
1080,376713,689966.68,1076,6231,109,2010-01-05
1081,310640,785681.78,1971,160,117,2001-01-01
1082,970443,330997.06,1984,1707,49,2004-02-05
1083,866806,223842.41,1753,3069,10,2010-10-24
1084,17632,635529.9,2530,4583,101,2018-09-23
1085,94024,90505.42,5196,4363,56,2018-12-28
1086,620481,186815.03,507,4579,100,2021-12-09
1087,862748,390737.6,1759,4007,119,2005-10-26
1088,106369,47071.07,273,1515,17,2008-04-25
1089,791637,780446.79,2775,3043,5,2007-09-27
1090,324462,532931.28,2147,4193,32,2021-07-09
1091,110609,170444.32,2498,2060,109,2012-07-16
1092,471068,233885.4,3296,3106,101,2022-05-29
1093,718287,77871.6,66,324,108,2000-10-01
1094,829905,421994.6,5690,2324,25,2012-02-21
1095,726340,34734.4,2401,5655,31,2004-09-07
1096,336751,841763.06,1733,1595,36,2008-04-29
1097,762502,671957.21,5415,1411,7,2004-02-09
1098,724370,92677.87,4313,5601,70,2021-05-23
1099,298971,455715.79,1339,423,50,2017-07-18
1100,939173,725289.67,4274,4002,40,2021-01-28
1101,811611,527624.32,2158,2116,67,2020-03-26
1102,79684,659905.04,2958,298,94,2002-03-16
1103,347803,887562.69,3067,96,110,2008-11-13
1104,729196,861461.38,5229,134,119,2019-04-09
1105,776409,417413.15,4272,5668,61,2002-02-25
1106,501648,897265.43,5326,3494,23,2018-02-23
1107,343954,793981.74,6206,6042,77,2016-10-28
1108,149321,991836.38,4138,6219,5,2018-04-07
1109,46279,962875.05,285,2202,44,2008-07-14
1110,291710,320053.65,1266,6074,46,2006-11-25
1111,175357,297486.64,5318,834,110,2014-10-27
1112,700595,501755.41,4485,1062,47,2014-10-10
1113,690003,262414.44,5897,3605,110,2019-09-18
1114,682109,198281.95,1661,5450,106,2018-09-28
1115,576649,299387.32,3084,4457,8,2012-08-02
1116,180785,277636.94,859,6128,33,2000-06-18
1117,396492,524393.42,269,4726,80,2007-08-16
1118,436302,257475.03,2847,5388,24,2010-10-15
1119,706197,18033.35,3569,5498,30,2016-09-20
1120,198958,353389.17,2308,703,45,2000-11-15
1121,164368,18742.63,5473,5310,33,2013-03-22
1122,515476,641961.95,3396,1720,12,2010-04-06
1123,432196,997639.29,826,3283,11,2002-08-12
1124,995695,423030.5,2770,5917,78,2017-03-09
