azienda,azionista,quota,ubo
6794,12625,2,0,
6794,10284,8,0,
6795,8116,9,0,
6795,10460,11,0,
6795,13468,10,0,
6795,14343,34,0,
6795,12831,3,0,
6795,15347,33,0,
6796,17113,73,0,
6796,15903,27,0,
6797,7913,73,0,
6797,15444,27,0,
6798,16529,20,0,
6798,12641,5,0,
6798,9286,63,0,
6798,15859,12,0,
6799,12527,2,0,
6799,13143,72,0,
6799,11664,26,0,
6800,11555,59,0,
6800,9164,28,0,
6800,12449,12,0,
6800,10445,1,0,
6801,15265,77,0,
6801,17078,23,0,
6802,16050,77,0,
6802,13223,23,0,
6803,10473,83,0,
6803,10036,17,0,
6804,14395,72,0,
6804,8602,28,0,
6805,8583,73,0,
6805,8314,27,0,
6806,12897,41,0,
6806,10645,59,0,
6807,15413,71,0,
6807,13501,29,0,
6808,14649,61,0,
6808,14164,13,0,
6808,15713,26,0,
6809,10548,37,0,
6809,9080,8,0,
6809,8094,55,0,
6810,10034,5,0,
6810,15234,52,0,
6810,10496,43,0,
6811,14292,86,0,
6811,11471,14,0,
6812,10125,8,0,
6812,8831,92,0,
6813,16479,11,0,
6813,7699,19,0,
6813,10496,62,0,
6813,13760,8,0,
6814,11312,82,0,
6814,13808,18,0,
6815,13240,20,0,
6815,14407,74,0,
6815,12418,6,0,
6816,14208,40,0,
6816,8486,60,0,
6817,14677,81,0,
6817,10400,19,0,
6818,12936,59,0,
6818,10107,38,0,
6818,12072,3,0,
6819,8410,91,0,
6819,10835,9,0,
6820,16308,94,0,
6820,17180,6,0,
6821,11912,76,0,
6821,17294,24,0,
6822,14160,28,0,
6822,12376,56,0,
6822,9006,16,0,
6823,11133,77,0,
6823,10213,23,0,
6824,14299,43,0,
6824,14047,57,0,
6825,9674,86,0,
6825,14736,14,0,
6826,14900,66,0,
6826,9683,28,0,
6826,17009,6,0,
6827,14355,76,0,
6827,8501,24,0,
6828,8799,44,0,
6828,16087,56,0,
6829,10882,64,0,
6829,14019,36,0,
6830,10666,79,0,
6830,16256,21,0,
6831,15133,19,0,
6831,10688,76,0,
6831,15897,5,0,
6832,9674,28,0,
6832,9338,72,0,
6833,12958,47,0,
6833,9419,27,0,
6833,15505,26,0,
6834,14400,65,0,
6834,17248,16,0,
6834,15144,19,0,
6835,16179,89,0,
6835,10900,11,0,
6836,10425,26,0,
6836,14515,14,0,
6836,9868,16,0,
6836,12429,29,0,
6836,15880,15,0,
6837,16695,15,0,
6837,11247,45,0,
6837,8690,40,0,
6838,12673,10,0,
6838,12844,28,0,
6838,10912,23,0,
6838,16207,39,0,
6839,8214,26,0,
6839,16798,2,0,
6839,15871,32,0,
6839,7737,40,0,
6840,14925,8,0,
6840,12220,76,0,
6840,15526,16,0,
6841,7840,19,0,
6841,10241,77,0,
6841,16259,4,0,
6842,9389,2,0,
6842,12705,14,0,
6842,8036,6,0,
6842,16540,78,0,
6843,8068,74,0,
6843,13694,26,0,
6844,16371,9,0,
6844,13711,52,0,
6844,14782,39,0,
6845,8612,50,0,
6845,13028,12,0,
6845,15098,29,0,
6845,16278,9,0,
6846,14223,65,0,
6846,8068,35,0,
6847,11247,48,0,
6847,12355,36,0,
6847,13811,16,0,
6848,9238,53,0,
6848,11240,26,0,
6848,11180,21,0,
6849,11530,77,0,
6849,14649,23,0,
6850,9249,98,0,
6850,14936,2,0,
6851,9450,51,0,
6851,12474,34,0,
6851,11312,15,0,
6852,7705,17,0,
6852,11829,49,0,
6852,17092,15,0,
6852,16524,19,0,
6853,12606,91,0,
6853,10082,9,0,
6854,16751,19,0,
6854,13986,63,0,
6854,17355,17,0,
6854,9139,1,0,
6855,11194,79,0,
6855,14985,21,0,
6856,15103,28,0,
6856,13215,42,0,
6856,9278,30,0,
6857,16306,65,0,
6857,14914,35,0,
6858,11958,59,0,
6858,10604,41,0,
6859,11748,64,0,
6859,14294,36,0,
6860,12318,88,0,
6860,13009,12,0,
6861,8172,62,0,
6861,9259,38,0,
6862,9015,100,0,
6863,8231,96,0,
6863,10084,4,0,
6864,15418,48,0,
6864,8051,52,0,
6865,11985,47,0,
6865,11988,53,0,
6866,13113,75,0,
6866,16692,25,0,
6867,9674,22,0,
6867,10317,78,0,
6868,11612,88,0,
6868,16373,12,0,
6869,10902,81,0,
6869,8975,19,0,
6870,8729,87,0,
6870,11973,13,0,
6871,10784,66,0,
6871,15358,34,0,
6872,13141,71,0,
6872,10770,18,0,
6872,15494,11,0,
6873,14263,18,0,
6873,11445,48,0,
6873,8795,34,0,
6874,16060,46,0,
6874,13145,49,0,
6874,16050,5,0,
6875,10913,56,0,
6875,7589,44,0,
6876,14471,3,0,
6876,15225,27,0,
6876,14948,70,0,
6877,16627,34,0,
6877,11077,44,0,
6877,16180,22,0,
6878,16565,51,0,
6878,13896,49,0,
6879,15731,74,0,
6879,14387,18,0,
6879,9782,8,0,
6880,11753,26,0,
6880,10857,47,0,
6880,11734,27,0,
6881,15162,10,0,
6881,15973,27,0,
6881,16766,52,0,
6881,8803,11,0,
6882,13230,29,0,
6882,8571,60,0,
6882,8872,8,0,
6882,9552,3,0,
6883,9629,67,0,
6883,8554,23,0,
6883,8573,10,0,
6884,9948,88,0,
6884,10335,12,0,
6885,14145,24,0,
6885,12205,76,0,
6886,10282,33,0,
6886,15752,12,0,
6886,11884,55,0,
6887,11792,1,0,
6887,7812,31,0,
6887,12066,40,0,
6887,16942,28,0,
6888,8882,68,0,
6888,12716,32,0,
6889,13984,17,0,
6889,9699,13,0,
6889,16628,26,0,
6889,13968,44,0,
6890,12911,44,0,
6890,13695,12,0,
6890,16462,33,0,
6890,12885,3,0,
6890,8967,8,0,
6891,12657,60,0,
6891,8131,15,0,
6891,15976,25,0,
6892,11549,69,0,
6892,14247,31,0,
6893,7606,42,0,
6893,17063,58,0,
6894,17122,11,0,
6894,7828,9,0,
6894,10737,2,0,
6894,10838,78,0,
6895,13329,8,0,
6895,14539,72,0,
6895,15877,14,0,
6895,10364,6,0,
6896,15249,35,0,
6896,9392,65,0,
6897,14720,17,0,
6897,12317,33,0,
6897,10767,39,0,
6897,13446,11,0,
6898,12154,80,0,
6898,10700,7,0,
6898,14211,13,0,
6899,7687,99,0,
6899,11718,1,0,
6900,16520,79,0,
6900,16629,21,0,
6901,12174,82,0,
6901,16681,18,0,
6902,9708,82,0,
6902,10880,18,0,
6903,9548,51,0,
6903,11144,49,0,
6904,17118,37,0,
6904,17468,40,0,
6904,13624,3,0,
6904,13930,20,0,
6905,11543,49,0,
6905,15892,37,0,
6905,13655,2,0,
6905,12270,12,0,
6906,13523,57,0,
6906,8135,24,0,
6906,15390,19,0,
6907,7663,84,0,
6907,14323,16,0,
6908,15968,21,0,
6908,17417,18,0,
6908,14242,61,0,
6909,11935,88,0,
6909,9890,12,0,
6910,8408,1,0,
6910,13859,3,0,
6910,16412,36,0,
6910,11584,21,0,
6910,16601,39,0,
6911,8670,80,0,
6911,14831,20,0,
6912,12917,84,0,
6912,8602,16,0,
6913,7661,26,0,
6913,12833,45,0,
6913,13659,29,0,
6914,8015,100,0,
6915,11065,58,0,
6915,8443,34,0,
6915,8836,8,0,
6916,13718,1,0,
6916,12935,32,0,
6916,8425,67,0,
6917,16610,71,0,
6917,7650,11,0,
6917,9758,18,0,
6918,9617,27,0,
6918,15205,73,0,
6919,12823,91,0,
6919,13634,9,0,
6920,15571,63,0,
6920,13987,37,0,
6921,14043,55,0,
6921,15518,45,0,
6922,8489,9,0,
6922,15838,25,0,
6922,12782,25,0,
6922,14471,2,0,
6922,7743,38,0,
6922,13632,1,0,
6923,14881,50,0,
6923,12344,50,0,
6924,9089,93,0,
6924,11495,7,0,
6925,15365,93,0,
6925,7834,7,0,
6926,12011,81,0,
6926,13994,19,0,
6927,9539,54,0,
6927,13308,46,0,
6928,12622,86,0,
6928,15366,14,0,
6929,10255,11,0,
6929,16005,45,0,
6929,13348,44,0,
6930,10781,89,0,
6930,8383,11,0,
6931,11498,24,0,
6931,16165,29,0,
6931,14632,47,0,
6932,16322,85,0,
6932,14441,15,0,
6933,13763,35,0,
6933,13702,65,0,
6934,9627,44,0,
6934,15354,19,0,
6934,9459,37,0,
6935,9908,69,0,
6935,12954,31,0,
6936,15691,14,0,
6936,11893,64,0,
6936,14547,22,0,
6937,13861,84,0,
6937,15436,16,0,
6938,13632,88,0,
6938,16138,12,0,
6939,7533,16,0,
6939,17029,7,0,
6939,8444,77,0,
6940,13381,14,0,
6940,12362,8,0,
6940,8299,78,0,
6941,11850,58,0,
6941,7619,32,0,
6941,15887,10,0,
6942,12445,48,0,
6942,11576,52,0,
6943,16790,13,0,
6943,8495,43,0,
6943,12097,44,0,
6944,16609,31,0,
6944,11188,62,0,
6944,16128,7,0,
6945,8500,31,0,
6945,8110,67,0,
6945,11696,2,0,
6946,13215,99,0,
6946,9401,1,0,
6947,8160,48,0,
6947,10401,52,0,
6948,9922,8,0,
6948,11807,38,0,
6948,13645,54,0,
6949,16347,97,0,
6949,11237,3,0,
6950,8847,98,0,
6950,14035,2,0,
6951,13281,87,0,
6951,10843,13,0,
6952,16335,85,0,
6952,12249,15,0,
6953,12264,65,0,
6953,14926,35,0,
6954,15116,68,0,
6954,11896,32,0,
6955,15932,33,0,
6955,12974,13,0,
6955,15426,54,0,
6956,13056,80,0,
6956,12207,20,0,
6957,10910,54,0,
6957,15449,46,0,
6958,13309,96,0,
6958,12140,4,0,
6959,16813,68,0,
6959,9536,32,0,
6960,12791,21,0,
6960,11637,79,0,
6961,10236,38,0,
6961,10820,62,0,
6962,14886,10,0,
6962,11020,9,0,
6962,9935,81,0,
6963,9865,13,0,
6963,15823,57,0,
6963,7779,30,0,
6964,11956,50,0,
6964,8191,14,0,
6964,15073,36,0,
6965,9627,90,0,
6965,8466,10,0,
6966,13234,41,0,
6966,13621,59,0,
6967,15601,50,0,
6967,12396,50,0,
6968,13909,10,0,
6968,9594,45,0,
6968,16243,41,0,
6968,8228,4,0,
6969,7846,14,0,
6969,13380,79,0,
6969,9349,7,0,
6970,16931,58,0,
6970,12948,42,0,
6971,14725,79,0,
6971,11863,21,0,
6972,8407,54,0,
6972,10940,40,0,
6972,14470,6,0,
6973,15395,60,0,
6973,9598,15,0,
6973,10732,20,0,
6973,16722,5,0,
6974,15021,91,0,
6974,10974,9,0,
6975,11553,10,0,
6975,13727,10,0,
6975,15448,52,0,
6975,12280,28,0,
6976,12133,87,0,
6976,8607,4,0,
6976,16150,9,0,
6977,13474,84,0,
6977,13869,16,0,
6978,15054,2,0,
6978,10964,89,0,
6978,16312,9,0,
6979,16403,40,0,
6979,8004,30,0,
6979,9374,30,0,
6980,14341,17,0,
6980,10210,83,0,
6981,14969,66,0,
6981,17425,18,0,
6981,11692,16,0,
6982,10633,83,0,
6982,9741,17,0,
6983,9197,52,0,
6983,12644,48,0,
6984,8808,37,0,
6984,11390,63,0,
6985,9374,62,0,
6985,8262,23,0,
6985,9227,15,0,
6986,7515,61,0,
6986,11774,39,0,
6987,9208,18,0,
6987,14764,4,0,
6987,10992,70,0,
6987,13200,8,0,
6988,14877,95,0,
6988,11378,5,0,
6989,10811,52,0,
6989,14115,18,0,
6989,15203,30,0,
6990,11770,89,0,
6990,13264,11,0,
6991,9410,69,0,
6991,10554,26,0,
6991,9171,5,0,
6992,13729,36,0,
6992,8794,43,0,
6992,14528,21,0,
6993,16104,23,0,
6993,9758,76,0,
6993,16771,1,0,
6994,10889,22,0,
6994,7793,14,0,
6994,17123,6,0,
6994,14269,58,0,
6995,8964,17,0,
6995,10029,17,0,
6995,12164,64,0,
6995,15475,2,0,
6996,15646,80,0,
6996,9838,20,0,
6997,9913,12,0,
6997,9451,28,0,
6997,16879,60,0,
6998,10226,80,0,
6998,8226,14,0,
6998,10910,6,0,
6999,8924,58,0,
6999,7852,42,0,
7000,16472,100,0,
7001,16416,60,0,
7001,14783,40,0,
7002,11400,97,0,
7002,13185,3,0,
7003,9224,34,0,
7003,8600,66,0,
7004,7509,40,0,
7004,8138,25,0,
7004,13430,32,0,
7004,15781,3,0,
7005,12444,27,0,
7005,7672,59,0,
7005,12787,14,0,
7006,16076,39,0,
7006,11564,26,0,
7006,11834,10,0,
7006,8193,22,0,
7006,14361,3,0,
7007,10068,8,0,
7007,7895,13,0,
7007,14212,45,0,
7007,8519,34,0,
7008,15802,10,0,
7008,12694,56,0,
7008,16868,34,0,
7009,8045,17,0,
7009,13802,12,0,
7009,9550,30,0,
7009,8242,16,0,
7009,9051,18,0,
7009,13241,7,0,
7010,16059,68,0,
7010,14139,32,0,
7011,8595,11,0,
7011,15132,37,0,
7011,8842,52,0,
7012,7571,72,0,
7012,13915,8,0,
7012,9236,20,0,
7013,16200,77,0,
7013,13413,23,0,
7014,8137,71,0,
7014,9467,25,0,
7014,12061,4,0,
7015,13838,68,0,
7015,10605,4,0,
7015,10147,24,0,
7015,16395,4,0,
7016,11962,28,0,
7016,11309,48,0,
7016,16202,24,0,
7017,15942,95,0,
7017,15543,5,0,
7018,9222,36,0,
7018,16135,27,0,
7018,12503,37,0,
7019,10217,97,0,
7019,16013,3,0,
7020,12790,75,0,
7020,13186,25,0,
7021,16860,28,0,
7021,16861,72,0,
7022,9382,90,0,
7022,14164,2,0,
7022,9025,8,0,
7023,11385,95,0,
7023,16045,5,0,
7024,12712,11,0,
7024,8868,65,0,
7024,14560,24,0,
7025,13248,4,0,
7025,14517,42,0,
7025,8669,54,0,
7026,12078,63,0,
7026,10580,37,0,
7027,15632,94,0,
7027,16065,6,0,
7028,15919,93,0,
7028,17085,7,0,
7029,15518,79,0,
7029,12789,21,0,
7030,17454,98,0,
7030,17401,2,0,
7031,7602,46,0,
7031,10874,54,0,
7032,7806,99,0,
7032,12534,1,0,
7033,13246,33,0,
7033,14238,67,0,
7034,8058,39,0,
7034,8123,55,0,
7034,9307,6,0,
7035,16752,70,0,
7035,12509,30,0,
7036,10785,62,0,
7036,15551,38,0,
7037,9673,67,0,
7037,15500,33,0,
7038,17319,48,0,
7038,13146,20,0,
7038,12011,10,0,
7038,13723,8,0,
7038,8962,14,0,
7039,17264,44,0,
7039,16457,49,0,
7039,9456,7,0,
7040,15558,38,0,
7040,15313,26,0,
7040,13362,36,0,
7041,8384,46,0,
7041,12793,40,0,
7041,11142,14,0,
7042,7703,22,0,
7042,16995,68,0,
7042,14571,10,0,
7043,12165,99,0,
7043,7773,1,0,
7044,7996,38,0,
7044,8626,40,0,
7044,13634,18,0,
7044,11675,4,0,
7045,12310,2,0,
7045,9245,23,0,
7045,12221,45,0,
7045,12026,30,0,
7046,12506,84,0,
7046,7577,16,0,
7047,10760,36,0,
7047,10953,64,0,
7048,12376,68,0,
7048,8408,32,0,
7049,8415,84,0,
7049,16400,16,0,
7050,15735,58,0,
7050,11794,7,0,
7050,14130,35,0,
7051,8604,5,0,
7051,12704,69,0,
7051,9366,26,0,
7052,16452,49,0,
7052,16651,51,0,
7053,13231,23,0,
7053,16445,77,0,
7054,14182,40,0,
7054,12765,60,0,
7055,10705,92,0,
7055,16604,8,0,
7056,8558,79,0,
7056,16341,21,0,
7057,12959,51,0,
7057,14805,49,0,
7058,10920,70,0,
7058,8627,30,0,
7059,9760,99,0,
7059,10584,1,0,
7060,10901,45,0,
7060,9578,28,0,
7060,11174,13,0,
7060,15992,14,0,
7061,11582,62,0,
7061,14922,28,0,
7061,10730,10,0,
7062,7893,70,0,
7062,14483,30,0,
7063,14129,71,0,
7063,17072,4,0,
7063,10684,25,0,
7064,12132,60,0,
7064,12077,34,0,
7064,13309,6,0,
7065,15765,7,0,
7065,10455,83,0,
7065,14815,10,0,
7066,10694,79,0,
7066,16928,21,0,
7067,13471,22,0,
7067,11695,29,0,
7067,12333,49,0,
7068,9123,49,0,
7068,16103,4,0,
7068,9441,2,0,
7068,8003,45,0,
7069,13198,27,0,
7069,11297,50,0,
7069,12115,17,0,
7069,10464,6,0,
7070,15886,61,0,
7070,16832,39,0,
7071,12416,78,0,
7071,14525,22,0,
7072,11408,1,0,
7072,13452,44,0,
7072,10947,21,0,
7072,15248,8,0,
7072,9966,9,0,
7072,14800,17,0,
7073,13468,51,0,
7073,13708,49,0,
7074,12599,79,0,
7074,15320,21,0,
7075,12557,10,0,
7075,14384,90,0,
7076,12812,1,0,
7076,8142,49,0,
7076,14419,50,0,
7077,11764,81,0,
7077,14790,19,0,
7078,15524,6,0,
7078,12664,14,0,
7078,12120,31,0,
7078,9577,30,0,
7078,11696,8,0,
7078,12116,11,0,
7079,13635,99,0,
7079,8742,1,0,
7080,9288,29,0,
7080,10028,12,0,
7080,13294,59,0,
7081,13690,52,0,
7081,13625,48,0,
7082,16961,34,0,
7082,11291,7,0,
7082,13910,35,0,
7082,11500,24,0,
7083,14483,6,0,
7083,13128,94,0,
7084,16516,54,0,
7084,10518,46,0,
7085,16573,47,0,
7085,12551,53,0,
7086,13445,19,0,
7086,15751,81,0,
7087,15380,2,0,
7087,15374,85,0,
7087,9331,13,0,
7088,13339,62,0,
7088,14893,38,0,
7089,7741,12,0,
7089,9501,88,0,
7090,11937,48,0,
7090,11243,8,0,
7090,8190,44,0,
7091,10604,26,0,
7091,17101,53,0,
7091,8271,21,0,
7092,9490,10,0,
7092,13134,23,0,
7092,15421,6,0,
7092,12536,6,0,
7092,13207,28,0,
7092,13385,27,0,
7093,10931,83,0,
7093,10855,17,0,
7094,10275,100,0,
7095,11993,82,0,
7095,13794,18,0,
7096,11503,97,0,
7096,14390,3,0,
7097,15213,59,0,
7097,10700,37,0,
7097,7570,4,0,
7098,14866,25,0,
7098,13438,7,0,
7098,8925,8,0,
7098,17180,40,0,
7098,10204,20,0,
7099,14563,21,0,
7099,12300,66,0,
7099,9192,13,0,
7100,8052,25,0,
7100,16420,75,0,
7101,14346,64,0,
7101,16633,36,0,
7102,14429,15,0,
7102,14437,14,0,
7102,15233,65,0,
7102,17204,6,0,
7103,10778,94,0,
7103,13208,6,0,
7104,16449,59,0,
7104,16950,10,0,
7104,9851,31,0,
7105,9340,47,0,
7105,11752,16,0,
7105,10489,37,0,
7106,11791,57,0,
7106,7641,15,0,
7106,12104,20,0,
7106,11004,8,0,
7107,12257,74,0,
7107,14431,3,0,
7107,11911,23,0,
7108,15784,80,0,
7108,11480,20,0,
7109,8466,27,0,
7109,10272,73,0,
7110,12445,79,0,
7110,11727,21,0,
7111,9021,11,0,
7111,9997,54,0,
7111,15557,35,0,
7112,10618,84,0,
7112,12665,16,0,
7113,7842,74,0,
7113,8115,26,0,
7114,17143,91,0,
7114,8741,9,0,
7115,10955,6,0,
7115,13073,51,0,
7115,9617,43,0,
7116,17431,98,0,
7116,12760,2,0,
7117,17334,64,0,
7117,14377,2,0,
7117,8855,34,0,
7118,15828,24,0,
7118,11274,2,0,
7118,8631,33,0,
7118,11919,6,0,
7118,9362,11,0,
7118,14881,24,0,
7119,17015,43,0,
7119,8887,45,0,
7119,9950,12,0,
7120,15900,24,0,
7120,15539,39,0,
7120,16055,37,0,
7121,14139,79,0,
7121,10349,21,0,
7122,15269,1,0,
7122,15191,56,0,
7122,15954,26,0,
7122,17262,5,0,
7122,17329,12,0,
7123,13251,43,0,
7123,8726,6,0,
7123,16766,18,0,
7123,10111,31,0,
7123,13324,2,0,
7124,9452,39,0,
7124,15926,21,0,
7124,9877,40,0,
7125,15406,62,0,
7125,14160,38,0,
7126,10262,8,0,
7126,7526,1,0,
7126,9209,61,0,
7126,12575,30,0,
7127,14230,50,0,
7127,8514,39,0,
7127,13260,11,0,
7128,14528,5,0,
7128,12374,69,0,
7128,16241,26,0,
7129,14629,28,0,
7129,11098,56,0,
7129,12396,4,0,
7129,12875,12,0,
7130,12923,39,0,
7130,9128,61,0,
7131,10013,52,0,
7131,14274,48,0,
7132,9521,26,0,
7132,17427,58,0,
7132,8200,16,0,
7133,9382,65,0,
7133,15614,35,0,
7134,14774,97,0,
7134,16342,2,0,
7134,9528,1,0,
7135,15552,48,0,
7135,13939,52,0,
7136,15377,68,0,
7136,10735,32,0,
7137,15131,54,0,
7137,9833,10,0,
7137,9706,17,0,
7137,8020,19,0,
7138,13469,99,0,
7138,17393,1,0,
7139,15011,11,0,
7139,17450,89,0,
7140,17433,55,0,
7140,11648,45,0,
7141,11866,49,0,
7141,8085,51,0,
7142,14603,10,0,
7142,12600,2,0,
7142,14282,78,0,
7142,8374,10,0,
7143,9965,48,0,
7143,16131,52,0,
7144,15555,17,0,
7144,17438,68,0,
7144,9795,15,0,
7145,12264,47,0,
7145,13733,9,0,
7145,9904,44,0,
7146,15130,38,0,
7146,9147,62,0,
7147,13024,27,0,
7147,15302,59,0,
7147,8686,10,0,
7147,8064,4,0,
7148,11970,26,0,
7148,13997,74,0,
7149,12159,71,0,
7149,12592,29,0,
7150,14694,91,0,
7150,17185,9,0,
7151,7772,3,0,
7151,7600,20,0,
7151,10475,77,0,
7152,15616,18,0,
7152,16731,40,0,
7152,11782,42,0,
7153,9570,77,0,
7153,12349,8,0,
7153,13034,15,0,
7154,13478,41,0,
7154,11100,59,0,
7155,7886,36,0,
7155,17133,3,0,
7155,11199,13,0,
7155,10414,30,0,
7155,10196,18,0,
7156,14605,16,0,
7156,15295,18,0,
7156,13392,66,0,
7157,9605,89,0,
7157,9036,11,0,
7158,12221,65,0,
7158,11727,35,0,
7159,8787,3,0,
7159,15805,72,0,
7159,12651,25,0,
7160,7890,87,0,
7160,9855,13,0,
7161,16722,32,0,
7161,14295,65,0,
7161,12810,3,0,
7162,13235,42,0,
7162,16904,18,0,
7162,16368,40,0,
7163,13516,83,0,
7163,15581,9,0,
7163,12257,8,0,
7164,10209,40,0,
7164,9186,48,0,
7164,16344,12,0,
7165,9755,7,0,
7165,10114,72,0,
7165,17201,21,0,
7166,10231,82,0,
7166,11334,18,0,
7167,16589,41,0,
7167,10652,4,0,
7167,10052,55,0,
7168,8208,22,0,
7168,15518,65,0,
7168,12482,13,0,
7169,14917,44,0,
7169,10251,23,0,
7169,8771,33,0,
7170,10783,9,0,
7170,13709,25,0,
7170,8672,5,0,
7170,11362,36,0,
7170,9435,25,0,
7171,11653,2,0,
7171,11736,13,0,
7171,16240,53,0,
7171,10891,32,0,
7172,10092,50,0,
7172,11565,50,0,
7173,9281,74,0,
7173,14700,26,0,
7174,13138,73,0,
7174,7678,27,0,
7175,12133,90,0,
7175,8569,10,0,
7176,10048,32,0,
7176,11166,54,0,
7176,7725,14,0,
7177,15223,95,0,
7177,11586,5,0,
7178,10852,53,0,
7178,8549,47,0,
7179,14725,64,0,
7179,11790,18,0,
7179,14240,7,0,
7179,13721,11,0,
7180,9446,93,0,
7180,16173,7,0,
7181,8738,93,0,
7181,8238,7,0,
7182,16972,47,0,
7182,10398,34,0,
7182,7836,19,0,
7183,16182,40,0,
7183,14514,53,0,
7183,14420,7,0,
7184,8915,3,0,
7184,12562,1,0,
7184,9845,3,0,
7184,12022,26,0,
7184,15026,62,0,
7184,15179,5,0,
7185,15227,40,0,
7185,11910,29,0,
7185,11833,31,0,
7186,14112,56,0,
7186,12718,44,0,
7187,8836,72,0,
7187,10694,28,0,
7188,10842,54,0,
7188,9524,30,0,
7188,12348,16,0,
7189,10410,24,0,
7189,8202,16,0,
7189,14382,36,0,
7189,12201,24,0,
7190,9359,43,0,
7190,10399,57,0,
7191,16342,84,0,
7191,16705,16,0,
7192,16780,54,0,
7192,15625,46,0,
7193,13433,29,0,
7193,14583,71,0,
7194,8960,66,0,
7194,13064,34,0,
7195,14595,24,0,
7195,12414,76,0,
7196,13364,81,0,
7196,7745,19,0,
7197,13519,66,0,
7197,14285,34,0,
7198,15556,36,0,
7198,13271,19,0,
7198,17211,45,0,
7199,14692,50,0,
7199,15442,50,0,
7200,10693,41,0,
7200,9993,59,0,
7201,14127,82,0,
7201,11165,18,0,
7202,16786,58,0,
7202,9129,42,0,
7203,15894,14,0,
7203,16460,51,0,
7203,13550,35,0,
7204,8404,84,0,
7204,7505,16,0,
7205,8520,67,0,
7205,10320,33,0,
7206,17087,51,0,
7206,7776,47,0,
7206,13890,2,0,
7207,11294,42,0,
7207,8999,14,0,
7207,9305,44,0,
7208,11167,46,0,
7208,12603,12,0,
7208,7695,42,0,
7209,15594,23,0,
7209,7853,75,0,
7209,13730,2,0,
7210,12039,78,0,
7210,16642,22,0,
7211,15439,20,0,
7211,10915,34,0,
7211,7924,46,0,
7212,10111,57,0,
7212,13574,43,0,
7213,12401,69,0,
7213,16319,16,0,
7213,9047,15,0,
7214,14590,30,0,
7214,8888,54,0,
7214,11341,16,0,
7215,11601,2,0,
7215,13725,85,0,
7215,15461,6,0,
7215,16661,7,0,
7216,9921,67,0,
7216,8749,33,0,
7217,10970,57,0,
7217,14426,43,0,
7218,15590,62,0,
7218,16902,36,0,
7218,13928,2,0,
7219,10219,2,0,
7219,11243,48,0,
7219,13671,45,0,
7219,12571,5,0,
7220,9480,84,0,
7220,12177,16,0,
7221,14030,77,0,
7221,12156,23,0,
7222,15705,31,0,
7222,12350,69,0,
7223,12237,50,0,
7223,13622,7,0,
7223,17267,32,0,
7223,13714,11,0,
7224,13800,15,0,
7224,16695,27,0,
7224,17370,58,0,
7225,16389,94,0,
7225,8889,6,0,
7226,11390,75,0,
7226,7757,25,0,
7227,14449,49,0,
7227,14825,22,0,
7227,7828,29,0,
7228,16049,32,0,
7228,9271,68,0,
7229,13385,35,0,
7229,9482,33,0,
7229,15350,20,0,
7229,11595,12,0,
7230,10675,73,0,
7230,9283,12,0,
7230,17395,15,0,
7231,12123,97,0,
7231,8579,3,0,
7232,8673,39,0,
7232,15351,61,0,
7233,13615,99,0,
7233,17386,1,0,
7234,17185,95,0,
7234,8300,5,0,
7235,17294,80,0,
7235,11201,17,0,
7235,9611,3,0,
7236,14963,69,0,
7236,11527,31,0,
7237,13914,63,0,
7237,13897,37,0,
7238,15289,38,0,
7238,7981,62,0,
7239,16122,23,0,
7239,13650,8,0,
7239,13743,69,0,
7240,9328,84,0,
7240,11314,16,0,
7241,14033,66,0,
7241,15586,34,0,
7242,10426,30,0,
7242,9957,40,0,
7242,14528,30,0,
7243,15149,37,0,
7243,15984,21,0,
7243,16885,42,0,
7244,15679,35,0,
7244,14616,44,0,
7244,10503,21,0,
7245,9610,45,0,
7245,11196,55,0,
7246,10202,10,0,
7246,13604,63,0,
7246,14558,22,0,
7246,8392,5,0,
7247,12450,26,0,
7247,12486,51,0,
7247,15977,23,0,
7248,16594,10,0,
7248,17196,12,0,
7248,7897,78,0,
7249,8840,37,0,
7249,9346,18,0,
7249,12860,45,0,
7250,7724,96,0,
7250,16805,4,0,
7251,16144,73,0,
7251,16915,27,0,
7252,14628,43,0,
7252,13696,57,0,
7253,15987,17,0,
7253,13649,3,0,
7253,14275,80,0,
7254,9998,34,0,
7254,11892,66,0,
7255,17461,77,0,
7255,15840,19,0,
7255,8370,4,0,
7256,15084,89,0,
7256,7520,11,0,
7257,10655,61,0,
7257,9426,33,0,
7257,7710,6,0,
7258,12401,43,0,
7258,8017,57,0,
7259,15390,47,0,
7259,10071,53,0,
7260,7598,80,0,
7260,15106,20,0,
7261,7901,99,0,
7261,17309,1,0,
7262,11145,100,0,
7263,15520,87,0,
7263,14009,13,0,
7264,7552,49,0,
7264,9571,15,0,
7264,8497,25,0,
7264,11214,11,0,
7265,9632,78,0,
7265,9142,22,0,
7266,16000,22,0,
7266,14850,8,0,
7266,12200,14,0,
7266,8751,56,0,
7267,14579,40,0,
7267,12686,60,0,
7268,11882,44,0,
7268,13007,56,0,
7269,10404,73,0,
7269,8555,27,0,
7270,15776,37,0,
7270,14003,20,0,
7270,15552,43,0,
7271,14222,85,0,
7271,8868,15,0,
7272,10654,73,0,
7272,8969,27,0,
7273,16708,45,0,
7273,8267,33,0,
7273,15411,22,0,
7274,11333,22,0,
7274,13487,35,0,
