id,nome,data_fondazione,quotazioni,sede
19201,"Patterson, Gordon and Lyons",1960-02-16,"[{'azionista': 6377, 'quota': 76}, {'azionista': 1386, 'quota': 24}]",47
19202,"Singh, Dudley and Cox",1986-05-25,"[{'azionista': 9165, 'quota': 32}, {'azionista': 4770, 'quota': 68}]",73
19203,King LLC,1984-11-19,"[{'azionista': 1142, 'quota': 92}, {'azionista': 8077, 'quota': 8}]",44
19204,Quinn LLC,1984-08-16,"[{'azionista': 6405, 'quota': 85}, {'azionista': 2524, 'quota': 15}]",97
19205,"Wallace, Gonzalez and Carlson",1974-03-25,"[{'azionista': 9713, 'quota': 51}, {'azionista': 7636, 'quota': 49}]",32
19206,"Fitzgerald, Wright and Huang",1960-01-26,"[{'azionista': 729, 'quota': 73}, {'azionista': 4522, 'quota': 27}]",52
19207,"Wells, Clarke and Armstrong",1968-09-26,"[{'azionista': 9922, 'quota': 47}, {'azionista': 1777, 'quota': 53}]",81
19208,"Garner, Price and Andrade",1966-11-13,"[{'azionista': 5355, 'quota': 43}, {'azionista': 6586, 'quota': 33}, {'azionista': 51, 'quota': 24}]",17
19209,"Wright, James and Sutton",1964-12-31,"[{'azionista': 4134, 'quota': 83}, {'azionista': 4670, 'quota': 4}, {'azionista': 623, 'quota': 13}]",2
19210,"Harvey, Brown and Lewis",1967-04-26,"[{'azionista': 8232, 'quota': 92}, {'azionista': 8989, 'quota': 1}, {'azionista': 8940, 'quota': 7}]",55
19211,Smith LLC,1964-10-05,"[{'azionista': 6905, 'quota': 71}, {'azionista': 8658, 'quota': 29}]",51
19212,Freeman-Miller,1988-12-24,"[{'azionista': 5366, 'quota': 54}, {'azionista': 8560, 'quota': 46}]",77
19213,"Martinez, Knapp and Jensen",1992-04-11,"[{'azionista': 9387, 'quota': 16}, {'azionista': 1429, 'quota': 37}, {'azionista': 7195, 'quota': 19}, {'azionista': 1882, 'quota': 28}]",11
19214,Medina LLC,1974-10-08,"[{'azionista': 5709, 'quota': 34}, {'azionista': 4085, 'quota': 47}, {'azionista': 1919, 'quota': 19}]",14
19215,"Shaw, Baldwin and Williams",1988-07-13,"[{'azionista': 7459, 'quota': 7}, {'azionista': 5424, 'quota': 13}, {'azionista': 2424, 'quota': 36}, {'azionista': 7746, 'quota': 44}]",13
19216,Ingram and Sons,1960-07-31,"[{'azionista': 7128, 'quota': 98}, {'azionista': 9385, 'quota': 2}]",89
19217,Brown-Elliott,1980-11-17,"[{'azionista': 3461, 'quota': 46}, {'azionista': 1973, 'quota': 54}]",81
19218,"Green, Smith and Shepard",1974-04-14,"[{'azionista': 8731, 'quota': 2}, {'azionista': 1968, 'quota': 83}, {'azionista': 855, 'quota': 15}]",27
19219,Foster PLC,1966-08-07,"[{'azionista': 6594, 'quota': 70}, {'azionista': 4264, 'quota': 17}, {'azionista': 615, 'quota': 13}]",40
19220,"Davidson, Hill and Love",1968-08-07,"[{'azionista': 6471, 'quota': 82}, {'azionista': 6180, 'quota': 18}]",73
19221,Tate-Richardson,1977-05-25,"[{'azionista': 6512, 'quota': 64}, {'azionista': 671, 'quota': 36}]",68
19222,"Jackson, Cook and Hayes",1960-10-02,"[{'azionista': 8968, 'quota': 85}, {'azionista': 3037, 'quota': 14}, {'azionista': 6885, 'quota': 1}]",29
19223,Ferguson-Allen,1962-07-30,"[{'azionista': 9019, 'quota': 83}, {'azionista': 8092, 'quota': 17}]",53
19224,Munoz PLC,1983-07-06,"[{'azionista': 4387, 'quota': 66}, {'azionista': 9172, 'quota': 6}, {'azionista': 6306, 'quota': 13}, {'azionista': 317, 'quota': 15}]",98
19225,Reyes PLC,1981-03-13,"[{'azionista': 6736, 'quota': 32}, {'azionista': 6133, 'quota': 34}, {'azionista': 1168, 'quota': 34}]",26
19226,"Kent, Stevens and Vasquez",1973-08-24,"[{'azionista': 5253, 'quota': 86}, {'azionista': 8824, 'quota': 14}]",42
19227,Cook-Gill,1967-02-13,"[{'azionista': 9352, 'quota': 41}, {'azionista': 3185, 'quota': 59}]",24
19228,"Brooks, Smith and Schmidt",1965-12-20,"[{'azionista': 9457, 'quota': 45}, {'azionista': 8841, 'quota': 55}]",26
19229,"Cooper, Bird and Walker",1998-07-17,"[{'azionista': 9990, 'quota': 70}, {'azionista': 2141, 'quota': 30}]",6
19230,Fisher Inc,1964-12-29,"[{'azionista': 2419, 'quota': 7}, {'azionista': 8272, 'quota': 19}, {'azionista': 6139, 'quota': 57}, {'azionista': 6474, 'quota': 17}]",8
19231,"Thompson, Poole and Owen",1968-08-16,"[{'azionista': 2234, 'quota': 12}, {'azionista': 5388, 'quota': 86}, {'azionista': 8231, 'quota': 2}]",36
19232,Weaver and Sons,1983-04-04,"[{'azionista': 5472, 'quota': 35}, {'azionista': 1509, 'quota': 60}, {'azionista': 3584, 'quota': 5}]",63
19233,"Shaffer, Dominguez and Horton",1975-05-06,"[{'azionista': 4612, 'quota': 99}, {'azionista': 6522, 'quota': 1}]",14
19234,"Coffey, Newton and George",1976-11-15,"[{'azionista': 7021, 'quota': 72}, {'azionista': 9897, 'quota': 28}]",86
19235,Little-Gill,1998-05-04,"[{'azionista': 6262, 'quota': 71}, {'azionista': 4127, 'quota': 11}, {'azionista': 4639, 'quota': 7}, {'azionista': 5274, 'quota': 11}]",68
19236,Armstrong and Sons,1969-05-06,"[{'azionista': 6673, 'quota': 27}, {'azionista': 3620, 'quota': 53}, {'azionista': 4567, 'quota': 10}, {'azionista': 7459, 'quota': 10}]",19
19237,Rogers Group,1982-07-08,"[{'azionista': 5377, 'quota': 93}, {'azionista': 6693, 'quota': 7}]",23
19238,Thomas PLC,1977-04-15,"[{'azionista': 7956, 'quota': 66}, {'azionista': 9128, 'quota': 5}, {'azionista': 554, 'quota': 29}]",70
19239,Smith-Mckinney,1968-10-14,"[{'azionista': 7050, 'quota': 75}, {'azionista': 6778, 'quota': 25}]",49
19240,Williams Ltd,1985-01-23,"[{'azionista': 22, 'quota': 46}, {'azionista': 6040, 'quota': 12}, {'azionista': 7991, 'quota': 28}, {'azionista': 305, 'quota': 14}]",98
19241,Simmons-Parks,1976-10-23,"[{'azionista': 4960, 'quota': 37}, {'azionista': 8614, 'quota': 63}]",57
19242,"White, Green and Martin",1972-03-02,"[{'azionista': 4146, 'quota': 59}, {'azionista': 3968, 'quota': 41}]",61
19243,Frazier LLC,1996-01-05,"[{'azionista': 1661, 'quota': 94}, {'azionista': 1797, 'quota': 6}]",49
19244,"Gonzalez, Smith and Miller",1965-10-24,"[{'azionista': 5195, 'quota': 37}, {'azionista': 1668, 'quota': 3}, {'azionista': 5072, 'quota': 50}, {'azionista': 1142, 'quota': 10}]",82
19245,Hendrix-Mejia,1990-04-24,"[{'azionista': 2836, 'quota': 7}, {'azionista': 1366, 'quota': 15}, {'azionista': 2350, 'quota': 71}, {'azionista': 1040, 'quota': 7}]",55
19246,Burton PLC,1963-06-02,"[{'azionista': 7625, 'quota': 19}, {'azionista': 5215, 'quota': 32}, {'azionista': 3372, 'quota': 49}]",90
19247,"Bruce, Williams and Sandoval",1978-12-19,"[{'azionista': 7937, 'quota': 47}, {'azionista': 5715, 'quota': 47}, {'azionista': 4028, 'quota': 6}]",26
19248,Wilson-Johnson,1968-12-07,"[{'azionista': 4654, 'quota': 91}, {'azionista': 8629, 'quota': 9}]",80
19249,Brooks LLC,1976-04-05,"[{'azionista': 8957, 'quota': 42}, {'azionista': 3828, 'quota': 57}, {'azionista': 1426, 'quota': 1}]",36
19250,Morton-Nelson,1993-04-24,"[{'azionista': 7154, 'quota': 56}, {'azionista': 1944, 'quota': 4}, {'azionista': 8516, 'quota': 34}, {'azionista': 7964, 'quota': 6}]",2
19251,Chan and Sons,1996-04-27,"[{'azionista': 9894, 'quota': 44}, {'azionista': 1530, 'quota': 47}, {'azionista': 1656, 'quota': 9}]",69
19252,Washington PLC,1990-05-24,"[{'azionista': 1584, 'quota': 17}, {'azionista': 3910, 'quota': 83}]",77
19253,Lynch-Hill,1976-12-19,"[{'azionista': 1746, 'quota': 1}, {'azionista': 7446, 'quota': 76}, {'azionista': 3874, 'quota': 23}]",20
19254,Miller Group,1996-07-27,"[{'azionista': 9564, 'quota': 95}, {'azionista': 6941, 'quota': 5}]",68
19255,Bailey Ltd,1975-10-26,"[{'azionista': 2107, 'quota': 44}, {'azionista': 2816, 'quota': 56}]",35
19256,"Miller, Terry and Owens",1999-12-08,"[{'azionista': 8707, 'quota': 41}, {'azionista': 3444, 'quota': 12}, {'azionista': 2564, 'quota': 47}]",51
19257,"Jackson, Rodriguez and Sharp",1985-07-01,"[{'azionista': 191, 'quota': 61}, {'azionista': 6675, 'quota': 18}, {'azionista': 8883, 'quota': 12}, {'azionista': 5100, 'quota': 9}]",57
19258,Montes Group,1993-05-01,"[{'azionista': 3764, 'quota': 92}, {'azionista': 7320, 'quota': 8}]",64
19259,Zimmerman PLC,1990-01-10,"[{'azionista': 2609, 'quota': 76}, {'azionista': 1851, 'quota': 21}, {'azionista': 8078, 'quota': 3}]",38
19260,Rivera-Anderson,1974-06-10,"[{'azionista': 4148, 'quota': 97}, {'azionista': 8804, 'quota': 3}]",18
19261,Merritt Group,1963-09-18,"[{'azionista': 7864, 'quota': 80}, {'azionista': 9829, 'quota': 20}]",72
19262,Powell-Bennett,1990-03-19,"[{'azionista': 6999, 'quota': 4}, {'azionista': 9992, 'quota': 4}, {'azionista': 2158, 'quota': 92}]",19
19263,Rivera-Gonzalez,1992-01-16,"[{'azionista': 7982, 'quota': 60}, {'azionista': 510, 'quota': 40}]",20
19264,Munoz-Perkins,1976-11-12,"[{'azionista': 8707, 'quota': 9}, {'azionista': 8566, 'quota': 64}, {'azionista': 8925, 'quota': 3}, {'azionista': 8344, 'quota': 24}]",62
19265,Carroll LLC,1994-05-02,"[{'azionista': 8960, 'quota': 26}, {'azionista': 3763, 'quota': 71}, {'azionista': 2008, 'quota': 3}]",95
19266,Larsen PLC,1982-06-18,"[{'azionista': 447, 'quota': 42}, {'azionista': 8871, 'quota': 8}, {'azionista': 8570, 'quota': 30}, {'azionista': 6156, 'quota': 2}, {'azionista': 7593, 'quota': 18}]",103
19267,Jackson Group,1961-07-26,"[{'azionista': 5024, 'quota': 88}, {'azionista': 106, 'quota': 12}]",20
19268,Knight-Zuniga,1965-02-08,"[{'azionista': 2519, 'quota': 24}, {'azionista': 9562, 'quota': 66}, {'azionista': 1302, 'quota': 10}]",51
19269,"Woods, Ramirez and Cruz",1999-07-10,"[{'azionista': 679, 'quota': 56}, {'azionista': 3747, 'quota': 44}]",42
19270,Hall-Shelton,1970-08-14,"[{'azionista': 6651, 'quota': 47}, {'azionista': 7312, 'quota': 7}, {'azionista': 6492, 'quota': 28}, {'azionista': 3587, 'quota': 18}]",4
19271,Thomas and Sons,1960-12-31,"[{'azionista': 913, 'quota': 72}, {'azionista': 9635, 'quota': 28}]",42
19272,Grant and Sons,1983-09-28,"[{'azionista': 4684, 'quota': 35}, {'azionista': 640, 'quota': 42}, {'azionista': 9902, 'quota': 23}]",58
19273,"Krause, Matthews and Sellers",1965-10-28,"[{'azionista': 390, 'quota': 38}, {'azionista': 4960, 'quota': 62}]",11
19274,Gonzalez-Bradley,1990-04-11,"[{'azionista': 8386, 'quota': 21}, {'azionista': 9701, 'quota': 4}, {'azionista': 3599, 'quota': 64}, {'azionista': 9561, 'quota': 11}]",8
19275,Lee PLC,1979-12-14,"[{'azionista': 6221, 'quota': 67}, {'azionista': 8240, 'quota': 5}, {'azionista': 836, 'quota': 28}]",51
19276,"Sullivan, Blevins and Knight",1978-12-03,"[{'azionista': 7025, 'quota': 90}, {'azionista': 9317, 'quota': 10}]",57
19277,"Garcia, Thompson and Duran",1987-03-18,"[{'azionista': 847, 'quota': 5}, {'azionista': 3256, 'quota': 37}, {'azionista': 9679, 'quota': 58}]",41
19278,Wright and Sons,1968-10-15,"[{'azionista': 5926, 'quota': 41}, {'azionista': 266, 'quota': 10}, {'azionista': 3325, 'quota': 49}]",27
19279,Jenkins Ltd,1973-12-20,"[{'azionista': 4275, 'quota': 83}, {'azionista': 6158, 'quota': 17}]",18
19280,Keith-Sanchez,1964-04-10,"[{'azionista': 1701, 'quota': 31}, {'azionista': 3445, 'quota': 4}, {'azionista': 1590, 'quota': 2}, {'azionista': 8936, 'quota': 39}, {'azionista': 6987, 'quota': 24}]",39
19281,"Meza, Hall and Harper",1972-10-02,"[{'azionista': 8063, 'quota': 8}, {'azionista': 2417, 'quota': 45}, {'azionista': 905, 'quota': 47}]",3
19282,Davidson Inc,1967-02-23,"[{'azionista': 313, 'quota': 46}, {'azionista': 2160, 'quota': 6}, {'azionista': 5024, 'quota': 33}, {'azionista': 4886, 'quota': 15}]",58
19283,Mcclure and Sons,1969-12-24,"[{'azionista': 2989, 'quota': 50}, {'azionista': 7957, 'quota': 50}]",89
19284,"Dunlap, Craig and Franklin",1967-04-28,"[{'azionista': 2703, 'quota': 2}, {'azionista': 9922, 'quota': 92}, {'azionista': 5619, 'quota': 6}]",12
19285,Grant-Hernandez,1993-08-25,"[{'azionista': 7381, 'quota': 14}, {'azionista': 7137, 'quota': 86}]",70
19286,Combs-Cooper,1999-01-17,"[{'azionista': 225, 'quota': 86}, {'azionista': 8011, 'quota': 14}]",91
19287,Davis-Webster,1968-06-05,"[{'azionista': 4044, 'quota': 52}, {'azionista': 8844, 'quota': 5}, {'azionista': 5102, 'quota': 43}]",90
19288,Pratt Group,1982-07-10,"[{'azionista': 5714, 'quota': 35}, {'azionista': 9940, 'quota': 65}]",41
19289,Diaz Inc,1971-08-19,"[{'azionista': 7321, 'quota': 25}, {'azionista': 4387, 'quota': 33}, {'azionista': 7405, 'quota': 42}]",36
19290,Morales-Vega,1978-02-18,"[{'azionista': 8573, 'quota': 28}, {'azionista': 9422, 'quota': 27}, {'azionista': 889, 'quota': 45}]",86
19291,Williams PLC,1997-05-09,"[{'azionista': 5324, 'quota': 46}, {'azionista': 8649, 'quota': 54}]",14
19292,"Banks, Caldwell and Bradshaw",1967-09-14,"[{'azionista': 8291, 'quota': 11}, {'azionista': 4823, 'quota': 80}, {'azionista': 4643, 'quota': 9}]",75
19293,Lee LLC,1977-02-16,"[{'azionista': 1344, 'quota': 41}, {'azionista': 3224, 'quota': 28}, {'azionista': 488, 'quota': 5}, {'azionista': 1867, 'quota': 26}]",30
19294,"Zavala, Fisher and Anderson",1980-09-15,"[{'azionista': 3881, 'quota': 30}, {'azionista': 4973, 'quota': 43}, {'azionista': 7781, 'quota': 27}]",26
19295,"Harvey, Cain and Schwartz",1993-05-29,"[{'azionista': 4024, 'quota': 96}, {'azionista': 7185, 'quota': 4}]",36
19296,"Henry, Johnson and Hernandez",1983-12-21,"[{'azionista': 8252, 'quota': 46}, {'azionista': 9601, 'quota': 30}, {'azionista': 3716, 'quota': 19}, {'azionista': 4091, 'quota': 5}]",67
19297,"Fields, Bailey and Benson",1980-08-27,"[{'azionista': 9526, 'quota': 77}, {'azionista': 2383, 'quota': 23}]",19
19298,Murray-Johnson,1991-08-26,"[{'azionista': 3146, 'quota': 42}, {'azionista': 7283, 'quota': 58}]",70
19299,"Morrison, Houston and Conrad",1970-01-17,"[{'azionista': 6105, 'quota': 50}, {'azionista': 5737, 'quota': 23}, {'azionista': 5248, 'quota': 27}]",68
19300,Arnold Group,1975-09-21,"[{'azionista': 3487, 'quota': 12}, {'azionista': 3188, 'quota': 69}, {'azionista': 9677, 'quota': 12}, {'azionista': 9373, 'quota': 7}]",20
19301,"Hoffman, Miller and Lewis",1960-08-24,"[{'azionista': 6959, 'quota': 69}, {'azionista': 5929, 'quota': 12}, {'azionista': 6220, 'quota': 19}]",85
19302,Williams-Parker,1998-03-09,"[{'azionista': 9982, 'quota': 37}, {'azionista': 6616, 'quota': 63}]",16
19303,Huber-Shannon,1961-08-08,"[{'azionista': 8413, 'quota': 19}, {'azionista': 4612, 'quota': 50}, {'azionista': 9887, 'quota': 31}]",32
19304,"Perez, Paul and Dalton",1983-02-02,"[{'azionista': 7587, 'quota': 92}, {'azionista': 2112, 'quota': 8}]",58
19305,Webb Ltd,1974-04-01,"[{'azionista': 3172, 'quota': 77}, {'azionista': 6804, 'quota': 23}]",88
19306,"Johnson, Carney and Myers",1963-07-11,"[{'azionista': 5056, 'quota': 3}, {'azionista': 903, 'quota': 30}, {'azionista': 5763, 'quota': 67}]",19
19307,Callahan Inc,1988-10-26,"[{'azionista': 8777, 'quota': 41}, {'azionista': 6023, 'quota': 12}, {'azionista': 5109, 'quota': 10}, {'azionista': 8306, 'quota': 37}]",1
19308,Taylor-Clark,1989-04-12,"[{'azionista': 2221, 'quota': 73}, {'azionista': 4175, 'quota': 27}]",50
19309,Alvarado Group,1965-12-28,"[{'azionista': 1713, 'quota': 86}, {'azionista': 7868, 'quota': 14}]",103
19310,Carrillo Ltd,1997-11-14,"[{'azionista': 1142, 'quota': 89}, {'azionista': 7715, 'quota': 11}]",72
19311,"Mills, Gonzalez and Wallace",1971-02-21,"[{'azionista': 9063, 'quota': 45}, {'azionista': 9961, 'quota': 2}, {'azionista': 8110, 'quota': 53}]",78
19312,"Gomez, Zamora and Morris",1963-03-03,"[{'azionista': 117, 'quota': 36}, {'azionista': 191, 'quota': 7}, {'azionista': 1029, 'quota': 57}]",86
19313,Johnson-Fleming,1987-10-20,"[{'azionista': 8467, 'quota': 60}, {'azionista': 4922, 'quota': 40}]",29
19314,Gonzalez LLC,1990-11-07,"[{'azionista': 2803, 'quota': 73}, {'azionista': 6210, 'quota': 27}]",69
19315,Vargas-Ward,1963-02-18,"[{'azionista': 1085, 'quota': 35}, {'azionista': 2135, 'quota': 60}, {'azionista': 8635, 'quota': 5}]",21
19316,Keller LLC,1995-01-06,"[{'azionista': 6239, 'quota': 66}, {'azionista': 2264, 'quota': 34}]",3
19317,Smith and Sons,1963-07-27,"[{'azionista': 4165, 'quota': 87}, {'azionista': 8419, 'quota': 12}, {'azionista': 8745, 'quota': 1}]",14
19318,Smith LLC,1994-07-14,"[{'azionista': 4319, 'quota': 80}, {'azionista': 5097, 'quota': 20}]",29
19319,"Blackburn, Sims and Sanchez",1973-03-10,"[{'azionista': 5574, 'quota': 52}, {'azionista': 1372, 'quota': 11}, {'azionista': 9376, 'quota': 35}, {'azionista': 8010, 'quota': 2}]",37
19320,"Davis, Ross and Schroeder",1987-08-07,"[{'azionista': 4662, 'quota': 23}, {'azionista': 7103, 'quota': 21}, {'azionista': 6106, 'quota': 12}, {'azionista': 8121, 'quota': 44}]",69
19321,Newman LLC,1988-01-10,"[{'azionista': 1237, 'quota': 76}, {'azionista': 8179, 'quota': 24}]",74
19322,"Koch, Howard and Velasquez",1979-03-20,"[{'azionista': 2502, 'quota': 90}, {'azionista': 9835, 'quota': 10}]",58
19323,Boyd LLC,1974-12-25,"[{'azionista': 7529, 'quota': 97}, {'azionista': 7218, 'quota': 3}]",79
19324,"Reed, Price and Williams",1992-04-26,"[{'azionista': 4798, 'quota': 17}, {'azionista': 9942, 'quota': 83}]",52
19325,Smith-Perez,1979-09-19,"[{'azionista': 2117, 'quota': 23}, {'azionista': 7727, 'quota': 7}, {'azionista': 7975, 'quota': 31}, {'azionista': 6479, 'quota': 39}]",30
19326,Baldwin and Sons,1960-06-19,"[{'azionista': 4888, 'quota': 40}, {'azionista': 4374, 'quota': 59}, {'azionista': 9684, 'quota': 1}]",92
19327,"Nguyen, Fritz and Goodwin",1973-02-06,"[{'azionista': 6303, 'quota': 90}, {'azionista': 7322, 'quota': 10}]",3
19328,Bruce PLC,1982-11-11,"[{'azionista': 7647, 'quota': 97}, {'azionista': 5059, 'quota': 3}]",45
19329,Dennis Group,1962-09-30,"[{'azionista': 6055, 'quota': 19}, {'azionista': 7823, 'quota': 58}, {'azionista': 7675, 'quota': 23}]",92
19330,"Schultz, Taylor and Parrish",1961-06-06,"[{'azionista': 1289, 'quota': 83}, {'azionista': 5750, 'quota': 17}]",32
19331,"Clark, Baird and Hernandez",1981-08-07,"[{'azionista': 5484, 'quota': 24}, {'azionista': 3815, 'quota': 58}, {'azionista': 2814, 'quota': 18}]",45
19332,Pugh PLC,1980-06-30,"[{'azionista': 2092, 'quota': 44}, {'azionista': 5393, 'quota': 56}]",22
19333,Ramirez Inc,1988-08-19,"[{'azionista': 738, 'quota': 83}, {'azionista': 153, 'quota': 17}]",8
19334,Fuentes PLC,1982-12-02,"[{'azionista': 6727, 'quota': 5}, {'azionista': 4274, 'quota': 54}, {'azionista': 8925, 'quota': 41}]",51
19335,Smith-Hinton,1964-09-12,"[{'azionista': 772, 'quota': 63}, {'azionista': 6957, 'quota': 37}]",67
19336,Baker and Sons,1975-10-23,"[{'azionista': 9390, 'quota': 63}, {'azionista': 1750, 'quota': 37}]",7
19337,Bruce-Lewis,1960-03-07,"[{'azionista': 9730, 'quota': 98}, {'azionista': 829, 'quota': 2}]",27
19338,"Bishop, Robinson and Bowman",1999-08-11,"[{'azionista': 9144, 'quota': 62}, {'azionista': 5371, 'quota': 25}, {'azionista': 4041, 'quota': 13}]",69
19339,Foster-Middleton,1982-11-05,"[{'azionista': 3995, 'quota': 5}, {'azionista': 5328, 'quota': 36}, {'azionista': 6452, 'quota': 30}, {'azionista': 2326, 'quota': 29}]",42
19340,"Griffith, Krueger and White",1963-08-24,"[{'azionista': 5254, 'quota': 25}, {'azionista': 4398, 'quota': 11}, {'azionista': 8272, 'quota': 32}, {'azionista': 4516, 'quota': 27}, {'azionista': 9653, 'quota': 5}]",42
19341,Alvarez-Jimenez,1969-12-28,"[{'azionista': 6343, 'quota': 73}, {'azionista': 5922, 'quota': 18}, {'azionista': 494, 'quota': 9}]",7
19342,"Edwards, Clayton and Roberts",1973-07-20,"[{'azionista': 8359, 'quota': 97}, {'azionista': 164, 'quota': 3}]",72
19343,"Todd, Wilson and Hammond",1992-09-16,"[{'azionista': 6063, 'quota': 14}, {'azionista': 488, 'quota': 27}, {'azionista': 5802, 'quota': 3}, {'azionista': 2420, 'quota': 38}, {'azionista': 5276, 'quota': 18}]",49
19344,Kelley PLC,1966-12-10,"[{'azionista': 2679, 'quota': 44}, {'azionista': 8829, 'quota': 8}, {'azionista': 8642, 'quota': 48}]",15
19345,"Bowman, Williams and Reid",1999-06-16,"[{'azionista': 1931, 'quota': 60}, {'azionista': 1743, 'quota': 40}]",8
19346,Bailey LLC,1960-07-29,"[{'azionista': 1501, 'quota': 94}, {'azionista': 1884, 'quota': 6}]",81
19347,Silva-Thompson,1986-09-07,"[{'azionista': 7170, 'quota': 47}, {'azionista': 3475, 'quota': 53}]",25
19348,Mccarthy Inc,1971-06-11,"[{'azionista': 6151, 'quota': 100}]",35
19349,Robertson and Sons,1980-01-02,"[{'azionista': 3520, 'quota': 57}, {'azionista': 7855, 'quota': 20}, {'azionista': 7372, 'quota': 2}, {'azionista': 3602, 'quota': 21}]",59
19350,"Mcdowell, Murray and Mccoy",1966-11-13,"[{'azionista': 8830, 'quota': 87}, {'azionista': 3817, 'quota': 13}]",5
19351,Herman PLC,1990-09-10,"[{'azionista': 947, 'quota': 57}, {'azionista': 704, 'quota': 19}, {'azionista': 4224, 'quota': 21}, {'azionista': 2839, 'quota': 3}]",11
19352,Bailey Group,1996-10-31,"[{'azionista': 5846, 'quota': 20}, {'azionista': 6135, 'quota': 29}, {'azionista': 3640, 'quota': 51}]",99
19353,Thompson Inc,1974-02-26,"[{'azionista': 7162, 'quota': 88}, {'azionista': 3836, 'quota': 12}]",72
19354,"Robinson, Pope and Rodgers",1966-09-18,"[{'azionista': 9291, 'quota': 18}, {'azionista': 946, 'quota': 79}, {'azionista': 126, 'quota': 3}]",29
19355,Morales-Walters,1966-04-26,"[{'azionista': 986, 'quota': 61}, {'azionista': 8, 'quota': 39}]",60
19356,"Garcia, Smith and Hill",1961-07-02,"[{'azionista': 7016, 'quota': 90}, {'azionista': 2315, 'quota': 10}]",2
19357,Howell PLC,1971-01-06,"[{'azionista': 8091, 'quota': 32}, {'azionista': 196, 'quota': 68}]",19
19358,Rodriguez PLC,1996-04-13,"[{'azionista': 6382, 'quota': 94}, {'azionista': 269, 'quota': 6}]",25
19359,"Michael, Austin and Mcintosh",1964-07-27,"[{'azionista': 326, 'quota': 22}, {'azionista': 8772, 'quota': 49}, {'azionista': 5358, 'quota': 29}]",78
19360,Taylor-Jones,1973-04-14,"[{'azionista': 8396, 'quota': 17}, {'azionista': 8092, 'quota': 83}]",12
19361,Brown and Sons,1986-05-13,"[{'azionista': 4278, 'quota': 79}, {'azionista': 7064, 'quota': 21}]",25
19362,Jarvis Inc,1977-07-24,"[{'azionista': 5463, 'quota': 79}, {'azionista': 8202, 'quota': 21}]",78
19363,Williams-Ayala,1976-01-09,"[{'azionista': 4711, 'quota': 94}, {'azionista': 7357, 'quota': 6}]",73
19364,Grant-Mcintosh,1982-09-12,"[{'azionista': 7265, 'quota': 46}, {'azionista': 745, 'quota': 10}, {'azionista': 6794, 'quota': 44}]",32
19365,"Clark, Cantu and Serrano",1963-10-24,"[{'azionista': 1452, 'quota': 100}]",13
19366,Dunn-Moore,1998-12-17,"[{'azionista': 5558, 'quota': 53}, {'azionista': 5131, 'quota': 47}]",31
19367,Sawyer LLC,1992-12-27,"[{'azionista': 6477, 'quota': 33}, {'azionista': 3318, 'quota': 55}, {'azionista': 6923, 'quota': 12}]",34
19368,"Jones, Young and Mckay",1978-01-13,"[{'azionista': 9160, 'quota': 52}, {'azionista': 2821, 'quota': 42}, {'azionista': 9740, 'quota': 6}]",12
19369,Bond-Todd,1973-10-29,"[{'azionista': 6541, 'quota': 61}, {'azionista': 6482, 'quota': 39}]",14
19370,Wilson and Sons,1974-06-21,"[{'azionista': 3362, 'quota': 55}, {'azionista': 136, 'quota': 45}]",68
19371,Wells-Murray,1991-11-17,"[{'azionista': 5011, 'quota': 14}, {'azionista': 8438, 'quota': 33}, {'azionista': 8193, 'quota': 53}]",55
19372,Dyer-Compton,1982-09-22,"[{'azionista': 9506, 'quota': 54}, {'azionista': 5760, 'quota': 46}]",11
19373,Williams Ltd,1991-07-02,"[{'azionista': 5473, 'quota': 68}, {'azionista': 1684, 'quota': 14}, {'azionista': 2974, 'quota': 18}]",97
19374,"Garrison, James and Diaz",1960-06-19,"[{'azionista': 4153, 'quota': 52}, {'azionista': 6887, 'quota': 38}, {'azionista': 55, 'quota': 10}]",84
19375,Frye-Parker,1975-11-25,"[{'azionista': 6997, 'quota': 83}, {'azionista': 9660, 'quota': 17}]",46
19376,Burke and Sons,1980-11-17,"[{'azionista': 2587, 'quota': 97}, {'azionista': 6379, 'quota': 3}]",24
19377,"Jones, Johnson and Mason",1977-07-10,"[{'azionista': 6053, 'quota': 50}, {'azionista': 584, 'quota': 50}]",30
19378,Harris-Anderson,1980-09-20,"[{'azionista': 6190, 'quota': 25}, {'azionista': 2477, 'quota': 75}]",0
19379,Smith-Johnson,1969-01-25,"[{'azionista': 9547, 'quota': 37}, {'azionista': 7605, 'quota': 8}, {'azionista': 5455, 'quota': 48}, {'azionista': 4135, 'quota': 7}]",40
19380,Malone-Summers,1982-09-21,"[{'azionista': 8440, 'quota': 38}, {'azionista': 359, 'quota': 62}]",81
19381,Stokes Group,1981-12-10,"[{'azionista': 846, 'quota': 75}, {'azionista': 5489, 'quota': 25}]",58
19382,Murillo and Sons,1964-02-08,"[{'azionista': 790, 'quota': 24}, {'azionista': 4985, 'quota': 62}, {'azionista': 9666, 'quota': 14}]",30
19383,Fitzgerald PLC,1980-07-12,"[{'azionista': 8811, 'quota': 47}, {'azionista': 9096, 'quota': 16}, {'azionista': 9194, 'quota': 36}, {'azionista': 7603, 'quota': 1}]",35
