azienda,azionista,quota,ubo
4465,9142,17,0,
4465,5980,10,0,
4465,6878,73,0,
4466,13078,9,0,
4466,9749,30,0,
4466,8441,61,0,
4467,9859,38,0,
4467,6616,51,0,
4467,5904,11,0,
4468,11084,61,0,
4468,10005,35,0,
4468,7437,4,0,
4469,9922,34,0,
4469,6716,66,0,
4470,7340,9,0,
4470,12856,13,0,
4470,12462,78,0,
4471,6069,43,0,
4471,6752,17,0,
4471,9915,34,0,
4471,11834,6,0,
4472,11290,46,0,
4472,12330,54,0,
4473,9011,42,0,
4473,6224,58,0,
4474,9624,32,0,
4474,10833,32,0,
4474,10429,5,0,
4474,12523,14,0,
4474,7382,13,0,
4474,12613,4,0,
4475,12532,59,0,
4475,11669,11,0,
4475,7538,30,0,
4476,12343,51,0,
4476,8794,49,0,
4477,12006,25,0,
4477,9960,75,0,
4478,8470,71,0,
4478,11016,29,0,
4479,9023,4,0,
4479,10689,37,0,
4479,8082,16,0,
4479,10091,27,0,
4479,12198,16,0,
4480,9725,55,0,
4480,11183,7,0,
4480,11401,38,0,
4481,12794,39,0,
4481,7377,61,0,
4482,12281,41,0,
4482,9447,15,0,
4482,9281,44,0,
4483,7221,5,0,
4483,6784,91,0,
4483,12612,4,0,
4484,12582,55,0,
4484,6960,10,0,
4484,10022,35,0,
4485,7993,14,0,
4485,9098,41,0,
4485,7283,45,0,
4486,12481,8,0,
4486,8594,73,0,
4486,11513,19,0,
4487,10302,16,0,
4487,9278,28,0,
4487,7290,56,0,
4488,8450,30,0,
4488,11697,41,0,
4488,7515,8,0,
4488,11671,21,0,
4489,12290,1,0,
4489,6099,82,0,
4489,12947,17,0,
4490,6625,39,0,
4490,10648,59,0,
4490,6275,2,0,
4491,10728,16,0,
4491,11212,15,0,
4491,6468,69,0,
4492,6762,100,0,
4493,8689,96,0,
4493,12235,4,0,
4494,11215,5,0,
4494,11224,42,0,
4494,10162,53,0,
4495,7815,7,0,
4495,8125,59,0,
4495,9790,34,0,
4496,7231,84,0,
4496,5884,16,0,
4497,12795,30,0,
4497,9191,70,0,
4498,10938,84,0,
4498,8984,16,0,
4499,9898,61,0,
4499,9983,29,0,
4499,13073,10,0,
4500,7155,1,0,
4500,6422,68,0,
4500,9195,13,0,
4500,11224,18,0,
4501,12791,10,0,
4501,5913,6,0,
4501,12810,50,0,
4501,7239,34,0,
4502,11794,87,0,
4502,9431,13,0,
4503,11607,52,0,
4503,8418,36,0,
4503,6734,12,0,
4504,6989,26,0,
4504,8199,47,0,
4504,7925,27,0,
4505,8332,25,0,
4505,11964,12,0,
4505,10931,63,0,
4506,6165,29,0,
4506,11734,8,0,
4506,9160,3,0,
4506,13016,60,0,
4507,11666,44,0,
4507,11621,49,0,
4507,10018,7,0,
4508,5645,89,0,
4508,12003,11,0,
4509,7595,81,0,
4509,11442,19,0,
4510,11654,71,0,
4510,10931,6,0,
4510,8590,23,0,
4511,8417,20,0,
4511,6259,68,0,
4511,12283,12,0,
4512,5870,33,0,
4512,10590,3,0,
4512,7073,64,0,
4513,9969,9,0,
4513,9308,91,0,
4514,10341,7,0,
4514,9145,40,0,
4514,10908,36,0,
4514,7177,17,0,
4515,12137,11,0,
4515,12673,5,0,
4515,11029,4,0,
4515,7754,54,0,
4515,7943,18,0,
4515,6008,8,0,
4516,5726,59,0,
4516,7312,41,0,
4517,8433,26,0,
4517,8865,74,0,
4518,11965,38,0,
4518,7030,62,0,
4519,9462,23,0,
4519,10429,76,0,
4519,5630,1,0,
4520,11627,38,0,
4520,6289,62,0,
4521,11803,38,0,
4521,10439,12,0,
4521,5948,50,0,
4522,10661,30,0,
4522,9457,28,0,
4522,10005,42,0,
4523,12831,74,0,
4523,7689,26,0,
4524,10593,28,0,
4524,7898,45,0,
4524,7212,27,0,
4525,5672,34,0,
4525,10348,66,0,
4526,12809,47,0,
4526,11573,10,0,
4526,5686,43,0,
4527,6701,67,0,
4527,9945,26,0,
4527,6687,7,0,
4528,7363,5,0,
4528,9513,36,0,
4528,10063,20,0,
4528,8794,15,0,
4528,11781,7,0,
4528,11862,17,0,
4529,7720,84,0,
4529,9268,16,0,
4530,8543,7,0,
4530,12760,75,0,
4530,9811,18,0,
4531,10346,19,0,
4531,8537,70,0,
4531,9214,11,0,
4532,5924,35,0,
4532,7452,65,0,
4533,6826,60,0,
4533,9348,40,0,
4534,12832,89,0,
4534,7944,11,0,
4535,12840,33,0,
4535,8943,67,0,
4536,6615,1,0,
4536,5811,84,0,
4536,11161,15,0,
4537,5665,12,0,
4537,7471,41,0,
4537,6003,1,0,
4537,10631,11,0,
4537,11858,35,0,
4538,12283,57,0,
4538,9018,43,0,
4539,7686,73,0,
4539,8837,27,0,
4540,8457,65,0,
4540,8768,35,0,
4541,8832,87,0,
4541,7479,13,0,
4542,13108,58,0,
4542,5773,40,0,
4542,10570,2,0,
4543,8430,27,0,
4543,6535,55,0,
4543,10432,9,0,
4543,9587,9,0,
4544,8607,73,0,
4544,13041,27,0,
4545,7495,67,0,
4545,11026,33,0,
4546,13048,78,0,
4546,10813,22,0,
4547,12927,25,0,
4547,13032,45,0,
4547,9600,10,0,
4547,10303,20,0,
4548,12236,50,0,
4548,6491,37,0,
4548,9310,13,0,
4549,11712,33,0,
4549,7547,67,0,
4550,11506,24,0,
4550,9657,76,0,
4551,9104,85,0,
4551,12219,15,0,
4552,10355,76,0,
4552,12703,24,0,
4553,7220,21,0,
4553,5995,66,0,
4553,10825,13,0,
4554,6572,60,0,
4554,7221,40,0,
4555,7454,49,0,
4555,12584,47,0,
4555,9913,4,0,
4556,6704,5,0,
4556,12320,56,0,
4556,8278,26,0,
4556,9553,13,0,
4557,9801,40,0,
4557,9819,42,0,
4557,11252,18,0,
4558,11315,44,0,
4558,8217,2,0,
4558,12761,54,0,
4559,7078,7,0,
4559,7016,53,0,
4559,9453,40,0,
4560,6136,3,0,
4560,12945,6,0,
4560,10067,88,0,
4560,7046,3,0,
4561,11960,72,0,
4561,7866,28,0,
4562,11221,10,0,
4562,10919,62,0,
4562,6912,28,0,
4563,6503,51,0,
4563,7301,49,0,
4564,7356,83,0,
4564,6269,17,0,
4565,12667,98,0,
4565,13068,2,0,
4566,11033,78,0,
4566,8308,22,0,
4567,5949,99,0,
4567,11136,1,0,
4568,12112,61,0,
4568,9840,26,0,
4568,8211,13,0,
4569,13043,52,0,
4569,12698,48,0,
4570,6115,23,0,
4570,12855,40,0,
4570,12812,37,0,
4571,12224,64,0,
4571,8938,36,0,
4572,7621,89,0,
4572,10924,11,0,
4573,13093,8,0,
4573,7944,35,0,
4573,6537,57,0,
4574,8639,27,0,
4574,10447,9,0,
4574,13024,61,0,
4574,6443,3,0,
4575,9691,93,0,
4575,6086,7,0,
4576,11361,42,0,
4576,10989,7,0,
4576,12439,16,0,
4576,9054,35,0,
4577,9681,23,0,
4577,8121,77,0,
4578,6283,100,0,
4579,6382,93,0,
4579,9883,7,0,
4580,8666,37,0,
4580,8679,20,0,
4580,8690,43,0,
4581,6900,46,0,
4581,8787,15,0,
4581,9945,39,0,
4582,7638,95,0,
4582,12850,5,0,
4583,5936,42,0,
4583,12987,24,0,
4583,5982,34,0,
4584,12102,94,0,
4584,10747,6,0,
4585,9033,2,0,
4585,6729,76,0,
4585,7176,3,0,
4585,11867,19,0,
4586,11685,9,0,
4586,7167,43,0,
4586,13074,22,0,
4586,8967,15,0,
4586,11933,11,0,
4587,10725,33,0,
4587,10563,33,0,
4587,10012,34,0,
4588,5813,60,0,
4588,12403,40,0,
4589,11164,16,0,
4589,6243,14,0,
4589,9591,70,0,
4590,7710,81,0,
4590,11106,19,0,
4591,12354,46,0,
4591,11028,54,0,
4592,9594,54,0,
4592,7015,29,0,
4592,6504,17,0,
4593,7220,64,0,
4593,12030,36,0,
4594,6030,2,0,
4594,10991,96,0,
4594,11358,2,0,
4595,8045,16,0,
4595,7914,40,0,
4595,12074,13,0,
4595,11829,31,0,
4596,7888,58,0,
4596,5843,10,0,
4596,7353,32,0,
4597,7933,35,0,
4597,10569,60,0,
4597,9535,5,0,
4598,7198,24,0,
4598,8393,63,0,
4598,11954,13,0,
4599,12689,58,0,
4599,10199,42,0,
4600,12148,49,0,
4600,5837,41,0,
4600,10469,10,0,
4601,6339,57,0,
4601,11904,1,0,
4601,8009,30,0,
4601,5951,12,0,
4602,12306,60,0,
4602,10045,19,0,
4602,9069,21,0,
4603,12541,32,0,
4603,8333,60,0,
4603,7437,8,0,
4604,11179,27,0,
4604,10007,51,0,
4604,6715,22,0,
4605,11873,9,0,
4605,6351,61,0,
4605,10817,30,0,
4606,10700,80,0,
4606,7007,5,0,
4606,10799,6,0,
4606,7758,9,0,
4607,9614,98,0,
4607,11630,2,0,
4608,12679,21,0,
4608,10325,79,0,
4609,10752,14,0,
4609,9705,21,0,
4609,10168,65,0,
4610,8957,62,0,
4610,9442,21,0,
4610,11943,17,0,
4611,8560,41,0,
4611,10611,39,0,
4611,7222,20,0,
4612,9802,80,0,
4612,12592,20,0,
4613,9083,26,0,
4613,7486,35,0,
4613,11556,6,0,
4613,11275,33,0,
4614,10307,66,0,
4614,9239,34,0,
4615,7115,76,0,
4615,10152,24,0,
4616,12811,43,0,
4616,11902,13,0,
4616,5959,13,0,
4616,12980,31,0,
4617,12986,37,0,
4617,11971,63,0,
4618,9182,88,0,
4618,10284,12,0,
4619,12194,64,0,
4619,9022,36,0,
4620,11782,5,0,
4620,7788,18,0,
4620,7792,18,0,
4620,6718,50,0,
4620,11848,9,0,
4621,10450,3,0,
4621,6027,47,0,
4621,9071,50,0,
4622,7726,58,0,
4622,11100,25,0,
4622,9181,17,0,
4623,10212,30,0,
4623,12541,22,0,
4623,10914,6,0,
4623,8716,23,0,
4623,8447,19,0,
4624,11054,91,0,
4624,6908,9,0,
4625,9274,70,0,
4625,10755,30,0,
4626,11088,41,0,
4626,6950,30,0,
4626,7968,29,0,
4627,9321,74,0,
4627,5746,26,0,
4628,6292,10,0,
4628,13052,4,0,
4628,6218,74,0,
4628,11461,12,0,
4629,6089,21,0,
4629,9265,79,0,
4630,12895,37,0,
4630,11236,63,0,
4631,11795,27,0,
4631,7448,38,0,
4631,7400,35,0,
4632,7617,70,0,
4632,8383,30,0,
4633,11812,42,0,
4633,11292,58,0,
4634,9227,68,0,
4634,9865,32,0,
4635,6903,98,0,
4635,10752,2,0,
4636,10451,17,0,
4636,6906,12,0,
4636,7711,71,0,
4637,7445,17,0,
4637,9194,44,0,
4637,5913,21,0,
4637,8531,18,0,
4638,11831,73,0,
4638,11926,21,0,
4638,9790,6,0,
4639,5971,47,0,
4639,12450,6,0,
4639,8866,26,0,
4639,7453,21,0,
4640,10288,76,0,
4640,9368,24,0,
4641,11312,67,0,
4641,10123,33,0,
4642,8201,83,0,
4642,7450,17,0,
4643,11700,24,0,
4643,8922,76,0,
4644,6951,81,0,
4644,5924,19,0,
4645,8139,80,0,
4645,8110,4,0,
4645,7024,16,0,
4646,6520,88,0,
4646,6550,12,0,
4647,6337,79,0,
4647,7949,21,0,
4648,6900,1,0,
4648,9671,42,0,
4648,8508,57,0,
4649,9905,73,0,
4649,11972,4,0,
4649,12406,23,0,
4650,8010,10,0,
4650,6732,53,0,
4650,6472,31,0,
4650,11152,6,0,
4651,11265,85,0,
4651,12066,15,0,
4652,12498,9,0,
4652,9186,10,0,
4652,12886,60,0,
4652,11982,21,0,
4653,6977,48,0,
4653,9073,45,0,
4653,11423,7,0,
4654,12820,57,0,
4654,9783,43,0,
4655,10633,78,0,
4655,5793,22,0,
4656,10696,76,0,
4656,8336,24,0,
4657,10083,89,0,
4657,8582,11,0,
4658,6124,81,0,
4658,6954,19,0,
4659,7808,2,0,
4659,6404,98,0,
4660,7542,99,0,
4660,5939,1,0,
4661,8552,22,0,
4661,8820,78,0,
4662,8804,92,0,
4662,7234,8,0,
4663,12309,93,0,
4663,8101,7,0,
4664,9352,62,0,
4664,13037,38,0,
4665,9007,32,0,
4665,10440,30,0,
4665,11638,38,0,
4666,12782,78,0,
4666,7690,22,0,
4667,11259,38,0,
4667,7204,38,0,
4667,9481,12,0,
4667,6488,12,0,
4668,6964,65,0,
4668,7396,35,0,
4669,7120,46,0,
4669,7278,37,0,
4669,9641,17,0,
4670,9489,68,0,
4670,12456,32,0,
4671,12661,96,0,
4671,6188,4,0,
4672,8335,61,0,
4672,6100,31,0,
4672,11692,8,0,
4673,9825,2,0,
4673,7554,93,0,
4673,5769,5,0,
4674,7038,23,0,
4674,11638,77,0,
4675,12775,54,0,
4675,13087,46,0,
4676,10344,88,0,
4676,10284,12,0,
4677,9309,35,0,
4677,12872,65,0,
4678,8045,93,0,
4678,12547,7,0,
4679,12717,97,0,
4679,13024,3,0,
4680,10299,52,0,
4680,11584,31,0,
4680,10867,14,0,
4680,5879,3,0,
4681,8283,22,0,
4681,9121,78,0,
4682,7726,4,0,
4682,10239,72,0,
4682,11026,24,0,
4683,6762,11,0,
4683,12936,89,0,
4684,7892,8,0,
4684,8258,57,0,
4684,5882,35,0,
4685,8692,100,0,
4686,6044,40,0,
4686,11550,60,0,
4687,6238,55,0,
4687,6591,45,0,
4688,7827,2,0,
4688,11542,88,0,
4688,7251,3,0,
4688,8540,7,0,
4689,10837,80,0,
4689,12448,20,0,
4690,8898,89,0,
4690,8075,11,0,
4691,6712,6,0,
4691,11866,49,0,
4691,7622,18,0,
4691,8597,27,0,
4692,12726,47,0,
4692,12867,11,0,
4692,10397,42,0,
4693,6396,58,0,
4693,9545,42,0,
4694,8451,46,0,
4694,8906,54,0,
4695,12095,23,0,
4695,8989,69,0,
4695,10305,8,0,
4696,11264,57,0,
4696,12462,43,0,
4697,12437,37,0,
4697,7029,63,0,
4698,10402,12,0,
4698,6762,17,0,
4698,11138,71,0,
4699,11780,77,0,
4699,12209,2,0,
4699,8811,21,0,
4700,6804,15,0,
4700,10836,85,0,
4701,9201,8,0,
4701,9133,79,0,
4701,11875,13,0,
4702,11105,48,0,
4702,11789,52,0,
4703,9430,31,0,
4703,11019,12,0,
4703,9087,46,0,
4703,6775,11,0,
4704,13029,13,0,
4704,5835,10,0,
4704,8127,77,0,
4705,10290,49,0,
4705,7254,51,0,
4706,8290,95,0,
4706,13047,5,0,
4707,8995,35,0,
4707,10633,51,0,
4707,10630,14,0,
4708,13054,97,0,
4708,12864,3,0,
4709,13031,24,0,
4709,11270,76,0,
4710,5751,77,0,
4710,9601,23,0,
4711,8085,41,0,
4711,9228,29,0,
4711,9698,13,0,
4711,7342,17,0,
4712,6233,46,0,
4712,5842,54,0,
4713,12089,60,0,
4713,7679,40,0,
4714,8716,77,0,
4714,7582,23,0,
4715,12691,10,0,
4715,8260,53,0,
4715,12947,6,0,
4715,12892,31,0,
4716,12175,28,0,
4716,9421,9,0,
4716,7421,54,0,
4716,5915,2,0,
4716,5782,7,0,
4717,12139,81,0,
4717,9661,19,0,
4718,8276,26,0,
4718,5966,74,0,
4719,10103,55,0,
4719,8485,45,0,
4720,10306,87,0,
4720,10120,13,0,
4721,8467,38,0,
4721,9877,50,0,
4721,8838,9,0,
4721,8057,3,0,
4722,13084,87,0,
4722,8878,13,0,
4723,6343,47,0,
4723,5890,53,0,
4724,6520,100,0,
4725,7532,39,0,
4725,6729,24,0,
4725,7467,37,0,
4726,9622,6,0,
4726,13106,55,0,
4726,8910,28,0,
4726,12623,11,0,
4727,8527,66,0,
4727,13121,24,0,
4727,9971,10,0,
4728,7518,80,0,
4728,10025,20,0,
4729,10017,59,0,
4729,10414,6,0,
4729,9684,12,0,
4729,8852,23,0,
4730,10820,86,0,
4730,10114,14,0,
4731,11413,84,0,
4731,8936,16,0,
4732,6160,58,0,
4732,10840,42,0,
4733,7445,16,0,
4733,10933,32,0,
4733,7863,52,0,
4734,6745,81,0,
4734,12697,3,0,
4734,7370,16,0,
4735,9563,61,0,
4735,8669,39,0,
4736,10275,5,0,
4736,8577,47,0,
4736,11812,48,0,
4737,11419,37,0,
4737,8166,63,0,
4738,11500,18,0,
4738,9049,67,0,
4738,9286,15,0,
4739,8551,76,0,
4739,6787,24,0,
4740,7359,88,0,
4740,10445,9,0,
4740,11853,3,0,
4741,8409,21,0,
4741,9410,8,0,
4741,5884,34,0,
4741,6792,37,0,
4742,7520,34,0,
4742,10362,56,0,
4742,7298,10,0,
4743,10921,29,0,
4743,11651,71,0,
4744,11972,75,0,
4744,9383,25,0,
4745,12943,22,0,
4745,6928,41,0,
4745,12388,37,0,
4746,9905,25,0,
4746,6817,49,0,
4746,7538,26,0,
4747,12234,77,0,
4747,7970,23,0,
4748,8725,84,0,
4748,11113,16,0,
4749,6976,95,0,
4749,6773,5,0,
4750,12956,100,0,
4751,8810,43,0,
4751,6534,26,0,
4751,7098,1,0,
4751,6241,30,0,
4752,9640,1,0,
4752,9053,22,0,
4752,8112,45,0,
4752,6131,32,0,
4753,12354,61,0,
4753,9226,39,0,
4754,9339,31,0,
4754,5855,69,0,
4755,8383,83,0,
4755,10666,17,0,
4756,11569,91,0,
4756,11103,9,0,
4757,9309,81,0,
4757,6034,19,0,
4758,5954,78,0,
4758,10786,22,0,
4759,11676,85,0,
4759,9622,15,0,
4760,9886,65,0,
4760,7778,35,0,
4761,6656,93,0,
4761,12251,7,0,
4762,10558,19,0,
4762,5691,42,0,
4762,11775,12,0,
4762,13098,26,0,
4762,6917,1,0,
4763,8792,42,0,
4763,8919,58,0,
4764,5901,5,0,
4764,7374,79,0,
4764,12053,16,0,
4765,9414,9,0,
4765,7972,55,0,
4765,7700,22,0,
4765,9796,14,0,
4766,8961,32,0,
4766,8369,21,0,
4766,9641,47,0,
4767,10944,1,0,
4767,7023,4,0,
4767,11396,77,0,
4767,11048,15,0,
4767,12485,3,0,
4768,6801,84,0,
4768,6840,16,0,
4769,7590,30,0,
4769,9196,57,0,
4769,6074,13,0,
4770,9965,12,0,
4770,12055,41,0,
4770,10303,28,0,
4770,11695,19,0,
4771,7099,62,0,
4771,7176,38,0,
4772,10099,55,0,
4772,6754,31,0,
4772,7362,14,0,
4773,6202,86,0,
4773,7405,14,0,
4774,9642,11,0,
4774,9134,43,0,
4774,9711,46,0,
4775,6034,66,0,
4775,9940,34,0,
4776,6726,92,0,
4776,6372,8,0,
4777,8936,30,0,
4777,12484,9,0,
4777,9635,61,0,
4778,9823,87,0,
4778,7485,13,0,
4779,12737,57,0,
4779,6653,43,0,
4780,7341,94,0,
4780,9627,6,0,
4781,11712,30,0,
4781,10003,14,0,
4781,8355,56,0,
4782,12475,89,0,
4782,9378,11,0,
4783,10144,24,0,
4783,6281,76,0,
4784,10075,81,0,
4784,12615,19,0,
4785,9693,49,0,
4785,10945,1,0,
4785,7876,50,0,
4786,6364,72,0,
4786,8695,28,0,
4787,6124,45,0,
4787,11071,35,0,
4787,8083,20,0,
4788,6534,12,0,
4788,7670,50,0,
4788,12656,25,0,
4788,9338,13,0,
4789,10340,79,0,
4789,12414,21,0,
4790,8533,81,0,
4790,12418,19,0,
4791,10358,10,0,
4791,12109,80,0,
4791,12887,5,0,
4791,8425,5,0,
4792,6019,13,0,
4792,12640,47,0,
4792,9133,14,0,
4792,6130,26,0,
4793,8560,12,0,
4793,6449,21,0,
4793,9522,48,0,
4793,10653,19,0,
4794,5633,37,0,
4794,7422,7,0,
4794,7615,12,0,
4794,6043,19,0,
4794,6725,11,0,
4794,7253,14,0,
4795,7566,92,0,
4795,6218,8,0,
4796,9221,68,0,
4796,5757,32,0,
4797,11676,49,0,
4797,9066,51,0,
4798,7737,82,0,
4798,7043,18,0,
4799,12133,45,0,
4799,11217,55,0,
4800,11036,34,0,
4800,8424,5,0,
4800,8108,61,0,
4801,6587,11,0,
4801,8253,49,0,
4801,6395,40,0,
4802,12433,4,0,
4802,8229,29,0,
4802,10761,25,0,
4802,6316,42,0,
4803,12900,98,0,
4803,10383,2,0,
4804,7471,94,0,
4804,12187,6,0,
4805,8538,70,0,
4805,11347,30,0,
4806,10186,73,0,
4806,6951,27,0,
4807,6744,8,0,
4807,7555,92,0,
4808,7080,75,0,
4808,10256,25,0,
4809,8965,41,0,
4809,7484,57,0,
4809,7586,2,0,
4810,7770,16,0,
4810,8106,11,0,
4810,8197,5,0,
4810,5761,32,0,
4810,9972,36,0,
4811,12954,6,0,
4811,8308,66,0,
4811,8957,26,0,
4811,6735,2,0,
4812,6562,32,0,
4812,11982,68,0,
4813,7021,18,0,
4813,7001,47,0,
4813,10384,35,0,
4814,12439,67,0,
4814,6213,33,0,
4815,11209,16,0,
4815,6235,22,0,
4815,12693,62,0,
4816,12850,26,0,
4816,12880,12,0,
4816,7982,62,0,
4817,7136,51,0,
4817,10805,49,0,
4818,10833,46,0,
4818,6233,29,0,
4818,7101,25,0,
4819,8622,48,0,
4819,8816,52,0,
4820,9191,9,0,
4820,13074,84,0,
4820,10146,7,0,
4821,8467,11,0,
4821,11406,3,0,
4821,8194,12,0,
4821,8446,74,0,
4822,8033,67,0,
4822,7604,33,0,
4823,6797,69,0,
4823,11302,2,0,
4823,10997,27,0,
4823,8499,2,0,
4824,11332,13,0,
4824,7877,20,0,
4824,10560,45,0,
4824,8161,22,0,
4825,5798,17,0,
4825,11602,2,0,
4825,9335,53,0,
4825,10660,28,0,
4826,7290,1,0,
4826,12416,68,0,
4826,12598,31,0,
4827,8498,21,0,
4827,11262,7,0,
4827,8604,66,0,
4827,6335,6,0,
4828,6783,74,0,
4828,9982,26,0,
4829,8671,47,0,
4829,5968,53,0,
4830,8321,78,0,
4830,11525,22,0,
4831,7920,97,0,
4831,11308,3,0,
4832,12297,99,0,
4832,8867,1,0,
4833,12900,86,0,
4833,8703,14,0,
4834,9881,20,0,
4834,5779,17,0,
4834,10957,30,0,
4834,9438,32,0,
4834,11166,1,0,
4835,9210,59,0,
4835,11812,41,0,
4836,5705,35,0,
4836,6452,64,0,
4836,9136,1,0,
4837,8619,52,0,
4837,5736,46,0,
4837,6553,2,0,
4838,11702,18,0,
4838,9913,18,0,
4838,12210,64,0,
4839,6414,63,0,
4839,8777,20,0,
4839,11168,17,0,
4840,9495,73,0,
4840,11587,23,0,
4840,8179,4,0,
4841,12201,74,0,
4841,6948,26,0,
4842,7763,1,0,
4842,7917,8,0,
4842,12832,73,0,
4842,8643,6,0,
4842,7868,12,0,
4843,11012,83,0,
4843,12344,17,0,
4844,11812,13,0,
4844,6854,62,0,
4844,6328,25,0,
4845,7214,47,0,
4845,6283,53,0,
4846,10807,74,0,
4846,9327,26,0,
4847,8443,26,0,
4847,9328,74,0,
4848,6325,64,0,
4848,6678,36,0,
4849,6057,65,0,
4849,8160,8,0,
4849,8877,7,0,
4849,12479,20,0,
4850,6912,24,0,
4850,10918,61,0,
4850,12647,15,0,
4851,11413,21,0,
4851,9774,36,0,
4851,12363,11,0,
4851,8947,32,0,
4852,7861,16,0,
4852,7419,9,0,
4852,9643,75,0,
4853,11311,5,0,
4853,6175,69,0,
4853,10465,26,0,
4854,6398,61,0,
4854,11895,26,0,
4854,12060,8,0,
4854,7359,5,0,
4855,11201,67,0,
4855,12662,33,0,
4856,11554,25,0,
4856,7016,75,0,
4857,12493,16,0,
4857,12129,47,0,
4857,6560,37,0,
4858,12395,28,0,
4858,5913,72,0,
4859,9046,41,0,
4859,10981,59,0,
4860,11196,16,0,
4860,8939,84,0,
4861,7685,67,0,
4861,8459,9,0,
4861,13112,2,0,
4861,6281,22,0,
4862,7555,76,0,
4862,8777,24,0,
4863,10269,22,0,
4863,12284,78,0,
4864,12037,91,0,
4864,11725,9,0,
4865,6092,51,0,
4865,10818,49,0,
4866,7628,96,0,
4866,9080,4,0,
4867,10766,91,0,
4867,12363,9,0,
4868,11826,24,0,
4868,7489,76,0,
4869,12480,29,0,
4869,9523,11,0,
4869,12671,60,0,
4870,6337,33,0,
4870,13118,4,0,
4870,7788,63,0,
4871,9120,7,0,
4871,13021,5,0,
4871,12972,19,0,
4871,10567,69,0,
4872,6178,31,0,
4872,9663,69,0,
4873,9165,4,0,
4873,8360,17,0,
4873,9178,24,0,
4873,7764,55,0,
4874,7796,32,0,
4874,8592,18,0,
4874,6370,50,0,
4875,12751,77,0,
4875,9986,23,0,
4876,6363,79,0,
4876,10031,21,0,
4877,11452,12,0,
4877,9687,65,0,
4877,12708,23,0,
4878,8208,7,0,
4878,7028,8,0,
4878,13051,54,0,
4878,10650,8,0,
4878,5977,23,0,
4879,8346,80,0,
4879,9893,20,0,
4880,10137,5,0,
4880,10775,47,0,
4880,12502,48,0,
4881,7518,43,0,
4881,10413,47,0,
4881,6812,10,0,
4882,11156,61,0,
4882,12589,39,0,
4883,9860,74,0,
4883,10860,26,0,
4884,8184,10,0,
4884,9896,90,0,
4885,9066,76,0,
4885,8934,24,0,
4886,12072,46,0,
4886,8924,10,0,
4886,9035,44,0,
4887,12057,38,0,
4887,8560,32,0,
4887,6724,30,0,
4888,10942,87,0,
4888,10455,13,0,
4889,6710,76,0,
4889,5652,24,0,
4890,6839,41,0,
4890,12200,14,0,
4890,8724,45,0,
4891,10057,28,0,
4891,8169,67,0,
4891,6703,5,0,
4892,7005,62,0,
4892,9169,38,0,
4893,12497,48,0,
4893,7225,50,0,
4893,11250,2,0,
4894,9858,46,0,
4894,9329,42,0,
4894,11394,12,0,
4895,7197,90,0,
4895,11768,10,0,
4896,12600,94,0,
4896,6178,6,0,
4897,6613,89,0,
4897,12881,11,0,
4898,6884,73,0,
4898,9679,27,0,
4899,10752,68,0,
4899,8489,32,0,
4900,9686,70,0,
4900,9822,30,0,
4901,10345,50,0,
4901,10372,50,0,
4902,9541,39,0,
4902,8945,21,0,
4902,9086,40,0,
4903,10433,30,0,
4903,8556,24,0,
4903,10299,15,0,
4903,5971,27,0,
4903,9999,4,0,
4904,8952,78,0,
4904,6649,22,0,
4905,6813,35,0,
4905,11805,65,0,
4906,11310,66,0,
4906,10408,34,0,
4907,12703,27,0,
4907,10887,73,0,
4908,5819,83,0,
4908,6905,17,0,
4909,12711,80,0,
4909,9157,20,0,
4910,12139,63,0,
4910,8219,16,0,
4910,6887,21,0,
4911,9357,16,0,
4911,11160,18,0,
4911,11313,66,0,
4912,9052,9,0,
4912,11970,56,0,
4912,5661,35,0,
4913,10123,71,0,
4913,10769,29,0,
4914,9087,7,0,
4914,8223,65,0,
4914,9052,2,0,
4914,6052,26,0,
4915,13111,44,0,
4915,6554,4,0,
4915,11407,52,0,
4916,10140,37,0,
4916,12524,5,0,
4916,11746,2,0,
4916,10618,20,0,
4916,7965,36,0,
4917,7071,71,0,
4917,7025,29,0,
4918,10018,5,0,
4918,5706,42,0,
4918,12898,53,0,
4919,11846,69,0,
4919,6194,31,0,
4920,13006,71,0,
4920,11275,29,0,
4921,8868,48,0,
4921,12314,52,0,
4922,12169,97,0,
4922,5881,3,0,
4923,10378,60,0,
4923,11309,40,0,
4924,12661,86,0,
4924,9048,14,0,
4925,6948,31,0,
4925,12502,21,0,
4925,6819,48,0,
4926,7942,56,0,
4926,8362,44,0,
4927,8193,73,0,
4927,6011,27,0,
4928,12425,6,0,
4928,11340,34,0,
4928,11604,60,0,
4929,11308,12,0,
4929,11903,5,0,
4929,11074,26,0,
4929,11635,47,0,
4929,9943,10,0,
4930,10324,30,0,
4930,10536,70,0,
4931,10398,82,0,
4931,9569,18,0,
4932,9168,22,0,
4932,7058,38,0,
4932,10285,17,0,
4932,10060,3,0,
4932,10014,12,0,
4932,8017,8,0,
4933,11473,38,0,
4933,10673,3,0,
4933,6959,52,0,
4933,12373,7,0,
4934,12813,7,0,
4934,6570,93,0,
4935,12782,100,0,
4936,9593,16,0,
4936,10020,18,0,
4936,11875,39,0,
4936,11453,27,0,
4937,9055,81,0,
4937,6402,19,0,
4938,13031,44,0,
4938,7886,56,0,
4939,12406,87,0,
4939,9848,13,0,
4940,6249,98,0,
