id,codice_transazione,importo,emittente,beneficiario,banca,data
2842,685818,672543.25,17134,13165,74,2006-01-03
2843,445291,480359.92,17053,3334,20,2015-12-08
2844,516636,354275.25,21354,11144,96,2008-03-22
2845,223572,601773.72,18653,2279,27,2001-09-10
2846,492363,175163.58,13806,6571,20,2004-12-10
2847,23482,2585.53,9599,19119,115,2014-09-14
2848,142391,380613.13,17218,20884,84,2000-08-01
2849,561693,636655.22,18284,3837,11,2007-11-05
2850,376527,594838.71,1005,1533,77,2005-06-21
2851,310673,590870.43,851,3268,27,2013-12-19
2852,303523,676242.49,4935,22461,43,2001-09-05
2853,93945,988894.73,8439,20779,92,2020-04-13
2854,190075,917035.28,590,340,34,2011-05-25
2855,312731,871076.77,19064,10828,114,2010-09-26
2856,910563,126758.21,2408,7817,50,2007-09-12
2857,51798,318038.65,13334,12058,96,2021-04-01
2858,132192,120445.49,8100,3968,104,2013-12-01
2859,246567,170893.43,19828,9419,69,2022-04-14
2860,387115,787997.09,24793,18079,92,2017-11-26
2861,747272,963767.08,22656,7058,50,2000-08-24
2862,154688,309856.36,20757,16556,76,2001-08-01
2863,373451,940991.41,2636,12294,55,2013-10-29
2864,843637,34659.18,24164,9696,58,2014-06-04
2865,270090,64345.26,5498,87,68,2011-06-05
2866,435527,876123.58,23558,16208,9,2008-02-15
2867,570950,872482.78,8279,16764,13,2009-01-19
2868,575510,990988.07,19958,22359,119,2011-04-06
2869,76981,412787.21,18232,5204,33,2003-01-14
2870,413065,60696.07,6663,3950,32,2010-04-13
2871,682189,358760.22,12331,24383,30,2016-04-12
2872,544894,166816.21,15099,8125,34,2014-05-13
2873,209567,182265.61,7603,23739,110,2012-07-28
2874,478320,707645.45,12916,10527,13,2003-09-25
2875,367154,696582.07,18923,11031,74,2012-09-28
2876,836139,334662.33,3195,21984,44,2003-12-15
2877,609578,749448.54,8437,20675,50,2006-11-29
2878,441821,632511.94,12794,552,27,2021-05-18
2879,995503,286203.44,21752,17633,94,2001-06-18
2880,256770,634121.89,12640,14887,100,2005-07-27
2881,249703,508162.84,12133,5400,42,2013-11-28
2882,619702,150460.57,19730,18967,56,2000-01-01
2883,765190,994393.04,7016,11077,11,2010-04-14
2884,986964,297814.8,13223,9990,33,2021-11-10
2885,145594,243941.94,2327,5470,42,2008-11-27
2886,942248,193328.33,17512,13044,108,2011-01-17
2887,690852,483364.11,13944,6052,15,2006-07-21
2888,430136,549599.31,13896,11617,75,2003-05-29
2889,528973,688674.12,15847,9332,24,2012-08-30
2890,440354,295451.41,12167,13114,52,2004-10-19
2891,701830,239290.2,9272,16193,11,2021-10-16
2892,642903,501629.16,22906,14805,39,2007-05-12
2893,155417,244464.63,10828,13055,6,2005-09-12
2894,74474,365488.9,23278,13614,82,2017-01-22
2895,385069,710473.04,1751,7036,63,2008-06-01
2896,301658,737839.12,5016,18287,116,2017-09-08
2897,353807,415678.51,2034,17684,93,2001-09-15
2898,388697,957858.05,6260,19482,43,2001-11-18
2899,263986,162798.05,24882,3214,115,2020-04-07
2900,930083,814939.82,1233,23715,41,2021-11-20
2901,907627,512611.57,8475,14503,64,2001-09-16
2902,109422,680693.97,13846,15758,21,2004-01-30
2903,379078,580926.69,7219,22580,62,2004-02-08
2904,934000,248420.11,22912,20420,110,2019-03-30
2905,491219,53319.64,2275,1720,81,2016-09-21
2906,513895,849518.06,9523,22380,65,2010-04-22
2907,273215,468452.61,6643,7328,23,2018-05-02
2908,529472,761360.45,1209,19680,98,2007-04-09
2909,115733,874213.78,4600,1441,76,2014-04-15
2910,914020,565042.44,21990,17126,51,2000-10-08
2911,832923,149520.92,8074,23995,58,2000-11-19
2912,18532,981069.66,12251,12751,35,2011-09-28
2913,484161,978291.72,22149,21330,22,2010-05-20
2914,410889,87632.03,10351,16656,2,2008-04-08
2915,917591,68468.46,13643,9386,50,2012-03-06
2916,338909,473823.73,5026,17884,56,2010-01-13
2917,221773,536956.42,14979,6692,101,2016-02-19
2918,45875,467875.47,19156,20856,26,2013-04-01
2919,653866,832720.08,14003,18757,86,2014-06-01
2920,627565,322446.85,22818,23983,37,2015-12-13
2921,499089,681342.93,14812,18481,18,2007-08-19
2922,204595,238517.24,24700,5539,26,2020-02-11
2923,756791,538403.98,19274,15248,46,2012-01-10
2924,709673,656263.17,22748,5960,31,2013-10-03
2925,715114,654511.97,7627,10608,33,2010-12-08
2926,570878,932821.24,12987,2052,118,2013-07-11
2927,378961,145259.58,15891,5205,79,2021-11-30
2928,446790,537703.1,17229,3296,104,2012-07-02
2929,425475,511947.28,16915,2058,92,2002-02-14
2930,506480,204174.6,13970,14575,16,2005-02-15
2931,744094,477071.7,598,20134,106,2013-04-11
2932,31960,227986.82,4135,15175,71,2016-05-26
2933,423890,486061.21,4239,11926,112,2016-12-18
2934,297006,906050.02,4949,15147,61,2006-08-22
2935,646136,296967.21,21513,11096,114,2002-10-22
2936,289162,524438.49,4056,8732,40,2016-01-07
2937,559350,695313.4,13343,79,48,2013-02-20
2938,433143,57190.51,4332,1365,79,2012-05-06
2939,816760,678909.99,22959,17619,106,2002-09-09
2940,139244,339858.74,10106,22843,34,2012-02-11
2941,687780,274083.01,6331,10347,82,2000-02-06
2942,32476,174849.39,8948,1151,114,2015-06-27
2943,940093,680300.7,6354,225,3,2000-05-18
2944,847748,335846.75,12600,11765,16,2012-03-07
2945,330368,12178.91,20946,10677,40,2008-01-13
2946,219948,256722.41,14719,8572,103,2021-02-13
2947,657866,115710.9,24749,5321,113,2007-06-15
2948,138209,792633.05,1021,13887,61,2000-09-27
2949,237884,600093.97,17948,12646,114,2015-08-27
2950,472982,902259.75,14376,8687,76,2013-10-26
2951,516294,107912.0,1388,702,114,2004-06-06
2952,923852,623661.11,1543,698,45,2002-01-01
2953,402428,436009.0,13291,8908,35,2017-11-21
2954,841189,541126.39,13711,10135,112,2018-03-03
2955,84928,294411.69,18111,671,54,2006-09-03
2956,379248,10764.25,14331,18878,86,2019-04-16
2957,366606,278795.54,4249,14464,70,2005-03-18
2958,753921,282728.06,18904,24354,13,2003-06-15
2959,490725,431515.16,14255,11392,36,2005-12-18
2960,296937,241436.88,633,837,64,2003-07-31
2961,508990,71845.47,2842,10871,102,2010-06-28
2962,223965,646100.91,5293,22373,41,2019-08-26
2963,454888,822146.39,14116,24857,55,2010-08-26
2964,28602,12101.82,16365,21300,101,2006-06-04
2965,203816,419875.07,969,19934,61,2008-04-29
2966,765328,524849.87,24954,24933,63,2007-02-10
2967,608862,365640.79,19168,15211,66,2003-05-14
2968,297827,311586.75,5317,2621,116,2013-12-24
2969,871387,815331.42,14485,22757,37,2001-02-06
2970,406054,785480.29,1181,16314,19,2022-03-17
2971,918388,1386.98,8323,14808,106,2006-09-26
2972,910179,787538.85,14234,8529,39,2007-11-23
2973,845338,135317.78,19902,18025,10,2008-11-19
2974,736662,195281.62,1829,11895,107,2017-04-21
2975,971166,942644.06,16403,845,28,2016-06-20
2976,645299,639316.29,9717,8309,24,2001-09-28
2977,172601,700635.73,21062,18946,2,2005-05-25
2978,353475,460452.33,4867,1300,40,2018-11-26
2979,884391,14309.6,14179,19420,9,2017-11-25
2980,612902,666264.13,6230,1304,65,2011-12-09
2981,186495,544100.65,4648,22252,49,2000-10-05
2982,674969,7306.08,276,3835,12,2007-04-08
2983,741350,814406.43,2095,14310,107,2001-07-16
2984,328515,82739.73,18795,14529,16,2011-06-18
2985,30779,980006.1,5711,12902,18,2021-03-01
2986,11604,694892.39,12841,18981,77,2009-06-14
2987,650212,863323.3,23439,16749,83,2021-09-10
2988,282956,502574.09,5053,19335,3,2017-08-13
2989,259239,863390.89,5357,20394,53,2012-08-23
2990,691097,73290.51,20818,24988,72,2002-09-01
2991,909727,32611.59,21503,1720,27,2019-04-17
2992,68358,137083.54,14982,11871,73,2010-01-23
2993,849666,44370.04,7140,8702,23,2010-04-28
2994,713770,604215.59,10716,3998,78,2022-03-07
2995,749429,900209.55,1911,22883,38,2014-07-10
2996,811486,351357.95,194,134,6,2015-06-05
2997,154875,80737.57,17603,15716,83,2018-02-02
2998,284599,5697.77,13223,11941,38,2015-07-31
2999,464641,406674.36,9117,21058,62,2003-08-27
3000,876772,372699.86,21577,15225,7,2009-12-19
3001,398881,816337.75,15065,11529,83,2000-05-17
3002,978082,766765.27,23547,16029,99,2011-04-26
3003,434901,992852.6,503,13270,9,2022-04-26
3004,845799,327435.72,3004,6797,89,2003-04-30
3005,737206,184994.74,16214,8108,74,2005-01-01
3006,482869,136857.0,14907,17530,101,2001-06-20
3007,916131,810819.99,19260,19569,49,2002-12-18
3008,703562,955969.05,228,968,6,2002-12-20
3009,197731,153912.75,23945,16837,74,2016-03-28
3010,641296,143061.88,1913,7851,23,2020-06-29
3011,435729,607120.44,2783,20034,28,2008-12-27
3012,659355,448830.89,6059,11007,97,2022-04-22
3013,101532,549507.72,15484,11416,56,2014-12-21
3014,296884,737367.42,11966,4027,76,2000-05-14
3015,20518,921965.31,24349,16177,68,2010-08-02
3016,808366,264366.36,11017,8293,19,2002-11-09
3017,910437,112303.44,4887,14023,30,2010-09-18
3018,470157,599917.84,15816,20205,57,2000-02-06
3019,463858,152621.24,10072,24500,31,2006-05-01
3020,715777,961851.47,12993,23662,116,2019-11-28
3021,859970,889970.13,8390,11428,43,2015-04-21
3022,803934,782028.15,4939,14285,57,2021-10-27
3023,981663,955681.75,7454,19735,104,2017-12-01
3024,770950,950136.19,11225,15443,116,2003-09-18
3025,449980,945594.55,7008,4976,102,2017-10-03
3026,921152,167898.59,18894,6098,26,2020-06-12
3027,856567,102953.89,17975,19206,8,2012-01-04
3028,518830,28493.3,4144,15677,117,2002-10-17
3029,822911,36727.68,22862,1474,88,2012-02-24
3030,95898,135618.53,2395,616,108,2010-11-28
3031,861443,107186.7,24218,13931,101,2004-12-10
3032,619274,895939.19,22078,7443,21,2018-01-31
3033,852977,790443.24,15164,23175,72,2005-10-10
3034,455273,670926.45,7444,9283,58,2016-04-02
3035,478368,557269.13,2496,20067,102,2012-04-11
3036,842979,32793.16,14374,10517,85,2008-01-18
3037,49127,251234.67,9107,7082,30,2007-01-26
3038,282295,108271.12,4367,18825,104,2005-05-11
3039,656266,559145.71,23962,22805,95,2008-09-18
3040,922765,553143.56,16350,15182,29,2014-10-10
3041,145593,10254.5,7576,4029,41,2017-05-02
3042,373450,990367.91,16887,8107,13,2006-09-18
3043,786660,926490.08,20834,4485,66,2012-08-12
3044,77135,547538.69,17449,193,71,2010-10-29
3045,217656,616143.24,11958,5854,25,2002-04-24
3046,818674,689151.52,4560,23781,45,2000-02-14
3047,743390,317439.24,6407,8590,40,2010-05-12
3048,408612,147069.1,2315,13338,71,2002-10-06
3049,253840,778167.74,5725,19003,29,2003-06-30
3050,636922,491130.76,15546,4032,77,2019-01-17
3051,64662,707607.89,2246,12290,109,2021-09-07
3052,245844,219515.96,17577,20315,51,2018-12-30
3053,213481,358204.12,8387,11809,61,2009-05-19
3054,463136,676372.01,18043,1496,103,2013-09-24
3055,118066,341814.74,8175,3608,91,2010-12-13
3056,288490,325671.97,9016,9820,90,2021-03-23
3057,390081,956804.88,22212,11444,50,2012-11-25
3058,204409,948729.41,17464,4127,61,2002-05-25
3059,369845,751966.35,4328,4758,26,2005-01-05
3060,422263,715358.82,7869,15211,52,2007-03-03
3061,537783,764020.36,15063,21833,118,2021-12-27
3062,171973,639322.12,12921,3444,21,2007-11-11
3063,895117,547159.77,14629,9593,67,2001-07-07
3064,355987,928998.65,6333,9181,54,2020-05-30
3065,624016,918037.96,20429,4165,114,2006-09-30
3066,660558,778796.45,21294,17422,46,2021-04-03
3067,475995,85798.88,14805,11401,100,2019-12-10
3068,671758,445004.99,13839,1745,39,2008-01-22
3069,789440,664020.22,19373,7558,37,2003-04-23
3070,677717,366920.22,6854,4395,57,2005-12-30
3071,483295,178600.18,8520,23966,6,2011-06-01
3072,276484,300436.88,18658,13744,100,2006-05-26
3073,709724,954517.65,8968,9550,12,2006-04-30
3074,144490,325848.79,22574,20673,28,2017-07-16
3075,641929,141235.43,15273,8892,61,2000-05-28
3076,149415,490950.73,1434,646,82,2018-11-07
3077,424790,548544.6,11105,21833,86,2016-09-30
3078,346382,476316.23,23331,6167,17,2012-06-11
3079,280227,658372.34,6044,10020,118,2000-03-18
3080,823168,112291.47,12856,4551,78,2009-06-05
3081,837150,824155.26,14386,5898,35,2001-12-20
3082,562299,692203.86,20700,10276,0,2021-03-04
3083,317708,751919.99,6750,7831,40,2009-12-04
3084,193568,793244.64,2658,19801,57,2001-10-01
3085,751315,89268.21,20800,17380,116,2013-04-11
3086,810059,81114.45,4934,14789,88,2004-05-22
3087,90648,944265.39,21437,14483,34,2000-04-20
3088,464277,421273.33,13902,15740,67,2002-01-16
3089,84471,534948.65,18763,16666,67,2005-10-13
3090,63871,630125.16,16632,3114,33,2005-08-24
3091,277509,303510.22,5097,6834,102,2007-11-15
3092,461365,644905.34,16394,210,59,2007-11-13
3093,164672,763771.85,9364,5142,72,2022-04-23
3094,433366,538269.53,11325,8224,85,2006-04-18
3095,29016,801263.85,13274,10475,81,2010-10-29
3096,375312,494365.54,2709,22455,17,2011-07-07
3097,992601,76051.72,8215,16050,7,2008-01-30
3098,100227,73380.37,19242,10957,74,2001-01-22
3099,837937,122061.15,7492,3299,65,2005-01-29
3100,495319,491349.47,21794,3726,80,2003-12-13
3101,858783,744669.18,3832,13886,82,2002-03-13
3102,953085,283299.2,16755,6489,77,2009-07-30
3103,230409,696252.95,21739,17795,70,2001-01-29
3104,531293,519371.71,20213,13023,2,2009-03-30
3105,574461,385773.88,18435,7760,48,2003-07-02
3106,523349,394446.06,10982,3800,12,2000-02-10
3107,363006,51165.59,17172,13767,34,2020-11-03
3108,670478,150831.13,19660,13026,83,2013-08-01
3109,951099,892771.95,7238,17168,50,2000-02-11
3110,352347,838072.97,13999,8469,87,2011-04-06
3111,209693,253590.71,3302,18562,2,2021-01-14
3112,835900,891640.25,6175,24672,56,2009-03-21
3113,350562,539047.1,1183,4798,42,2018-06-27
3114,869613,866742.23,6655,17658,96,2006-12-13
3115,806090,714512.72,4839,9396,2,2019-12-08
3116,114057,212352.6,23497,17525,78,2017-04-15
3117,89720,991166.57,17172,350,31,2013-07-28
3118,860620,995213.46,21644,13827,107,2018-02-01
3119,981146,729208.07,2002,5110,22,2011-03-30
3120,581749,70468.19,5732,12814,56,2017-09-22
3121,103687,998065.57,3617,24008,20,2020-08-07
3122,151847,785411.39,1553,12091,61,2009-03-24
3123,39586,487137.15,9265,24109,17,2008-10-27
3124,51199,308308.69,14934,4365,108,2016-09-14
3125,888147,186616.86,11815,7986,27,2006-02-05
3126,221148,713228.96,22238,1395,18,2000-10-22
3127,430500,756202.67,18827,8302,91,2009-12-31
3128,115884,160076.78,3463,23378,106,2011-07-18
3129,963705,541715.64,21153,209,72,2001-10-30
3130,822491,555345.35,13805,24462,30,2013-02-08
3131,883707,300694.67,17806,19439,55,2011-11-17
3132,750090,39508.74,3006,16397,91,2019-02-20
3133,559973,964613.55,19339,19847,12,2007-01-21
3134,570093,703724.16,23112,10279,46,2020-10-18
3135,42137,771213.95,8166,20821,19,2001-02-05
3136,554065,69708.35,11083,6859,100,2007-02-04
3137,957979,338526.2,3852,16372,5,2011-02-07
3138,182146,222334.65,12314,21409,52,2021-07-14
3139,202953,409680.79,2976,18112,38,2005-02-14
3140,838823,168293.15,20607,20836,112,2013-06-15
3141,796126,326513.37,488,24832,11,2004-09-13
3142,835444,252295.99,12018,3910,51,2003-04-25
3143,768565,370292.73,12116,22086,29,2009-09-23
3144,839246,399416.4,21956,7014,93,2006-02-25
3145,225521,162521.35,8297,10344,117,2009-01-10
3146,925498,88276.34,6231,13062,31,2017-03-29
3147,391161,473431.89,15850,23426,69,2005-09-19
3148,433938,403023.95,2574,12938,1,2014-10-28
3149,366024,225860.42,10623,8729,46,2021-09-09
3150,178134,303462.5,4847,23785,93,2010-06-23
3151,940846,138546.54,8578,15681,69,2019-10-11
3152,584397,906734.43,13876,21915,5,2019-02-03
3153,627820,272019.02,8266,23417,81,2019-09-24
3154,448053,43136.46,2645,23359,45,2012-05-09
3155,559860,774555.95,14465,6150,82,2007-05-13
3156,325299,370643.62,2975,5327,58,2006-12-23
3157,440661,606136.07,15218,6328,86,2015-05-11
3158,681956,689196.35,5543,10152,64,2001-05-02
3159,436549,11498.57,23943,6426,41,2000-10-14
3160,425744,472305.62,2527,2619,76,2008-11-12
3161,255358,87122.47,13609,24472,49,2015-03-15
3162,693523,467771.32,12807,2226,118,2016-06-10
3163,852824,624084.5,23976,13475,103,2013-02-03
3164,694266,774329.15,763,15077,43,2018-02-04
3165,102156,514699.59,9883,23594,107,2014-11-14
3166,12596,204410.4,19102,7864,69,2010-02-27
3167,299048,87175.37,18032,2246,14,2011-02-21
3168,82717,455572.2,19390,847,103,2013-11-09
3169,222985,486648.53,12926,24656,83,2017-11-27
3170,140838,244390.14,20744,11720,78,2000-03-18
3171,182802,391297.76,7065,2936,3,2007-02-09
3172,898159,910464.75,3711,13384,97,2008-07-26
3173,572578,166414.87,14671,7385,56,2009-01-04
3174,511754,370757.85,5368,12079,56,2010-05-27
3175,304105,844802.34,5972,22316,63,2008-05-07
3176,125975,873924.3,23513,1794,3,2011-02-23
3177,649226,900048.29,9475,11811,112,2003-12-11
3178,862859,934308.99,5099,7995,119,2020-08-31
3179,208083,817284.24,6367,20030,94,2001-03-04
3180,859314,444770.31,23629,18466,16,2012-03-25
3181,756451,393068.08,15105,3384,86,2021-07-07
3182,977927,586908.21,22617,7528,110,2013-04-16
3183,983478,935452.52,16278,23844,29,2005-06-07
3184,787343,876385.36,1586,11472,40,2021-03-15
3185,703525,296102.08,5844,20974,105,2002-03-28
3186,133289,547812.82,22742,2238,17,2014-05-09
3187,55993,481224.84,4436,3158,53,2012-10-12
3188,366072,726745.19,18924,394,88,2017-01-20
3189,757672,206465.25,7290,20084,11,2010-03-14
3190,37159,919819.23,6795,2219,24,2018-11-05
3191,206552,343393.5,24830,11952,105,2019-12-11
3192,484246,430340.94,1220,5243,0,2011-07-29
3193,470970,526578.83,18834,15807,24,2000-02-15
3194,675994,671587.18,5453,6752,44,2015-11-18
3195,246625,368435.98,8375,3713,92,2010-12-16
3196,552691,301077.5,12546,14363,98,2006-07-13
3197,304087,826497.5,18403,24120,4,2010-09-19
3198,818545,222922.3,2151,23200,100,2005-09-13
3199,702983,894472.99,2379,6723,72,2021-07-04
3200,602971,777921.22,21030,23164,12,2011-12-07
3201,236927,524566.61,13822,19813,87,2017-11-11
3202,99668,285351.07,7376,10105,104,2003-02-06
3203,315585,131722.35,14727,1047,119,2000-01-28
3204,638745,100523.16,24713,21746,83,2002-04-03
3205,371328,123334.21,22697,18925,34,2011-01-08
3206,137171,549852.59,15245,12701,41,2018-02-22
3207,993483,486132.38,16070,21100,49,2005-01-10
3208,937127,444363.68,15578,18902,115,2018-06-09
3209,696053,317113.71,17247,3872,15,2009-08-22
3210,893297,867201.76,14140,19876,36,2000-03-14
3211,329558,906576.17,6072,5003,97,2020-11-05
3212,416616,74631.75,10758,18316,6,2020-01-07
3213,115248,948676.13,12457,19532,104,2015-06-29
3214,145168,341044.33,22437,6618,85,2021-07-06
3215,101842,170754.98,23220,12291,7,2004-07-25
3216,614088,640011.88,21328,1865,119,2011-10-18
3217,565625,835835.16,22480,24810,83,2009-03-13
3218,916654,688746.81,16588,8949,4,2016-08-21
3219,23772,864792.77,14724,6718,31,2018-03-09
3220,53304,160733.0,19551,17525,55,2009-08-21
3221,3990,382911.16,8058,1559,49,2018-02-14
3222,760811,960497.99,21503,13859,81,2000-07-03
3223,58429,108263.25,24270,19464,39,2001-01-13
3224,759134,461281.26,22835,1983,74,2006-10-13
3225,228435,383228.8,16547,12834,111,2017-07-08
3226,613016,453374.13,14456,11458,16,2008-10-16
3227,770927,157231.34,6917,20492,18,2003-09-20
3228,577017,243432.03,15420,17337,88,2010-07-26
3229,559405,989963.37,14373,1548,52,2011-03-01
3230,823095,892232.88,11924,9584,59,2000-03-21
3231,339778,750553.59,4675,1994,65,2018-04-24
3232,793180,268662.52,19757,24049,24,2018-04-06
3233,154335,7957.66,3727,2540,104,2008-10-21
3234,635764,471507.54,9778,8176,0,2022-01-08
3235,833215,891777.12,15704,197,62,2021-11-02
3236,710824,208594.56,14090,4117,104,2020-10-26
3237,185809,89204.53,14255,9521,115,2013-07-12
3238,159442,669539.55,1126,11906,52,2020-10-08
3239,236834,720004.76,15426,11107,112,2011-11-29
3240,191736,824047.42,24833,13709,54,2018-07-22
3241,158934,365332.88,15048,9762,63,2016-02-18
3242,732486,549633.27,20296,21503,99,2003-06-22
3243,963614,533528.36,23444,16189,86,2014-02-04
3244,849938,172421.18,10847,9677,17,2003-11-06
3245,373261,421766.35,3669,10721,37,2011-08-11
3246,269090,297729.23,15896,9349,0,2003-06-20
3247,776371,763260.56,338,11279,109,2014-01-30
3248,125919,264755.68,17627,20955,18,2019-03-09
3249,220609,113078.12,6502,11989,6,2015-02-06
3250,576670,901795.93,19824,6410,45,2001-01-22
3251,842465,728335.4,20616,20436,72,2013-12-17
3252,414505,893615.18,11883,19586,4,2018-04-07
3253,574568,230604.79,17864,14139,47,2009-01-11
3254,123503,144099.24,19008,17582,65,2017-04-25
3255,398874,413786.79,22158,7633,67,2007-09-16
3256,728105,887050.68,19509,10837,112,2002-11-18
3257,755033,907925.11,3499,15167,87,2011-02-08
3258,193586,108209.99,4191,21063,97,2009-12-19
3259,513145,132510.05,13774,22999,47,2002-07-15
3260,404847,790876.25,13214,13895,30,2005-04-23
3261,482997,686891.45,10983,2329,83,2022-02-08
3262,712535,628255.53,23854,11086,99,2013-05-15
3263,83942,220055.56,15725,3700,25,2021-10-29
3264,298797,157596.89,16037,14497,78,2000-07-20
3265,665712,625377.98,19236,21347,86,2020-11-17
3266,362903,653350.54,18915,9581,82,2014-04-10
3267,513435,109477.12,9772,13258,89,2004-03-24
3268,89801,375852.73,22836,12148,71,2019-05-07
3269,349952,233289.39,5496,21156,74,2003-11-28
3270,642258,377685.23,22504,17271,15,2012-09-27
3271,884386,809694.41,16377,10460,52,2011-04-10
3272,834292,433390.73,16400,10810,63,2012-01-23
3273,187023,8533.22,16174,22449,23,2016-01-15
3274,805498,160740.73,10170,104,27,2001-09-23
3275,267954,451584.95,3100,9740,87,2010-01-02
3276,523484,357035.43,18869,12947,60,2007-03-03
3277,311779,490780.51,11065,9016,41,2003-09-12
3278,753160,820867.18,3639,10386,35,2019-01-12
3279,58004,595708.69,10126,714,2,2013-08-31
3280,340183,913846.02,16022,4488,2,2005-12-16
3281,295832,246424.51,23387,490,114,2016-09-12
3282,833310,796186.42,19773,8351,117,2013-02-17
3283,406697,998689.48,7400,6664,4,2017-04-28
3284,829927,459319.57,20525,7517,87,2003-02-02
3285,754464,753443.07,9583,2910,2,2020-12-03
3286,115171,283126.07,22924,8858,114,2000-04-06
3287,392734,563709.5,14395,9942,117,2015-06-01
3288,674124,870975.51,4634,11803,108,2001-10-24
3289,359690,449228.98,1113,6077,68,2013-12-05
3290,141861,528217.87,5022,4677,72,2000-10-02
3291,268637,59887.47,6355,17190,41,2014-07-17
3292,439896,110012.21,14923,8544,90,2020-10-23
3293,830333,256609.85,6213,14991,51,2018-01-18
3294,879486,129493.31,21531,22976,116,2003-11-11
3295,151878,958841.19,14872,12824,92,2012-09-01
3296,38798,982280.41,15260,19407,104,2021-11-17
3297,601119,63730.76,7660,10786,66,2019-02-13
3298,943957,245057.1,20481,14724,4,2003-08-17
3299,753071,963289.38,13382,23912,36,2018-05-04
3300,692073,504755.94,15428,13026,16,2017-03-16
3301,924641,590156.0,1425,14423,32,2011-02-16
3302,310918,312018.34,4110,17563,60,2003-03-08
3303,105574,411866.35,16396,1,110,2006-03-07
3304,83272,266033.84,17842,20697,85,2005-07-09
3305,727144,278702.8,2681,11922,84,2016-06-09
3306,809301,571999.29,16857,7931,3,2008-03-28
3307,244587,732017.42,16247,11797,102,2020-06-07
3308,650837,480301.17,6408,13804,97,2000-08-26
3309,285411,366870.09,12784,12499,95,2006-12-27
3310,245491,213745.27,11612,5302,61,2021-07-21
3311,266990,619539.61,20646,2268,21,2002-10-08
3312,99934,6588.22,6690,10636,80,2002-08-01
3313,890920,449469.34,3015,23741,49,2012-10-08
3314,700700,143168.95,17854,12675,106,2001-05-10
3315,243331,10509.57,8788,4040,98,2011-09-25
3316,745797,702504.07,1708,2247,93,2014-12-24
3317,949807,556065.56,5437,12145,1,2005-11-27
3318,478426,310928.79,14948,967,70,2022-03-01
3319,890399,515775.52,3463,23572,80,2009-05-26
3320,778352,250212.43,96,5599,99,2005-10-27
3321,28454,980254.6,9726,17673,15,2007-09-12
3322,185105,968451.76,22310,17353,104,2011-09-25
3323,411544,85181.6,2302,12245,31,2011-11-26
3324,549682,944397.63,22719,8421,107,2021-10-23
3325,780296,669565.79,22562,10507,80,2003-12-12
3326,120333,626417.86,14286,22348,47,2002-03-24
3327,893900,873562.11,12329,9029,56,2021-07-11
3328,729824,824667.44,13913,5383,111,2010-08-14
3329,46308,469503.05,12145,143,0,2004-12-09
3330,274505,668618.78,16787,7423,45,2013-06-30
3331,860696,117274.65,9977,1158,100,2015-08-12
3332,618528,383740.28,11673,15423,40,2007-05-16
3333,810825,715865.52,7814,24240,51,2004-10-23
3334,151244,620354.31,13587,5637,63,2005-08-17
3335,205645,497562.0,20266,1674,56,2013-04-04
3336,60948,710788.67,11560,6871,8,2019-03-31
3337,296771,954433.44,14486,18768,80,2018-08-13
3338,742355,27147.97,18668,7746,84,2003-05-15
3339,706080,217185.3,19862,22691,79,2007-06-01
3340,984422,363004.33,20905,6888,4,2014-11-04
3341,127035,825302.12,24912,23116,23,2005-05-22
3342,282790,631605.4,10027,2699,107,2017-03-19
3343,994734,395538.06,24407,12280,11,2004-09-07
3344,780827,878783.99,18848,20254,117,2012-04-23
3345,751076,781475.38,3186,5623,76,2000-12-16
3346,370454,388142.53,7713,15812,77,2013-06-19
3347,223560,252333.83,14082,9254,73,2013-09-13
3348,340405,497846.19,21213,2082,22,2018-11-24
3349,360905,307311.48,2718,20551,24,2002-02-11
3350,819457,468565.47,23583,11771,48,2002-11-18
3351,205462,479952.32,9786,11496,44,2000-10-31
3352,372346,172015.44,22139,14918,63,2013-09-06
3353,460446,781859.26,17008,4268,42,2000-09-23
3354,614976,18307.0,6385,21296,51,2019-06-26
3355,143270,702549.29,15891,10922,75,2020-12-28
3356,843671,789398.35,14821,23864,86,2009-12-30
3357,450117,815105.33,22728,16580,32,2004-12-08
3358,241484,255036.18,2921,15460,63,2005-11-04
3359,350343,489956.85,20395,8955,104,2014-05-24
3360,142053,780986.96,8290,11164,6,2000-05-27
3361,63271,498052.01,23384,19177,28,2013-01-31
3362,114963,266135.19,20800,6057,83,2004-12-03
3363,869197,404340.07,13329,13133,99,2004-06-27
3364,828319,362027.02,22751,11514,2,2017-06-02
3365,57655,397285.74,9344,2204,87,2012-02-14
3366,98389,14765.39,20358,24580,24,2000-10-29
3367,468012,971816.13,12333,19140,81,2010-01-09
3368,111893,248707.79,7225,15081,20,2007-03-26
3369,729404,151705.79,15489,5440,80,2008-05-02
3370,588873,738635.78,8558,11456,73,2006-10-22
3371,305584,41705.28,11354,7433,6,2016-05-28
3372,883814,452536.33,18318,18437,5,2001-01-21
3373,870969,361329.66,7108,5894,40,2001-07-10
3374,469799,15720.4,5676,19557,30,2013-09-02
3375,433265,680195.54,9984,4117,100,2021-07-17
3376,850429,358727.6,19276,20018,69,2000-10-28
3377,60295,778657.4,23591,194,112,2021-02-16
3378,602112,802786.36,16382,7956,0,2003-06-25
3379,126140,912151.06,6375,11208,42,2018-08-29
3380,339436,221756.06,10456,11835,77,2011-03-09
