id,nome,data_fondazione,quotazioni,sede
2248,"Mccall, Goodman and Lane",1963-01-31,"[{'azionista': 6919, 'quota': 19}, {'azionista': 7205, 'quota': 81}]",73
2249,Brown-Sanchez,1973-09-18,"[{'azionista': 4609, 'quota': 55}, {'azionista': 8574, 'quota': 31}, {'azionista': 6019, 'quota': 11}, {'azionista': 5165, 'quota': 3}]",99
2250,"Donaldson, Cox and Mitchell",1986-01-17,"[{'azionista': 7933, 'quota': 63}, {'azionista': 6817, 'quota': 37}]",95
2251,Scott Group,1995-03-13,"[{'azionista': 7943, 'quota': 61}, {'azionista': 7542, 'quota': 27}, {'azionista': 6109, 'quota': 12}]",13
2252,"Miller, Garcia and Jackson",1984-02-11,"[{'azionista': 6874, 'quota': 93}, {'azionista': 6755, 'quota': 7}]",7
2253,"Harrison, Knight and Lewis",1995-02-01,"[{'azionista': 5716, 'quota': 96}, {'azionista': 4017, 'quota': 4}]",80
2254,"Johnson, Webster and Williams",1977-05-12,"[{'azionista': 6092, 'quota': 15}, {'azionista': 4844, 'quota': 13}, {'azionista': 7895, 'quota': 72}]",95
2255,Nguyen LLC,1976-03-01,"[{'azionista': 7263, 'quota': 9}, {'azionista': 4097, 'quota': 22}, {'azionista': 7791, 'quota': 65}, {'azionista': 6481, 'quota': 4}]",71
2256,"Erickson, Turner and Williams",1972-06-22,"[{'azionista': 4387, 'quota': 26}, {'azionista': 6259, 'quota': 7}, {'azionista': 8014, 'quota': 13}, {'azionista': 5653, 'quota': 21}, {'azionista': 4746, 'quota': 33}]",42
2257,"Armstrong, Byrd and Jackson",1971-07-12,"[{'azionista': 6889, 'quota': 21}, {'azionista': 7114, 'quota': 75}, {'azionista': 8636, 'quota': 4}]",97
2258,Nixon-Wilson,1988-05-22,"[{'azionista': 5382, 'quota': 100}]",103
2259,Stevens-Hernandez,1975-11-05,"[{'azionista': 7371, 'quota': 69}, {'azionista': 8190, 'quota': 14}, {'azionista': 8367, 'quota': 17}]",78
2260,Russell Group,1981-09-03,"[{'azionista': 7720, 'quota': 40}, {'azionista': 7778, 'quota': 10}, {'azionista': 5885, 'quota': 50}]",64
2261,"Hendricks, Larson and Adams",1964-10-03,"[{'azionista': 4107, 'quota': 56}, {'azionista': 3835, 'quota': 44}]",0
2262,"King, Warner and Harrington",1965-06-12,"[{'azionista': 7019, 'quota': 57}, {'azionista': 8733, 'quota': 12}, {'azionista': 5166, 'quota': 4}, {'azionista': 7824, 'quota': 27}]",80
2263,Hancock-Ortiz,1981-07-23,"[{'azionista': 4625, 'quota': 8}, {'azionista': 4966, 'quota': 3}, {'azionista': 7908, 'quota': 89}]",88
2264,"Murray, Sullivan and Rush",1965-10-01,"[{'azionista': 6467, 'quota': 45}, {'azionista': 6899, 'quota': 16}, {'azionista': 6006, 'quota': 1}, {'azionista': 4977, 'quota': 38}]",55
2265,"Tran, Chambers and Rivera",1989-06-08,"[{'azionista': 8125, 'quota': 19}, {'azionista': 5792, 'quota': 37}, {'azionista': 8557, 'quota': 44}]",10
2266,Herrera PLC,1990-06-23,"[{'azionista': 8548, 'quota': 16}, {'azionista': 6179, 'quota': 47}, {'azionista': 7699, 'quota': 24}, {'azionista': 4082, 'quota': 13}]",49
2267,Mendez Inc,1967-09-23,"[{'azionista': 5836, 'quota': 83}, {'azionista': 8383, 'quota': 17}]",58
2268,Harper Group,1972-10-13,"[{'azionista': 7874, 'quota': 59}, {'azionista': 7992, 'quota': 19}, {'azionista': 4638, 'quota': 22}]",6
2269,Wallace-Brown,1994-09-13,"[{'azionista': 6150, 'quota': 46}, {'azionista': 6229, 'quota': 39}, {'azionista': 6189, 'quota': 15}]",29
2270,Tyler Inc,1989-09-01,"[{'azionista': 6173, 'quota': 53}, {'azionista': 6766, 'quota': 47}]",55
2271,"Faulkner, Martinez and Powell",1984-05-19,"[{'azionista': 5364, 'quota': 45}, {'azionista': 4008, 'quota': 31}, {'azionista': 6869, 'quota': 24}]",36
2272,"Phillips, West and Allen",1977-01-18,"[{'azionista': 7941, 'quota': 60}, {'azionista': 8383, 'quota': 40}]",26
2273,Schwartz Ltd,1982-11-18,"[{'azionista': 5000, 'quota': 14}, {'azionista': 5603, 'quota': 86}]",95
2274,Gray Group,1967-12-08,"[{'azionista': 8589, 'quota': 23}, {'azionista': 3843, 'quota': 41}, {'azionista': 4681, 'quota': 36}]",27
2275,Kelley PLC,1978-08-11,"[{'azionista': 4625, 'quota': 65}, {'azionista': 6848, 'quota': 30}, {'azionista': 4516, 'quota': 5}]",74
2276,Jones-Saunders,1995-11-29,"[{'azionista': 4707, 'quota': 21}, {'azionista': 4502, 'quota': 79}]",79
2277,Graham-Gibson,1983-02-09,"[{'azionista': 8075, 'quota': 55}, {'azionista': 7776, 'quota': 45}]",103
2278,"Rogers, Salas and Freeman",1961-11-16,"[{'azionista': 4474, 'quota': 45}, {'azionista': 8332, 'quota': 31}, {'azionista': 5506, 'quota': 24}]",67
2279,"Mullins, Thomas and Jones",1986-07-04,"[{'azionista': 8644, 'quota': 33}, {'azionista': 5815, 'quota': 60}, {'azionista': 7761, 'quota': 7}]",50
2280,"Collins, Silva and Hernandez",1985-09-04,"[{'azionista': 3854, 'quota': 82}, {'azionista': 7889, 'quota': 17}, {'azionista': 5701, 'quota': 1}]",4
2281,"Mejia, Simon and Wagner",1985-11-08,"[{'azionista': 6688, 'quota': 86}, {'azionista': 6660, 'quota': 14}]",71
2282,Thomas PLC,1968-06-22,"[{'azionista': 7361, 'quota': 25}, {'azionista': 6201, 'quota': 66}, {'azionista': 7651, 'quota': 1}, {'azionista': 6658, 'quota': 8}]",33
2283,Brown-Gonzalez,1989-10-28,"[{'azionista': 6574, 'quota': 56}, {'azionista': 7502, 'quota': 40}, {'azionista': 8028, 'quota': 4}]",20
2284,Brown-Clark,1972-01-19,"[{'azionista': 8584, 'quota': 47}, {'azionista': 8715, 'quota': 53}]",91
2285,Carpenter Inc,1969-03-30,"[{'azionista': 7387, 'quota': 44}, {'azionista': 8024, 'quota': 56}]",59
2286,Wood LLC,1960-08-26,"[{'azionista': 6973, 'quota': 54}, {'azionista': 5240, 'quota': 46}]",48
2287,Adams-Hernandez,1986-06-20,"[{'azionista': 7935, 'quota': 48}, {'azionista': 5602, 'quota': 52}]",78
2288,Sandoval and Sons,1966-02-21,"[{'azionista': 7696, 'quota': 49}, {'azionista': 5989, 'quota': 51}]",91
2289,Black-King,1981-05-25,"[{'azionista': 4836, 'quota': 82}, {'azionista': 6735, 'quota': 18}]",45
2290,"Norman, Bradford and Flores",1973-07-09,"[{'azionista': 4528, 'quota': 85}, {'azionista': 5311, 'quota': 15}]",53
2291,Barajas-Duncan,1967-04-24,"[{'azionista': 7992, 'quota': 8}, {'azionista': 3995, 'quota': 12}, {'azionista': 3850, 'quota': 30}, {'azionista': 6618, 'quota': 50}]",89
2292,White-Turner,1971-02-08,"[{'azionista': 5541, 'quota': 74}, {'azionista': 8332, 'quota': 26}]",25
2293,"Armstrong, Herrera and Obrien",1996-08-07,"[{'azionista': 7599, 'quota': 43}, {'azionista': 6427, 'quota': 57}]",37
2294,"Stevenson, Olson and Pitts",1975-02-24,"[{'azionista': 5422, 'quota': 66}, {'azionista': 4160, 'quota': 34}]",80
2295,"Hatfield, Morrison and Lawrence",1977-11-30,"[{'azionista': 5931, 'quota': 54}, {'azionista': 6915, 'quota': 36}, {'azionista': 6893, 'quota': 10}]",66
2296,Hudson Ltd,1989-10-07,"[{'azionista': 5055, 'quota': 61}, {'azionista': 5647, 'quota': 3}, {'azionista': 4450, 'quota': 36}]",72
2297,Johnson LLC,1991-08-02,"[{'azionista': 4148, 'quota': 52}, {'azionista': 8192, 'quota': 46}, {'azionista': 5923, 'quota': 2}]",79
2298,Chen-Carr,1997-05-09,"[{'azionista': 7591, 'quota': 19}, {'azionista': 4239, 'quota': 8}, {'azionista': 5609, 'quota': 13}, {'azionista': 4314, 'quota': 3}, {'azionista': 7324, 'quota': 17}, {'azionista': 8172, 'quota': 40}]",73
2299,Williams Inc,1960-08-24,"[{'azionista': 5023, 'quota': 32}, {'azionista': 7251, 'quota': 68}]",21
2300,"Thornton, Ball and Glover",1991-02-28,"[{'azionista': 5626, 'quota': 19}, {'azionista': 6993, 'quota': 62}, {'azionista': 5389, 'quota': 19}]",82
2301,Brown PLC,1974-03-19,"[{'azionista': 8465, 'quota': 14}, {'azionista': 6511, 'quota': 45}, {'azionista': 4807, 'quota': 41}]",55
2302,"Buchanan, Burke and Black",1974-11-01,"[{'azionista': 5439, 'quota': 51}, {'azionista': 6998, 'quota': 49}]",31
2303,Richardson Group,1982-08-10,"[{'azionista': 6830, 'quota': 73}, {'azionista': 6105, 'quota': 27}]",67
2304,Davila and Sons,1970-05-29,"[{'azionista': 5700, 'quota': 79}, {'azionista': 8060, 'quota': 21}]",24
2305,Hernandez-Schneider,1994-07-17,"[{'azionista': 6751, 'quota': 27}, {'azionista': 4792, 'quota': 15}, {'azionista': 6130, 'quota': 17}, {'azionista': 5826, 'quota': 31}, {'azionista': 4825, 'quota': 10}]",42
2306,Pruitt-Brown,1984-08-05,"[{'azionista': 5835, 'quota': 31}, {'azionista': 5066, 'quota': 10}, {'azionista': 6550, 'quota': 49}, {'azionista': 8168, 'quota': 10}]",88
2307,Johnson-Lopez,1964-08-05,"[{'azionista': 7527, 'quota': 51}, {'azionista': 7662, 'quota': 45}, {'azionista': 4456, 'quota': 4}]",19
2308,Barnett Ltd,1989-05-05,"[{'azionista': 6936, 'quota': 6}, {'azionista': 4349, 'quota': 29}, {'azionista': 7549, 'quota': 65}]",54
2309,"Wright, Gilbert and Stephenson",1996-04-22,"[{'azionista': 6489, 'quota': 28}, {'azionista': 5158, 'quota': 14}, {'azionista': 5927, 'quota': 58}]",15
2310,"Crane, Bryan and Smith",1975-06-25,"[{'azionista': 6377, 'quota': 87}, {'azionista': 6727, 'quota': 11}, {'azionista': 5397, 'quota': 2}]",33
2311,"Miller, Jimenez and Kerr",1984-03-13,"[{'azionista': 6199, 'quota': 46}, {'azionista': 6181, 'quota': 54}]",9
2312,Williams-Spence,1969-03-18,"[{'azionista': 4068, 'quota': 46}, {'azionista': 7797, 'quota': 24}, {'azionista': 6744, 'quota': 30}]",37
2313,Williamson and Sons,1962-04-26,"[{'azionista': 6371, 'quota': 21}, {'azionista': 5471, 'quota': 6}, {'azionista': 7193, 'quota': 73}]",47
2314,Fowler PLC,1984-10-24,"[{'azionista': 7078, 'quota': 69}, {'azionista': 5655, 'quota': 31}]",22
2315,Mills-Townsend,1992-06-27,"[{'azionista': 4037, 'quota': 50}, {'azionista': 7540, 'quota': 50}]",41
2316,Hill Inc,1993-12-18,"[{'azionista': 4987, 'quota': 39}, {'azionista': 8023, 'quota': 52}, {'azionista': 4049, 'quota': 9}]",23
2317,Lewis-Sutton,1990-08-25,"[{'azionista': 8364, 'quota': 22}, {'azionista': 5023, 'quota': 49}, {'azionista': 8060, 'quota': 29}]",36
2318,Stokes PLC,1989-01-04,"[{'azionista': 8083, 'quota': 48}, {'azionista': 5539, 'quota': 41}, {'azionista': 7039, 'quota': 11}]",100
2319,Martinez-Robinson,1985-10-27,"[{'azionista': 4275, 'quota': 89}, {'azionista': 5780, 'quota': 11}]",82
2320,Curtis-Herrera,1966-11-22,"[{'azionista': 4593, 'quota': 94}, {'azionista': 5363, 'quota': 6}]",41
2321,"Ford, Mercado and Martin",1997-07-13,"[{'azionista': 8137, 'quota': 91}, {'azionista': 4369, 'quota': 9}]",99
2322,"Durham, Campbell and Bowman",1995-04-04,"[{'azionista': 4569, 'quota': 47}, {'azionista': 3802, 'quota': 53}]",94
2323,Crawford-Wallace,1983-11-09,"[{'azionista': 6289, 'quota': 36}, {'azionista': 8471, 'quota': 64}]",59
2324,Michael Group,1994-09-07,"[{'azionista': 5208, 'quota': 91}, {'azionista': 5633, 'quota': 5}, {'azionista': 6356, 'quota': 4}]",26
2325,Parker-Watson,1962-12-04,"[{'azionista': 6329, 'quota': 38}, {'azionista': 4842, 'quota': 11}, {'azionista': 7849, 'quota': 44}, {'azionista': 4556, 'quota': 7}]",30
2326,Martin-Khan,1972-02-16,"[{'azionista': 8594, 'quota': 1}, {'azionista': 8389, 'quota': 59}, {'azionista': 4520, 'quota': 6}, {'azionista': 5525, 'quota': 12}, {'azionista': 8334, 'quota': 22}]",67
2327,Hines Inc,1990-11-18,"[{'azionista': 6597, 'quota': 83}, {'azionista': 7545, 'quota': 17}]",35
2328,Ellis-Marsh,1970-03-20,"[{'azionista': 4068, 'quota': 49}, {'azionista': 4358, 'quota': 51}]",53
2329,"Carroll, Stanley and Brown",1996-02-05,"[{'azionista': 8533, 'quota': 72}, {'azionista': 4538, 'quota': 8}, {'azionista': 6032, 'quota': 7}, {'azionista': 4588, 'quota': 13}]",91
2330,"Carpenter, Chang and Fuller",1965-05-23,"[{'azionista': 6389, 'quota': 55}, {'azionista': 5481, 'quota': 10}, {'azionista': 6393, 'quota': 35}]",80
2331,Williams and Sons,1963-05-15,"[{'azionista': 3819, 'quota': 33}, {'azionista': 7878, 'quota': 5}, {'azionista': 5595, 'quota': 1}, {'azionista': 6882, 'quota': 61}]",23
2332,"Melton, Fuentes and Randolph",1973-12-18,"[{'azionista': 7561, 'quota': 19}, {'azionista': 5545, 'quota': 81}]",54
2333,Becker-Garcia,1972-07-24,"[{'azionista': 5470, 'quota': 25}, {'azionista': 8303, 'quota': 29}, {'azionista': 7793, 'quota': 10}, {'azionista': 5856, 'quota': 1}, {'azionista': 6955, 'quota': 35}]",55
2334,"Gordon, Benjamin and Diaz",1975-03-12,"[{'azionista': 5114, 'quota': 90}, {'azionista': 7081, 'quota': 10}]",73
2335,"Baker, Townsend and Chen",1991-10-05,"[{'azionista': 6065, 'quota': 71}, {'azionista': 4225, 'quota': 29}]",31
2336,Pugh-Lewis,1978-10-06,"[{'azionista': 3940, 'quota': 79}, {'azionista': 8191, 'quota': 21}]",17
2337,"Mosley, Chavez and Fernandez",1978-05-14,"[{'azionista': 4680, 'quota': 91}, {'azionista': 4198, 'quota': 9}]",87
2338,Griffin-Lee,1982-07-04,"[{'azionista': 4242, 'quota': 14}, {'azionista': 5836, 'quota': 86}]",60
2339,Porter LLC,1969-03-11,"[{'azionista': 7024, 'quota': 43}, {'azionista': 8219, 'quota': 57}]",85
2340,Williams Ltd,1962-11-19,"[{'azionista': 7249, 'quota': 82}, {'azionista': 3944, 'quota': 18}]",9
2341,Guzman PLC,1997-09-12,"[{'azionista': 4126, 'quota': 15}, {'azionista': 7434, 'quota': 58}, {'azionista': 5413, 'quota': 9}, {'azionista': 4558, 'quota': 18}]",14
2342,"Terry, Horne and Nelson",1969-11-22,"[{'azionista': 5763, 'quota': 4}, {'azionista': 6748, 'quota': 25}, {'azionista': 7457, 'quota': 8}, {'azionista': 4682, 'quota': 39}, {'azionista': 4813, 'quota': 1}, {'azionista': 6174, 'quota': 23}]",68
2343,"Lutz, Brown and George",1972-04-07,"[{'azionista': 7189, 'quota': 1}, {'azionista': 8217, 'quota': 35}, {'azionista': 8074, 'quota': 8}, {'azionista': 4892, 'quota': 56}]",61
2344,Walton and Sons,1969-04-15,"[{'azionista': 8726, 'quota': 57}, {'azionista': 7389, 'quota': 20}, {'azionista': 4998, 'quota': 13}, {'azionista': 6216, 'quota': 10}]",3
2345,"Bailey, Harris and Armstrong",1968-06-10,"[{'azionista': 4111, 'quota': 18}, {'azionista': 6492, 'quota': 66}, {'azionista': 5492, 'quota': 16}]",28
2346,Best Inc,1994-10-23,"[{'azionista': 8560, 'quota': 77}, {'azionista': 7472, 'quota': 12}, {'azionista': 6755, 'quota': 11}]",74
2347,Malone and Sons,1964-07-23,"[{'azionista': 8511, 'quota': 71}, {'azionista': 4948, 'quota': 29}]",95
2348,"Randall, Richardson and Mitchell",1962-08-02,"[{'azionista': 8582, 'quota': 71}, {'azionista': 5750, 'quota': 21}, {'azionista': 5459, 'quota': 8}]",18
2349,Morris-Herrera,1973-11-24,"[{'azionista': 7928, 'quota': 34}, {'azionista': 7630, 'quota': 31}, {'azionista': 7391, 'quota': 35}]",63
2350,Kennedy PLC,1976-06-28,"[{'azionista': 4432, 'quota': 76}, {'azionista': 7787, 'quota': 4}, {'azionista': 8477, 'quota': 20}]",35
2351,Williams-Stevenson,1968-10-08,"[{'azionista': 5506, 'quota': 8}, {'azionista': 6828, 'quota': 27}, {'azionista': 8175, 'quota': 65}]",86
2352,Carter-Parsons,1997-12-15,"[{'azionista': 7928, 'quota': 25}, {'azionista': 5850, 'quota': 32}, {'azionista': 4376, 'quota': 9}, {'azionista': 6697, 'quota': 34}]",29
2353,"Perez, Freeman and Cox",1992-05-09,"[{'azionista': 7514, 'quota': 94}, {'azionista': 6533, 'quota': 6}]",41
2354,Hatfield-Vasquez,1974-01-06,"[{'azionista': 7881, 'quota': 47}, {'azionista': 8653, 'quota': 45}, {'azionista': 4164, 'quota': 8}]",62
2355,"Hahn, Morrison and Strong",1963-05-05,"[{'azionista': 8049, 'quota': 17}, {'azionista': 6602, 'quota': 70}, {'azionista': 4851, 'quota': 13}]",16
2356,Wells LLC,1981-06-11,"[{'azionista': 5574, 'quota': 64}, {'azionista': 7191, 'quota': 34}, {'azionista': 7740, 'quota': 2}]",99
2357,Hays-Brown,1990-06-25,"[{'azionista': 7131, 'quota': 7}, {'azionista': 7549, 'quota': 93}]",83
2358,Larson-Simpson,1970-11-07,"[{'azionista': 8745, 'quota': 58}, {'azionista': 6149, 'quota': 42}]",88
2359,"Harris, Johnson and Allen",1967-12-13,"[{'azionista': 4995, 'quota': 5}, {'azionista': 5552, 'quota': 43}, {'azionista': 7387, 'quota': 52}]",15
2360,Reid Group,1968-01-08,"[{'azionista': 6929, 'quota': 97}, {'azionista': 8219, 'quota': 3}]",69
2361,Adams Group,1974-09-02,"[{'azionista': 5154, 'quota': 63}, {'azionista': 5552, 'quota': 27}, {'azionista': 5257, 'quota': 9}, {'azionista': 8556, 'quota': 1}]",0
2362,Davis-Brown,1998-01-24,"[{'azionista': 4642, 'quota': 31}, {'azionista': 4019, 'quota': 69}]",11
2363,Harris-Roberts,1989-01-17,"[{'azionista': 7748, 'quota': 83}, {'azionista': 4930, 'quota': 17}]",46
2364,Lucas Group,1983-07-20,"[{'azionista': 4812, 'quota': 19}, {'azionista': 6619, 'quota': 81}]",11
2365,Edwards-Larson,1964-01-05,"[{'azionista': 7311, 'quota': 7}, {'azionista': 3853, 'quota': 23}, {'azionista': 5743, 'quota': 32}, {'azionista': 7516, 'quota': 38}]",8
2366,Chen-Moore,1979-08-16,"[{'azionista': 6761, 'quota': 58}, {'azionista': 7012, 'quota': 32}, {'azionista': 5254, 'quota': 9}, {'azionista': 8666, 'quota': 1}]",99
2367,"Gomez, Bennett and Cook",1996-08-02,"[{'azionista': 8388, 'quota': 43}, {'azionista': 6400, 'quota': 57}]",23
2368,Watson and Sons,1967-01-31,"[{'azionista': 7453, 'quota': 57}, {'azionista': 4941, 'quota': 43}]",96
2369,"Smith, Reynolds and Gray",1976-09-16,"[{'azionista': 4107, 'quota': 32}, {'azionista': 6660, 'quota': 62}, {'azionista': 3946, 'quota': 6}]",77
2370,Nunez and Sons,1990-07-03,"[{'azionista': 4786, 'quota': 33}, {'azionista': 7648, 'quota': 32}, {'azionista': 7961, 'quota': 17}, {'azionista': 5309, 'quota': 18}]",12
2371,Downs-Willis,1998-10-22,"[{'azionista': 7770, 'quota': 98}, {'azionista': 8715, 'quota': 2}]",20
2372,Pham Ltd,1974-11-07,"[{'azionista': 7233, 'quota': 94}, {'azionista': 5313, 'quota': 6}]",10
2373,Chapman-Allen,1980-11-08,"[{'azionista': 5038, 'quota': 92}, {'azionista': 3862, 'quota': 8}]",77
2374,Mitchell-Blanchard,1961-09-28,"[{'azionista': 7762, 'quota': 52}, {'azionista': 5779, 'quota': 30}, {'azionista': 6052, 'quota': 18}]",21
2375,"Mcdonald, Lin and Cunningham",1963-03-27,"[{'azionista': 8172, 'quota': 11}, {'azionista': 4616, 'quota': 38}, {'azionista': 4707, 'quota': 51}]",62
2376,"Hanna, Norton and Neal",1970-06-06,"[{'azionista': 4657, 'quota': 15}, {'azionista': 6278, 'quota': 45}, {'azionista': 6611, 'quota': 40}]",66
2377,Franklin Ltd,1987-07-22,"[{'azionista': 4493, 'quota': 28}, {'azionista': 8493, 'quota': 52}, {'azionista': 4387, 'quota': 20}]",69
2378,"Saunders, Hartman and Stafford",1982-05-25,"[{'azionista': 6442, 'quota': 85}, {'azionista': 5348, 'quota': 15}]",37
2379,Ball-Jones,1995-07-20,"[{'azionista': 4388, 'quota': 85}, {'azionista': 4271, 'quota': 15}]",8
2380,Patterson Ltd,1965-05-01,"[{'azionista': 4512, 'quota': 58}, {'azionista': 7504, 'quota': 42}]",16
2381,"Hall, Lee and Rivas",1967-07-25,"[{'azionista': 4857, 'quota': 1}, {'azionista': 4707, 'quota': 3}, {'azionista': 7289, 'quota': 72}, {'azionista': 7456, 'quota': 24}]",49
2382,Smith and Sons,1965-07-31,"[{'azionista': 8342, 'quota': 59}, {'azionista': 4860, 'quota': 7}, {'azionista': 6747, 'quota': 34}]",84
2383,Brooks-Palmer,1976-07-14,"[{'azionista': 8121, 'quota': 86}, {'azionista': 4334, 'quota': 14}]",67
2384,Hurst Ltd,1963-09-26,"[{'azionista': 5259, 'quota': 28}, {'azionista': 4233, 'quota': 64}, {'azionista': 8636, 'quota': 8}]",60
2385,"Fry, Marquez and Melton",1980-10-25,"[{'azionista': 4908, 'quota': 36}, {'azionista': 7782, 'quota': 18}, {'azionista': 8391, 'quota': 17}, {'azionista': 6073, 'quota': 29}]",18
2386,Thompson LLC,1978-01-01,"[{'azionista': 4956, 'quota': 57}, {'azionista': 8106, 'quota': 37}, {'azionista': 8540, 'quota': 6}]",77
2387,Simmons-Robles,1986-12-18,"[{'azionista': 7057, 'quota': 29}, {'azionista': 7727, 'quota': 65}, {'azionista': 6848, 'quota': 6}]",82
2388,Hunter-White,1962-04-06,"[{'azionista': 8706, 'quota': 18}, {'azionista': 4472, 'quota': 6}, {'azionista': 4666, 'quota': 28}, {'azionista': 5619, 'quota': 44}, {'azionista': 4301, 'quota': 4}]",94
2389,"Garcia, Hale and Flores",1965-12-19,"[{'azionista': 6796, 'quota': 11}, {'azionista': 4469, 'quota': 76}, {'azionista': 7562, 'quota': 13}]",56
2390,Garcia-Gibson,1964-05-11,"[{'azionista': 4518, 'quota': 21}, {'azionista': 7795, 'quota': 53}, {'azionista': 8500, 'quota': 26}]",35
2391,Archer-Stein,1993-11-27,"[{'azionista': 5222, 'quota': 81}, {'azionista': 4481, 'quota': 19}]",10
2392,"Wells, Fischer and Horne",1981-02-13,"[{'azionista': 5134, 'quota': 25}, {'azionista': 4208, 'quota': 40}, {'azionista': 3850, 'quota': 35}]",88
2393,Schwartz-Berger,1984-04-09,"[{'azionista': 5280, 'quota': 7}, {'azionista': 5079, 'quota': 60}, {'azionista': 6938, 'quota': 33}]",0
2394,"Hill, Mccormick and Berry",1995-11-25,"[{'azionista': 7089, 'quota': 1}, {'azionista': 4410, 'quota': 18}, {'azionista': 5654, 'quota': 6}, {'azionista': 8350, 'quota': 56}, {'azionista': 6033, 'quota': 19}]",80
2395,"Cox, Allen and Garrison",1978-03-31,"[{'azionista': 6606, 'quota': 60}, {'azionista': 7663, 'quota': 40}]",7
2396,Scott-Long,1973-05-13,"[{'azionista': 7398, 'quota': 43}, {'azionista': 6839, 'quota': 57}]",81
2397,Nichols PLC,1978-03-04,"[{'azionista': 8292, 'quota': 12}, {'azionista': 8096, 'quota': 81}, {'azionista': 8666, 'quota': 7}]",1
2398,"Sanchez, Henson and Tucker",1965-05-16,"[{'azionista': 8102, 'quota': 77}, {'azionista': 6820, 'quota': 21}, {'azionista': 8711, 'quota': 2}]",56
2399,Coleman Inc,1991-11-26,"[{'azionista': 5040, 'quota': 56}, {'azionista': 8520, 'quota': 44}]",9
2400,Salas Inc,1984-03-15,"[{'azionista': 5139, 'quota': 13}, {'azionista': 7137, 'quota': 87}]",53
2401,"Hernandez, Collins and Howe",1964-12-29,"[{'azionista': 4426, 'quota': 78}, {'azionista': 7670, 'quota': 2}, {'azionista': 6984, 'quota': 20}]",88
2402,"Williams, Maxwell and Benson",1985-10-18,"[{'azionista': 7990, 'quota': 96}, {'azionista': 4846, 'quota': 4}]",91
2403,Miller-Evans,1964-05-12,"[{'azionista': 5450, 'quota': 7}, {'azionista': 5039, 'quota': 93}]",22
2404,"Powell, Stone and Wilcox",1969-12-03,"[{'azionista': 8402, 'quota': 75}, {'azionista': 6564, 'quota': 25}]",102
2405,Johnson-Leonard,1977-02-06,"[{'azionista': 4230, 'quota': 34}, {'azionista': 6830, 'quota': 66}]",73
2406,Johnson-Shelton,1987-06-22,"[{'azionista': 5486, 'quota': 64}, {'azionista': 5077, 'quota': 36}]",32
2407,"Ray, Goodwin and Berry",1961-06-19,"[{'azionista': 5479, 'quota': 34}, {'azionista': 4914, 'quota': 66}]",93
2408,Phillips-Lee,1983-11-20,"[{'azionista': 5125, 'quota': 56}, {'azionista': 5012, 'quota': 44}]",50
2409,"Roman, Dunlap and Kennedy",1979-09-16,"[{'azionista': 7474, 'quota': 14}, {'azionista': 4183, 'quota': 61}, {'azionista': 8450, 'quota': 20}, {'azionista': 5185, 'quota': 5}]",1
2410,Smith and Sons,1965-12-28,"[{'azionista': 5678, 'quota': 64}, {'azionista': 5838, 'quota': 36}]",84
2411,Robertson LLC,1987-05-18,"[{'azionista': 8291, 'quota': 40}, {'azionista': 6964, 'quota': 43}, {'azionista': 4663, 'quota': 17}]",28
2412,"Lowery, Thompson and Wright",1989-03-19,"[{'azionista': 5430, 'quota': 42}, {'azionista': 6395, 'quota': 21}, {'azionista': 5628, 'quota': 37}]",21
2413,Hughes Group,1983-12-12,"[{'azionista': 7232, 'quota': 39}, {'azionista': 5920, 'quota': 33}, {'azionista': 6610, 'quota': 28}]",2
2414,Monroe PLC,1993-10-21,"[{'azionista': 7834, 'quota': 97}, {'azionista': 7828, 'quota': 3}]",56
2415,"Gutierrez, Robinson and Vaughan",1978-07-10,"[{'azionista': 5282, 'quota': 30}, {'azionista': 6317, 'quota': 30}, {'azionista': 7304, 'quota': 40}]",47
2416,"Jenkins, Brown and Alvarado",1996-06-14,"[{'azionista': 4769, 'quota': 65}, {'azionista': 3953, 'quota': 33}, {'azionista': 3867, 'quota': 2}]",54
2417,"Reynolds, James and Hudson",1965-07-19,"[{'azionista': 5934, 'quota': 56}, {'azionista': 7837, 'quota': 37}, {'azionista': 4354, 'quota': 7}]",39
2418,Burton LLC,1977-12-15,"[{'azionista': 6931, 'quota': 1}, {'azionista': 6744, 'quota': 93}, {'azionista': 4231, 'quota': 6}]",45
2419,Brady-Morgan,1998-10-04,"[{'azionista': 7781, 'quota': 8}, {'azionista': 8537, 'quota': 10}, {'azionista': 8176, 'quota': 70}, {'azionista': 6248, 'quota': 12}]",60
2420,"Morgan, Ramirez and Mccoy",1989-07-16,"[{'azionista': 7100, 'quota': 37}, {'azionista': 6374, 'quota': 57}, {'azionista': 8580, 'quota': 6}]",63
2421,Wilson-Keith,1994-01-29,"[{'azionista': 8206, 'quota': 61}, {'azionista': 6724, 'quota': 39}]",95
2422,"Flynn, Robinson and Ortiz",1989-12-08,"[{'azionista': 5833, 'quota': 67}, {'azionista': 4227, 'quota': 1}, {'azionista': 4127, 'quota': 30}, {'azionista': 4884, 'quota': 2}]",12
2423,"Garcia, Jackson and Chavez",1986-01-21,"[{'azionista': 7169, 'quota': 76}, {'azionista': 6797, 'quota': 24}]",65
2424,Cobb Group,1980-06-16,"[{'azionista': 5056, 'quota': 86}, {'azionista': 5534, 'quota': 14}]",54
