azienda,azionista,quota,ubo
1757,2489,64,0,
1757,3279,30,0,
1757,3676,4,0,
1757,4290,2,0,
1758,1935,61,0,
1758,3465,39,0,
1759,3869,8,0,
1759,3834,76,0,
1759,4169,16,0,
1760,3381,69,0,
1760,3261,31,0,
1761,3236,3,0,
1761,3884,82,0,
1761,4222,15,0,
1762,2096,18,0,
1762,2598,82,0,
1763,4077,27,0,
1763,3969,73,0,
1764,2113,61,0,
1764,3731,37,0,
1764,4342,2,0,
1765,2559,6,0,
1765,3356,9,0,
1765,4089,32,0,
1765,1881,19,0,
1765,2617,30,0,
1765,3778,4,0,
1766,3809,25,0,
1766,3630,67,0,
1766,3788,8,0,
1767,3525,33,0,
1767,2710,67,0,
1768,4031,9,0,
1768,4085,77,0,
1768,3919,14,0,
1769,2690,21,0,
1769,3573,79,0,
1770,3642,91,0,
1770,3787,9,0,
1771,1938,85,0,
1771,4274,15,0,
1772,2173,92,0,
1772,2656,8,0,
1773,4049,8,0,
1773,4241,38,0,
1773,3391,6,0,
1773,2475,48,0,
1774,3208,74,0,
1774,2118,26,0,
1775,4120,33,0,
1775,3032,67,0,
1776,2475,17,0,
1776,1946,66,0,
1776,2182,17,0,
1777,3571,92,0,
1777,3085,8,0,
1778,3254,28,0,
1778,3343,72,0,
1779,2149,26,0,
1779,2729,22,0,
1779,3615,52,0,
1780,3612,53,0,
1780,4326,47,0,
1781,4054,24,0,
1781,2924,72,0,
1781,3864,4,0,
1782,4058,37,0,
1782,3865,2,0,
1782,3045,22,0,
1782,4071,39,0,
1783,2374,33,0,
1783,2348,44,0,
1783,2412,23,0,
1784,2989,7,0,
1784,1994,39,0,
1784,2311,54,0,
1785,4185,66,0,
1785,3578,34,0,
1786,3772,70,0,
1786,2674,30,0,
1787,2346,78,0,
1787,2792,22,0,
1788,3091,28,0,
1788,3707,62,0,
1788,2037,10,0,
1789,3377,4,0,
1789,4015,35,0,
1789,4315,61,0,
1790,3806,45,0,
1790,4073,55,0,
1791,3015,43,0,
1791,2758,57,0,
1792,4340,50,0,
1792,4195,50,0,
1793,3217,63,0,
1793,3031,37,0,
1794,2070,73,0,
1794,2818,27,0,
1795,2509,62,0,
1795,4072,13,0,
1795,3911,25,0,
1796,2847,15,0,
1796,2863,58,0,
1796,2800,27,0,
1797,3960,10,0,
1797,3749,73,0,
1797,2100,17,0,
1798,3301,36,0,
1798,4129,64,0,
1799,3904,29,0,
1799,3612,62,0,
1799,3389,9,0,
1800,3147,7,0,
1800,3749,66,0,
1800,3789,1,0,
1800,3766,21,0,
1800,3443,5,0,
1801,4274,17,0,
1801,3752,19,0,
1801,3602,64,0,
1802,2837,65,0,
1802,4105,35,0,
1803,1988,47,0,
1803,2757,12,0,
1803,2593,16,0,
1803,2737,25,0,
1804,4351,21,0,
1804,3835,43,0,
1804,3872,32,0,
1804,3936,4,0,
1805,3988,31,0,
1805,3924,64,0,
1805,4095,5,0,
1806,3821,14,0,
1806,2868,19,0,
1806,3911,67,0,
1807,3502,48,0,
1807,2359,52,0,
1808,3215,51,0,
1808,2007,1,0,
1808,4145,17,0,
1808,3687,31,0,
1809,3486,18,0,
1809,3466,82,0,
1810,4216,77,0,
1810,2301,23,0,
1811,2138,94,0,
1811,2082,6,0,
1812,2243,53,0,
1812,3926,9,0,
1812,4320,38,0,
1813,2747,19,0,
1813,2982,11,0,
1813,3694,45,0,
1813,3065,25,0,
1814,1889,52,0,
1814,3032,48,0,
1815,3637,33,0,
1815,2912,39,0,
1815,2544,28,0,
1816,4253,46,0,
1816,1895,54,0,
1817,3867,99,0,
1817,2666,1,0,
1818,3639,99,0,
1818,2629,1,0,
1819,2108,90,0,
1819,3861,10,0,
1820,4289,23,0,
1820,3701,58,0,
1820,4358,19,0,
1821,2614,43,0,
1821,2132,15,0,
1821,3492,42,0,
1822,2249,40,0,
1822,1981,60,0,
1823,2194,95,0,
1823,2368,5,0,
1824,2110,51,0,
1824,2522,49,0,
1825,4363,70,0,
1825,3268,30,0,
1826,1960,92,0,
1826,3163,8,0,
1827,3624,18,0,
1827,2726,77,0,
1827,2878,5,0,
1828,1926,83,0,
1828,3508,17,0,
1829,3404,86,0,
1829,4316,14,0,
1830,2737,65,0,
1830,3219,35,0,
1831,3715,65,0,
1831,3337,35,0,
1832,4191,7,0,
1832,3838,24,0,
1832,2430,64,0,
1832,3308,5,0,
1833,2269,83,0,
1833,2154,6,0,
1833,2520,11,0,
1834,2218,36,0,
1834,3674,46,0,
1834,2922,18,0,
1835,2102,81,0,
1835,3720,19,0,
1836,1949,74,0,
1836,2501,26,0,
1837,2190,48,0,
1837,2094,52,0,
1838,2221,72,0,
1838,4339,10,0,
1838,3422,12,0,
1838,3855,6,0,
1839,4093,91,0,
1839,4243,9,0,
1840,2506,5,0,
1840,3514,33,0,
1840,3571,56,0,
1840,3416,6,0,
1841,4145,47,0,
1841,2489,34,0,
1841,2876,19,0,
1842,4080,93,0,
1842,3651,7,0,
1843,2954,59,0,
1843,2929,41,0,
1844,3000,99,0,
1844,2291,1,0,
1845,1956,35,0,
1845,3903,19,0,
1845,2969,32,0,
1845,2829,14,0,
1846,2943,36,0,
1846,2562,26,0,
1846,2296,38,0,
1847,4277,72,0,
1847,3722,28,0,
1848,4028,46,0,
1848,2536,48,0,
1848,2447,6,0,
1849,2915,79,0,
1849,2264,21,0,
1850,2572,44,0,
1850,3322,24,0,
1850,2880,13,0,
1850,3048,19,0,
1851,2593,15,0,
1851,2926,53,0,
1851,2134,32,0,
1852,2978,49,0,
1852,3619,32,0,
1852,1936,16,0,
1852,3805,3,0,
1853,1974,29,0,
1853,3248,6,0,
1853,3211,24,0,
1853,3698,41,0,
1854,3721,15,0,
1854,2572,46,0,
1854,2498,2,0,
1854,2505,37,0,
1855,2831,12,0,
1855,2986,25,0,
1855,2321,62,0,
1855,4137,1,0,
1856,1882,13,0,
1856,3473,57,0,
1856,2071,8,0,
1856,4244,22,0,
1857,2241,6,0,
1857,3094,75,0,
1857,2557,19,0,
1858,3017,97,0,
1858,1968,3,0,
1859,3333,74,0,
1859,2594,26,0,
1860,2184,83,0,
1860,3270,11,0,
1860,3386,6,0,
1861,2701,93,0,
1861,1927,7,0,
1862,3999,42,0,
1862,3225,34,0,
1862,2223,24,0,
1863,2700,34,0,
1863,3436,25,0,
1863,4371,41,0,
1864,1987,47,0,
1864,2605,25,0,
1864,4242,4,0,
1864,3796,24,0,
1865,3069,97,0,
1865,3328,3,0,
1866,3768,58,0,
1866,3202,42,0,
1867,3906,66,0,
1867,2334,33,0,
1867,2483,1,0,
1868,2705,10,0,
1868,3140,90,0,
1869,2941,72,0,
1869,4333,28,0,
1870,3883,13,0,
1870,4049,59,0,
1870,3653,28,0,
1871,3733,30,0,
1871,4253,65,0,
1871,2318,5,0,
1872,3138,34,0,
1872,3130,66,0,
1873,2067,91,0,
1873,2387,9,0,
1874,5794,84,0,
1874,4427,16,0,
1875,5116,27,0,
1875,5739,7,0,
1875,5884,48,0,
1875,4927,18,0,
1876,4783,34,0,
1876,6219,57,0,
1876,4992,9,0,
1877,6147,77,0,
1877,5692,23,0,
1878,5566,100,0,
1879,5853,82,0,
1879,5802,16,0,
1879,5619,2,0,
1880,6117,67,0,
1880,5403,33,0,
1881,5282,85,0,
1881,4990,15,0,
1882,5704,71,0,
1882,5409,29,0,
1883,5090,69,0,
1883,6213,31,0,
1884,5360,1,0,
1884,6002,13,0,
1884,4560,34,0,
1884,5664,15,0,
1884,4995,37,0,
1885,5743,37,0,
1885,5045,63,0,
1886,5510,58,0,
1886,4991,39,0,
1886,5239,3,0,
1887,6040,95,0,
1887,5764,5,0,
1888,5466,100,0,
1889,5578,29,0,
1889,4894,66,0,
1889,4909,5,0,
1890,6184,43,0,
1890,4534,48,0,
1890,5097,9,0,
1891,5743,73,0,
1891,5891,27,0,
1892,6127,74,0,
1892,5313,26,0,
1893,5543,95,0,
1893,5246,5,0,
1894,5337,51,0,
1894,4488,49,0,
1895,6190,15,0,
1895,6171,42,0,
1895,5530,43,0,
1896,5120,64,0,
1896,5440,36,0,
1897,5624,99,0,
1897,5439,1,0,
1898,5139,7,0,
1898,5507,34,0,
1898,5748,46,0,
1898,5820,13,0,
1899,5087,95,0,
1899,4915,5,0,
1900,6143,87,0,
1900,5577,13,0,
1901,4395,95,0,
1901,5268,5,0,
1902,4501,59,0,
1902,5553,41,0,
1903,5511,16,0,
1903,6247,40,0,
1903,4805,34,0,
1903,4447,10,0,
1904,5782,7,0,
1904,4659,83,0,
1904,5824,10,0,
1905,5931,39,0,
1905,6139,31,0,
1905,5641,30,0,
1906,4622,89,0,
1906,4949,11,0,
1907,5973,92,0,
1907,5863,8,0,
1908,4433,4,0,
1908,5102,3,0,
1908,4925,46,0,
1908,4675,3,0,
1908,6133,44,0,
1909,5467,43,0,
1909,5181,57,0,
1910,5721,65,0,
1910,4713,35,0,
1911,4779,17,0,
1911,5994,18,0,
1911,4629,65,0,
1912,5541,87,0,
1912,4583,13,0,
1913,4677,72,0,
1913,4504,11,0,
1913,5013,17,0,
1914,6012,5,0,
1914,5467,11,0,
1914,4496,83,0,
1914,5508,1,0,
1915,5394,65,0,
1915,5882,5,0,
1915,4708,16,0,
1915,5252,14,0,
1916,6249,48,0,
1916,4493,52,0,
1917,6011,53,0,
1917,4789,47,0,
1918,4444,69,0,
1918,6058,31,0,
1919,5457,44,0,
1919,5157,42,0,
1919,5887,14,0,
1920,6093,5,0,
1920,4841,36,0,
1920,5012,59,0,
1921,4981,91,0,
1921,5534,9,0,
1922,5358,37,0,
1922,4952,23,0,
1922,4595,40,0,
1923,5788,26,0,
1923,5544,74,0,
1924,4551,90,0,
1924,5872,10,0,
1925,5517,20,0,
1925,5029,11,0,
1925,6137,69,0,
1926,4485,98,0,
1926,4860,2,0,
1927,5690,10,0,
1927,5263,87,0,
1927,5913,3,0,
1928,5671,32,0,
1928,5795,40,0,
1928,5472,28,0,
1929,5742,55,0,
1929,5387,29,0,
1929,4728,16,0,
1930,5245,18,0,
1930,6232,82,0,
1931,5791,14,0,
1931,5543,29,0,
1931,4997,57,0,
1932,5351,86,0,
1932,5121,14,0,
1933,4559,92,0,
1933,5972,8,0,
1934,4446,14,0,
1934,5983,38,0,
1934,5137,47,0,
1934,5840,1,0,
1935,4800,51,0,
1935,4934,49,0,
1936,5392,1,0,
1936,5707,88,0,
1936,4415,11,0,
1937,5706,32,0,
1937,6065,68,0,
1938,5855,41,0,
1938,5575,59,0,
1939,5047,98,0,
1939,5094,2,0,
1940,5700,17,0,
1940,5488,58,0,
1940,4692,25,0,
1941,6132,98,0,
1941,5142,2,0,
1942,5541,4,0,
1942,6177,9,0,
1942,5161,77,0,
1942,4726,10,0,
1943,4542,40,0,
1943,5279,60,0,
1944,6145,53,0,
1944,4815,47,0,
1945,6052,32,0,
1945,5195,9,0,
1945,5470,17,0,
1945,6199,42,0,
1946,6207,6,0,
1946,6057,76,0,
1946,4504,18,0,
1947,4878,38,0,
1947,4850,56,0,
1947,4695,6,0,
1948,5327,99,0,
1948,6162,1,0,
1949,5886,44,0,
1949,4984,56,0,
1950,4937,43,0,
1950,6151,34,0,
1950,5739,7,0,
1950,5603,16,0,
1951,4763,20,0,
1951,6155,59,0,
1951,5154,21,0,
1952,4649,26,0,
1952,4597,74,0,
1953,5374,10,0,
1953,5694,23,0,
1953,4620,67,0,
1954,5612,5,0,
1954,5153,87,0,
1954,4711,8,0,
1955,4602,13,0,
1955,4386,34,0,
1955,5640,44,0,
1955,5543,9,0,
1956,5608,26,0,
1956,5879,74,0,
1957,5368,71,0,
1957,5577,29,0,
1958,5656,1,0,
1958,4908,64,0,
1958,5489,35,0,
1959,5107,67,0,
1959,5444,5,0,
1959,5596,28,0,
1960,4514,14,0,
1960,5033,7,0,
1960,5976,38,0,
1960,4879,41,0,
1961,4553,23,0,
1961,4530,77,0,
1962,5235,10,0,
1962,4377,2,0,
1962,5656,12,0,
1962,6109,45,0,
1962,6170,2,0,
1962,5389,23,0,
1962,5634,6,0,
1963,5046,19,0,
1963,5085,68,0,
1963,6221,1,0,
1963,5835,12,0,
1964,5599,55,0,
1964,5318,43,0,
1964,5755,2,0,
1965,6146,28,0,
1965,5872,54,0,
1965,5455,18,0,
1966,5873,98,0,
1966,4434,2,0,
1967,5236,48,0,
1967,5570,52,0,
1968,4573,62,0,
1968,4560,38,0,
1969,5569,4,0,
1969,5962,58,0,
1969,5178,9,0,
1969,5437,18,0,
1969,5496,11,0,
1970,6016,23,0,
1970,5468,45,0,
1970,6131,32,0,
1971,6184,29,0,
1971,6074,71,0,
1972,5491,55,0,
1972,4963,35,0,
1972,5568,10,0,
1973,6127,68,0,
1973,5233,32,0,
1974,5779,80,0,
1974,6012,20,0,
1975,6233,23,0,
1975,4592,41,0,
1975,5830,36,0,
1976,4626,33,0,
1976,5953,67,0,
1977,4414,11,0,
1977,5666,42,0,
1977,5392,15,0,
1977,5418,32,0,
1978,5075,39,0,
1978,5879,61,0,
1979,6178,15,0,
1979,5746,40,0,
1979,4807,45,0,
1980,5103,81,0,
1980,5539,19,0,
1981,4775,49,0,
1981,4996,51,0,
1982,5422,79,0,
1982,4481,21,0,
1983,5547,56,0,
1983,4894,44,0,
1984,5818,45,0,
1984,5315,27,0,
1984,6035,28,0,
1985,5627,29,0,
1985,6013,71,0,
1986,4816,22,0,
1986,4947,12,0,
1986,5552,46,0,
1986,4971,20,0,
1987,4781,25,0,
1987,6175,75,0,
1988,5725,65,0,
1988,5729,15,0,
1988,5738,20,0,
1989,5799,44,0,
1989,4905,32,0,
1989,5273,24,0,
1990,4641,94,0,
1990,5352,6,0,
1991,5360,29,0,
1991,6113,1,0,
1991,4622,51,0,
1991,4485,19,0,
1992,6094,43,0,
1992,5280,57,0,
1993,5444,96,0,
1993,5967,4,0,
1994,5576,97,0,
1994,4825,3,0,
1995,6073,67,0,
1995,4385,33,0,
1996,4669,76,0,
1996,4697,24,0,
1997,4770,47,0,
1997,4921,20,0,
1997,6088,33,0,
1998,6087,1,0,
1998,6119,8,0,
1998,5275,82,0,
1998,4739,9,0,
1999,5244,89,0,
1999,5828,11,0,
2000,4766,33,0,
2000,4391,13,0,
2000,4717,40,0,
2000,4827,14,0,
2001,5660,41,0,
2001,4456,59,0,
2002,6147,60,0,
2002,5633,23,0,
2002,5279,17,0,
2003,4893,39,0,
2003,5227,17,0,
2003,5011,35,0,
2003,5417,6,0,
2003,4725,3,0,
2004,4897,85,0,
2004,5552,15,0,
2005,5661,46,0,
2005,5991,54,0,
2006,4974,14,0,
2006,5370,57,0,
2006,5971,29,0,
2007,4940,54,0,
2007,4516,41,0,
2007,5617,5,0,
2008,5331,66,0,
2008,4947,15,0,
2008,6116,19,0,
2009,5513,59,0,
2009,5060,41,0,
2010,5481,74,0,
2010,4904,25,0,
2010,5654,1,0,
2011,5754,43,0,
2011,5457,23,0,
2011,5783,34,0,
2012,5624,68,0,
2012,4599,25,0,
2012,5301,7,0,
2013,4796,8,0,
2013,5850,2,0,
2013,6029,77,0,
2013,4513,13,0,
2014,5269,11,0,
2014,5564,75,0,
2014,6146,14,0,
2015,5773,83,0,
2015,5012,17,0,
2016,6131,29,0,
2016,4788,69,0,
2016,5474,2,0,
2017,4837,96,0,
2017,5217,4,0,
2018,5524,34,0,
2018,5051,21,0,
2018,5803,45,0,
2019,4908,84,0,
2019,4460,16,0,
2020,5862,24,0,
2020,5429,76,0,
2021,5407,39,0,
2021,5515,61,0,
2022,5090,16,0,
2022,5047,65,0,
2022,4987,19,0,
2023,5771,42,0,
2023,5995,7,0,
2023,5122,51,0,
2024,5808,2,0,
2024,5816,65,0,
2024,5294,33,0,
2025,4674,99,0,
2025,5842,1,0,
2026,4510,6,0,
2026,5104,55,0,
2026,4930,39,0,
2027,4497,46,0,
2027,5361,54,0,
2028,5721,96,0,
2028,5440,4,0,
2029,5143,58,0,
2029,5892,1,0,
2029,5868,41,0,
2030,5470,2,0,
2030,5158,55,0,
2030,5433,43,0,
2031,5816,13,0,
2031,6240,2,0,
2031,5280,6,0,
2031,6095,79,0,
2032,5733,10,0,
2032,4878,57,0,
2032,4724,2,0,
2032,5818,31,0,
2033,6103,6,0,
2033,4928,49,0,
2033,4547,45,0,
2034,4449,36,0,
2034,4504,1,0,
2034,5731,63,0,
2035,4915,96,0,
2035,4549,4,0,
2036,5632,5,0,
2036,5369,7,0,
2036,5364,67,0,
2036,5774,21,0,
2037,5326,69,0,
2037,5559,31,0,
2038,5033,26,0,
2038,6087,74,0,
2039,6072,35,0,
2039,5232,65,0,
2040,6182,9,0,
2040,5964,81,0,
2040,5413,10,0,
2041,5324,88,0,
2041,4615,12,0,
2042,6249,10,0,
2042,5048,16,0,
2042,5034,28,0,
2042,5127,46,0,
2043,5727,66,0,
2043,5931,34,0,
2044,4665,85,0,
2044,4533,15,0,
2045,5467,20,0,
2045,4696,14,0,
2045,5819,44,0,
2045,5753,10,0,
2045,5512,12,0,
2046,5250,66,0,
2046,5991,20,0,
2046,4608,14,0,
2047,5192,93,0,
2047,4968,7,0,
2048,5061,47,0,
2048,5836,23,0,
2048,4829,30,0,
2049,4743,1,0,
2049,5499,24,0,
2049,5896,75,0,
2050,5171,50,0,
2050,5314,50,0,
2051,4889,24,0,
2051,4937,39,0,
2051,4739,12,0,
2051,5980,6,0,
2051,5006,6,0,
2051,5936,1,0,
2051,4462,12,0,
2052,4602,77,0,
2052,5593,23,0,
2053,4385,78,0,
2053,4582,22,0,
2054,4801,33,0,
2054,4581,67,0,
2055,4599,29,0,
2055,5883,71,0,
2056,6079,50,0,
2056,4434,50,0,
2057,5705,76,0,
2057,4719,24,0,
2058,5648,70,0,
2058,6120,25,0,
2058,6018,5,0,
2059,5852,35,0,
2059,5195,65,0,
2060,5573,78,0,
2060,5651,20,0,
2060,6148,2,0,
2061,4666,26,0,
2061,6149,73,0,
2061,5601,1,0,
2062,5597,90,0,
2062,6107,10,0,
2063,5129,51,0,
2063,5833,49,0,
2064,5463,73,0,
2064,5530,27,0,
2065,5031,73,0,
2065,6103,20,0,
2065,5180,7,0,
2066,5239,36,0,
2066,5318,37,0,
2066,5495,27,0,
2067,4994,1,0,
2067,5143,54,0,
2067,4677,37,0,
2067,5445,8,0,
2068,5474,13,0,
2068,5016,57,0,
2068,5866,26,0,
2068,6218,3,0,
2068,4384,1,0,
2069,4449,61,0,
2069,5076,18,0,
2069,5995,21,0,
2070,6184,67,0,
2070,5273,33,0,
2071,5053,19,0,
2071,5168,62,0,
2071,5797,19,0,
2072,5211,60,0,
2072,4427,13,0,
2072,6087,27,0,
2073,4802,42,0,
2073,5364,30,0,
2073,5363,28,0,
2074,6204,51,0,
2074,4429,2,0,
2074,4403,37,0,
2074,6094,10,0,
2075,5847,87,0,
2075,4938,10,0,
2075,5459,3,0,
2076,5226,67,0,
2076,6220,33,0,
2077,4573,31,0,
2077,4627,69,0,
2078,5120,17,0,
2078,6003,10,0,
2078,5762,73,0,
2079,6233,88,0,
2079,4838,12,0,
2080,5616,31,0,
2080,5019,65,0,
2080,6131,4,0,
2081,5978,90,0,
2081,5288,10,0,
2082,5253,62,0,
2082,5609,38,0,
2083,5287,95,0,
2083,5974,5,0,
2084,5260,49,0,
2084,5035,51,0,
2085,5364,1,0,
2085,5392,25,0,
2085,4673,3,0,
2085,5345,63,0,
2085,5720,8,0,
2086,5185,82,0,
2086,4927,18,0,
2087,5021,11,0,
2087,4479,28,0,
2087,4684,23,0,
2087,4601,15,0,
2087,6003,23,0,
2088,4587,83,0,
2088,6157,17,0,
2089,4585,85,0,
2089,6198,15,0,
2090,5103,3,0,
2090,4751,38,0,
2090,5339,37,0,
2090,5381,22,0,
2091,5751,90,0,
2091,4725,1,0,
2091,5852,9,0,
2092,4619,57,0,
2092,4379,20,0,
2092,5293,20,0,
2092,5679,3,0,
2093,4381,7,0,
2093,5656,93,0,
2094,5107,73,0,
2094,4729,27,0,
2095,4896,87,0,
2095,4451,13,0,
2096,5477,50,0,
2096,4552,50,0,
2097,5588,59,0,
2097,4872,41,0,
2098,4847,52,0,
2098,5777,40,0,
2098,5595,8,0,
2099,6006,66,0,
2099,4824,28,0,
2099,4383,6,0,
2100,5213,25,0,
2100,4739,20,0,
2100,5982,55,0,
2101,5619,96,0,
2101,4481,4,0,
2102,5976,37,0,
2102,6157,63,0,
2103,5738,98,0,
2103,5196,2,0,
2104,4465,10,0,
2104,5743,68,0,
2104,4642,22,0,
2105,4655,21,0,
2105,5483,31,0,
2105,4763,48,0,
2106,5647,69,0,
2106,4577,31,0,
2107,4674,39,0,
2107,4839,54,0,
2107,4724,7,0,
2108,4708,70,0,
2108,5554,30,0,
2109,4833,41,0,
2109,5827,59,0,
2110,5860,43,0,
2110,5148,33,0,
2110,5688,24,0,
2111,6068,39,0,
2111,6114,61,0,
2112,5762,23,0,
2112,4704,36,0,
2112,5439,27,0,
2112,4838,14,0,
2113,5443,72,0,
2113,5335,28,0,
2114,5712,22,0,
2114,5529,23,0,
2114,5323,55,0,
2115,4572,50,0,
2115,4451,1,0,
2115,5185,37,0,
2115,4816,3,0,
2115,5648,9,0,
2116,5323,81,0,
2116,5637,19,0,
2117,4740,24,0,
2117,5788,42,0,
2117,4927,15,0,
2117,5583,19,0,
2118,4783,46,0,
2118,4981,54,0,
2119,4996,77,0,
2119,6169,6,0,
2119,4393,17,0,
2120,4433,42,0,
2120,6086,54,0,
2120,4679,4,0,
2121,6120,80,0,
2121,5062,20,0,
2122,4446,4,0,
2122,4865,86,0,
2122,5658,10,0,
2123,5975,46,0,
2123,4870,2,0,
2123,4606,52,0,
2124,5662,78,0,
2124,4807,22,0,
2125,5911,7,0,
2125,5867,72,0,
2125,6028,21,0,
2126,5936,27,0,
2126,5776,13,0,
2126,5579,14,0,
2126,5618,6,0,
2126,5684,40,0,
2127,4480,14,0,
2127,5544,41,0,
2127,4403,38,0,
2127,6157,7,0,
2128,5295,53,0,
2128,5232,42,0,
2128,6201,5,0,
2129,5264,9,0,
2129,5556,4,0,
2129,5344,6,0,
2129,4854,4,0,
2129,5009,73,0,
2129,5347,4,0,
2130,4879,84,0,
2130,4857,16,0,
2131,4445,25,0,
2131,5349,43,0,
2131,5839,32,0,
2132,4656,86,0,
2132,5788,14,0,
2133,4946,9,0,
2133,5341,76,0,
2133,4835,15,0,
2134,5481,18,0,
2134,6185,21,0,
2134,5854,9,0,
2134,4947,52,0,
2135,4552,64,0,
2135,5279,36,0,
2136,5677,56,0,
2136,5864,44,0,
2137,5664,39,0,
2137,4478,7,0,
2137,4754,29,0,
2137,4375,25,0,
2138,5610,90,0,
2138,4387,10,0,
2139,4776,61,0,
2139,4482,39,0,
2140,4405,82,0,
2140,6192,18,0,
2141,5808,54,0,
2141,6019,4,0,
2141,5397,42,0,
2142,4690,42,0,
2142,4623,16,0,
2142,5631,9,0,
2142,5095,33,0,
2143,6113,16,0,
2143,4896,25,0,
2143,5681,59,0,
2144,5642,39,0,
2144,5775,61,0,
2145,4910,85,0,
2145,5361,8,0,
2145,4906,7,0,
2146,4651,2,0,
2146,5064,87,0,
2146,5311,11,0,
2147,4495,15,0,
2147,5437,78,0,
2147,4832,7,0,
2148,4471,76,0,
2148,4786,15,0,
2148,4996,3,0,
2148,5997,6,0,
2149,6083,33,0,
2149,5143,67,0,
2150,4860,47,0,
2150,5960,49,0,
2150,6074,4,0,
2151,6069,35,0,
2151,5003,48,0,
2151,6066,17,0,
2152,4822,51,0,
2152,4510,49,0,
2153,5001,49,0,
2153,5883,30,0,
2153,4758,21,0,
2154,4957,74,0,
2154,4980,26,0,
2155,5836,50,0,
2155,5857,26,0,
2155,6188,4,0,
2155,5601,20,0,
2156,5905,13,0,
2156,5061,64,0,
2156,5093,23,0,
2157,6056,54,0,
2157,5684,7,0,
2157,4588,39,0,
2158,4848,30,0,
2158,5398,70,0,
2159,5390,57,0,
2159,4817,15,0,
2159,5988,28,0,
2160,5339,64,0,
2160,6067,36,0,
2161,6151,15,0,
2161,5600,60,0,
2161,6228,23,0,
2161,4743,2,0,
2162,4694,13,0,
2162,5625,2,0,
2162,4532,61,0,
2162,4766,24,0,
2163,5795,29,0,
2163,5428,71,0,
2164,4420,43,0,
2164,4777,57,0,
2165,5577,100,0,
2166,5785,39,0,
2166,4649,61,0,
2167,5875,87,0,
2167,4982,13,0,
2168,6190,92,0,
2168,4559,8,0,
2169,6013,30,0,
2169,5496,64,0,
2169,4645,6,0,
2170,5638,35,0,
2170,5321,65,0,
2171,4852,8,0,
2171,5984,37,0,
2171,5922,36,0,
2171,6249,19,0,
2172,5508,83,0,
2172,5136,17,0,
2173,5108,55,0,
2173,4677,5,0,
2173,4500,40,0,
2174,6208,50,0,
2174,5143,50,0,
2175,5252,49,0,
2175,6198,46,0,
2175,5721,5,0,
2176,5663,10,0,
2176,4558,13,0,
2176,5530,75,0,
2176,5704,2,0,
2177,6128,66,0,
2177,4780,10,0,
2177,4541,24,0,
2178,5907,31,0,
2178,5591,69,0,
2179,5603,54,0,
2179,6228,16,0,
2179,5018,23,0,
2179,5115,7,0,
2180,4506,17,0,
2180,4837,34,0,
2180,4507,49,0,
2181,5386,98,0,
2181,4909,2,0,
2182,5219,21,0,
2182,5236,22,0,
2182,4480,22,0,
2182,4525,33,0,
2182,6083,2,0,
2183,6131,71,0,
2183,4865,27,0,
2183,5384,2,0,
2184,4931,53,0,
2184,5674,47,0,
2185,5773,82,0,
2185,4621,17,0,
2185,6093,1,0,
2186,6193,44,0,
2186,5901,52,0,
2186,4688,4,0,
2187,5049,60,0,
2187,6249,38,0,
2187,5631,2,0,
2188,4560,48,0,
2188,4390,52,0,
2189,5496,57,0,
2189,6175,43,0,
2190,5308,62,0,
2190,6227,38,0,
2191,4640,45,0,
2191,5737,55,0,
2192,5448,99,0,
2192,6013,1,0,
2193,5097,97,0,
2193,6073,3,0,
2194,5797,78,0,
2194,4608,22,0,
2195,6124,65,0,
2195,4708,35,0,
2196,5812,82,0,
2196,6206,18,0,
2197,5736,91,0,
2197,5691,9,0,
2198,5875,42,0,
2198,5038,58,0,
2199,4702,17,0,
2199,6153,83,0,
2200,4765,76,0,
2200,6088,24,0,
2201,5212,67,0,
2201,5049,16,0,
2201,5339,17,0,
2202,5692,9,0,
2202,4640,19,0,
2202,5387,72,0,
2203,5551,92,0,
2203,4517,8,0,
2204,5554,20,0,
2204,6142,7,0,
2204,5293,38,0,
2204,5334,23,0,
2204,5406,12,0,
2205,5640,23,0,
2205,4406,44,0,
2205,4817,30,0,
2205,5844,3,0,
2206,5023,54,0,
2206,6103,46,0,
2207,5324,76,0,
2207,5833,24,0,
2208,5059,92,0,
2208,5358,8,0,
2209,5310,9,0,
2209,4866,91,0,
2210,4688,4,0,
2210,5850,47,0,
2210,4471,49,0,
2211,6132,32,0,
2211,4998,26,0,
2211,5290,42,0,
2212,6087,53,0,
2212,5109,44,0,
2212,4643,3,0,
2213,6190,81,0,
2213,4482,3,0,
2213,5090,16,0,
2214,6247,48,0,
2214,6084,52,0,
2215,4985,73,0,
2215,5143,27,0,
2216,6161,73,0,
2216,5629,18,0,
2216,4819,9,0,
2217,5619,7,0,
2217,4622,36,0,
2217,5857,6,0,
2217,4387,48,0,
2217,5077,3,0,
2218,4406,22,0,
2218,4543,38,0,
2218,5851,4,0,
2218,4596,36,0,
2219,4435,53,0,
2219,5794,47,0,
2220,5377,66,0,
2220,5803,34,0,
2221,4607,37,0,
2221,5775,50,0,
2221,4712,13,0,
2222,5109,11,0,
2222,5973,89,0,
2223,6171,26,0,
2223,4892,39,0,
2223,6192,25,0,
2223,6102,10,0,
2224,4455,2,0,
2224,5865,95,0,
2224,4656,3,0,
2225,4886,73,0,
2225,4436,2,0,
2225,6205,25,0,
2226,4760,17,0,
