id,codice_transazione,importo,emittente,beneficiario,banca,data
2060,470772,612662.56,52,9161,107,2021-12-18
2061,58052,986531.67,2398,9419,6,2005-10-21
2062,917324,142945.66,232,17806,56,2020-07-11
2063,779671,479977.25,1971,18715,56,2009-04-02
2064,213483,812373.12,11783,14741,86,2010-06-27
2065,820942,277770.45,17541,1569,36,2019-09-01
2066,399948,894352.48,9325,14745,14,2010-02-20
2067,167038,835122.84,3956,1669,25,2003-04-28
2068,132908,727193.65,17399,6308,18,2004-02-05
2069,170306,225831.32,16180,15345,103,2003-07-20
2070,863250,741793.83,7754,15918,3,2002-01-25
2071,738571,712086.7,15341,9157,73,2020-02-07
2072,991421,145919.61,17065,14741,84,2005-05-31
2073,822053,308423.66,17183,3544,88,2004-05-08
2074,212012,604283.28,5871,990,12,2018-01-21
2075,516713,341163.72,7434,17393,96,2007-07-22
2076,195459,744829.81,333,1241,23,2016-03-04
2077,380708,419844.85,1156,10777,65,2002-06-15
2078,668149,310918.35,13572,6855,25,2002-11-21
2079,124275,362063.58,5525,17527,114,2004-10-26
2080,960899,251897.27,11782,2303,4,2001-07-28
2081,532466,923081.66,12697,14996,104,2002-07-05
2082,36819,580858.51,15396,9587,105,2016-07-07
2083,775517,433087.53,15934,17219,38,2008-10-23
2084,441981,402579.68,3529,16328,86,2002-03-25
2085,823029,202541.96,5461,7064,36,2017-08-10
2086,474391,327149.18,5455,9537,6,2022-05-24
2087,487804,373571.24,2883,950,42,2016-03-05
2088,261482,935924.6,13458,7084,96,2016-02-13
2089,230467,892281.47,8641,13242,118,2018-03-17
2090,766455,857642.43,12747,16075,36,2016-09-28
2091,690163,946746.81,18513,8418,100,2008-04-05
2092,236212,209730.66,16530,6154,4,2011-10-30
2093,800097,636812.88,11275,4931,66,2021-07-30
2094,945907,857465.08,16695,7236,20,2007-07-13
2095,363475,67692.72,11240,2052,14,2000-05-12
2096,279205,203850.97,7762,11598,50,2009-06-07
2097,842005,51518.42,4930,2934,30,2015-01-22
2098,511928,94418.21,8472,14037,108,2022-01-05
2099,400448,512441.71,15258,131,102,2014-04-30
2100,237595,894074.65,7223,1570,27,2010-12-01
2101,4766,534757.14,4427,16647,23,2001-10-21
2102,476519,258482.15,3262,8800,35,2004-08-07
2103,821429,487707.63,14172,3203,21,2009-05-19
2104,576953,311843.49,1099,3064,5,2018-08-07
2105,891983,466964.37,18094,14077,9,2015-07-08
2106,79331,890836.56,8925,16934,88,2005-02-17
2107,537564,280263.59,10860,11310,14,2013-05-09
2108,937753,972291.07,4296,5917,17,2007-09-30
2109,266083,987738.28,6604,13841,85,2019-12-29
2110,67987,641196.47,675,18195,15,2007-01-10
2111,757545,113946.34,15147,5924,114,2009-02-15
2112,284769,561658.57,3146,6549,64,2006-01-22
2113,73119,466876.96,16219,9379,69,2016-09-08
2114,233617,535054.06,5180,1756,49,2007-05-13
2115,252012,119131.35,16289,3510,31,2016-12-26
2116,274438,619257.51,4210,4235,110,2009-10-20
2117,487549,153930.0,12206,14764,44,2021-05-08
2118,933155,646275.68,1802,6795,19,2013-03-20
2119,672322,658928.65,9990,8637,51,2015-02-02
2120,822715,502406.44,7147,8682,91,2011-03-29
2121,483091,364793.27,1677,5508,60,2002-06-10
2122,827189,813954.25,269,14346,111,2001-03-04
2123,759548,206152.67,1547,8921,92,2003-01-10
2124,840154,28583.41,15503,11085,15,2009-04-27
2125,724271,585653.01,1209,13413,43,2001-03-05
2126,519486,940446.77,9783,11011,109,2005-03-17
2127,495867,718611.72,542,2229,75,2005-05-25
2128,551453,68512.71,1580,17546,60,2011-03-24
2129,873228,475183.61,15487,100,39,2015-03-16
2130,247391,538086.21,2430,16547,77,2019-04-18
2131,739691,368720.25,12002,11956,80,2004-06-21
2132,816982,575613.22,9895,1807,76,2021-07-05
2133,650292,12457.91,8548,16093,115,2003-12-16
2134,160103,338542.12,8316,10718,92,2004-02-19
2135,427270,19203.85,5555,14866,4,2016-01-20
2136,841451,606057.37,17256,620,103,2004-03-11
2137,618993,18634.47,10738,3207,100,2008-02-06
2138,253786,698020.84,988,1459,84,2000-11-23
2139,785115,697774.84,16615,9111,23,2012-11-15
2140,483111,66119.62,13973,10498,73,2012-06-08
2141,250727,658490.63,15619,12883,7,2000-12-13
2142,169538,851826.54,9496,17141,7,2022-04-29
2143,850325,166039.82,17925,15768,33,2012-02-09
2144,767898,538676.23,12617,5267,22,2002-08-29
2145,932862,702828.25,8720,14014,116,2008-06-07
2146,463659,906597.14,2860,16223,6,2005-05-15
2147,581948,585119.53,17084,7705,110,2021-06-11
2148,940985,211687.49,8806,9467,23,2000-06-08
2149,255818,186388.25,3128,14456,109,2015-10-06
2150,928777,114350.56,533,7699,76,2021-02-25
2151,828275,60751.67,18283,3168,76,2006-06-16
2152,382086,560213.21,1280,15975,32,2009-05-22
2153,107421,225014.31,1130,15778,18,2009-11-16
2154,984354,477299.95,14679,3357,44,2014-10-04
2155,415974,272561.76,10724,5532,119,2016-03-18
2156,591590,741405.37,6686,14687,113,2003-07-14
2157,547374,37963.77,8784,7350,18,2002-12-17
2158,899430,267623.88,17960,2222,33,2014-04-25
2159,254780,360310.76,13131,11737,41,2007-07-25
2160,600242,974585.07,9588,13649,50,2021-05-30
2161,953151,481358.07,18428,15362,52,2011-01-24
2162,880071,537648.36,9180,1861,101,2006-11-27
2163,278818,334774.6,16733,12246,45,2021-09-04
2164,300949,621177.4,6902,5132,29,2012-02-18
2165,153752,16454.3,5725,13788,15,2008-10-28
2166,634381,273799.37,1228,6530,26,2010-08-14
2167,61211,297442.76,10131,15926,106,2020-03-16
2168,626535,704890.22,6200,15700,39,2011-02-20
2169,511924,662592.23,12505,5,39,2005-08-21
2170,364647,491558.43,2106,7412,17,2017-05-06
2171,719635,277887.5,15977,6922,65,2012-07-29
2172,282121,57241.64,3883,16283,86,2006-07-15
2173,543597,220282.42,12108,5019,84,2004-08-03
2174,555527,971840.49,8151,18608,23,2021-12-02
2175,615832,311755.21,15251,15731,105,2017-02-10
2176,929940,315547.24,2165,2542,48,2008-09-21
2177,806916,213199.56,15723,17925,112,2011-08-14
2178,659236,529050.48,16996,4759,2,2011-04-12
2179,204744,449671.43,3895,16163,99,2006-05-19
2180,676883,550960.21,17263,11640,71,2011-05-09
2181,334101,861110.73,15431,14693,9,2011-03-16
2182,783061,352894.2,530,3254,54,2021-04-09
2183,437929,846183.94,1082,12010,76,2021-12-21
2184,759449,138570.75,16589,8980,29,2020-05-06
2185,969863,842483.53,5872,1111,38,2007-11-29
2186,906742,816124.48,6717,16554,75,2014-08-21
2187,100260,222480.37,12132,16995,21,2009-07-22
2188,472183,931089.41,7697,15825,99,2006-04-11
2189,46808,397382.23,14567,964,35,2018-03-01
2190,539158,813618.59,7437,4159,42,2010-04-29
2191,659923,58629.37,8482,4034,7,2016-07-10
2192,944532,959578.36,9664,11327,31,2000-06-13
2193,535317,284568.12,6007,3781,73,2018-10-12
2194,617412,366224.13,6388,9258,28,2002-08-02
2195,896222,503208.38,11499,13142,21,2009-11-18
2196,465379,61348.04,3509,16433,112,2016-09-20
2197,752259,155255.03,17362,17519,111,2013-06-04
2198,706199,117301.16,12226,12048,70,2003-12-16
2199,218342,916602.23,11918,8786,47,2021-07-28
2200,855621,151831.78,17973,14699,87,2017-07-26
2201,106055,809730.25,603,12801,74,2008-06-16
2202,989726,763169.29,16626,12139,112,2019-04-09
2203,64303,247336.81,4655,10235,45,2017-02-05
2204,492525,22041.17,14464,14923,6,2007-08-20
2205,503277,264239.5,8764,1784,9,2019-03-30
2206,399152,294630.12,7119,18018,51,2020-06-25
2207,774838,952647.16,12829,7701,0,2003-07-04
2208,721469,27003.41,14086,872,82,2000-05-27
2209,169761,938827.12,8293,17776,78,2015-08-25
2210,328291,831708.02,657,13480,15,2020-02-29
2211,670904,444126.56,13410,6717,40,2010-09-13
2212,299159,992833.93,5133,6227,52,2002-08-29
2213,360534,607309.16,8361,16111,97,2000-04-02
2214,812336,817332.46,12289,2748,17,2014-08-29
2215,990429,903078.11,11531,5297,77,2015-02-17
2216,118212,913108.91,2891,7737,16,2002-07-31
2217,420969,604856.62,10809,14531,89,2009-12-02
2218,654129,817135.57,7338,8292,70,2020-05-13
2219,263521,507807.02,5341,2587,84,2017-11-06
2220,68479,347529.85,17423,10257,12,2014-06-20
2221,540922,7471.52,17907,16190,104,2015-03-22
2222,216596,363963.66,4024,10219,57,2009-08-21
2223,31826,904501.4,5549,805,67,2019-07-05
2224,701360,917869.17,13022,224,5,2014-10-30
2225,726311,487722.36,12120,18721,59,2015-10-09
2226,113637,102268.47,4578,8439,81,2012-02-16
2227,595698,648845.87,3279,981,65,2012-06-12
2228,872074,423411.47,16424,11750,57,2004-04-05
2229,509603,526337.0,9898,6381,31,2002-04-02
2230,872168,292701.8,3112,8654,5,2013-05-11
2231,409114,681976.96,1914,6140,37,2008-09-24
2232,28244,649433.66,8644,2572,50,2006-09-06
2233,710634,139494.1,16274,16702,18,2017-02-01
2234,293142,163781.07,2089,11498,59,2006-09-10
2235,416372,967391.8,3893,17240,33,2022-03-06
2236,691450,234330.11,13780,2191,78,2011-10-27
2237,94760,190022.5,13433,17530,9,2016-05-23
2238,504703,169914.89,11724,11972,18,2008-08-08
2239,638384,622238.13,18604,5749,5,2009-02-23
2240,604767,595825.55,13522,10960,63,2005-11-10
2241,150767,188101.99,16867,10071,106,2002-06-09
2242,751256,686105.17,6485,5882,105,2008-07-12
2243,950361,259221.88,14636,1169,40,2005-06-13
2244,482261,324567.95,17700,11867,24,2017-03-05
2245,1932,904026.14,15956,2964,47,2006-05-12
2246,810978,950662.41,5020,17630,2,2008-12-14
2247,757135,22403.67,12302,14129,78,2000-02-17
2248,887896,122101.12,2029,10403,65,2002-04-25
2249,699996,980988.61,13041,15757,81,2006-12-16
2250,534242,524020.11,8975,14528,108,2016-06-06
2251,960555,935618.06,7164,17939,44,2014-11-22
2252,183913,676852.87,13573,1121,32,2019-06-05
2253,166742,669403.01,16441,6582,46,2002-11-08
2254,277314,645291.7,7438,14447,24,2004-10-02
2255,585693,794877.47,18702,12987,50,2013-07-14
2256,714642,431049.43,3672,1784,80,2007-02-26
2257,291730,779610.35,2382,12572,81,2018-12-22
2258,580647,645825.26,18748,11464,68,2020-10-05
2259,864592,311459.22,8774,3723,63,2014-03-23
2260,713123,403242.79,5486,2861,72,2000-01-13
2261,652458,58474.39,6245,18727,111,2008-08-02
2262,768146,939662.92,14051,1522,61,2003-08-31
2263,818609,197086.48,15151,3219,16,2013-02-08
2264,977158,627530.42,14818,16707,37,2014-12-09
2265,33916,755963.68,1771,9294,71,2000-06-04
2266,530720,222399.1,11517,16542,32,2021-01-21
2267,407091,376920.39,17200,3577,5,2000-06-26
2268,956057,237951.52,6852,5781,27,2015-11-24
2269,655314,443176.66,801,18104,84,2005-01-02
2270,963275,597091.66,5046,4586,12,2014-06-08
2271,578293,580461.58,14213,248,110,2008-02-10
2272,99806,394399.98,10995,14162,100,2018-04-19
2273,403359,250499.3,14371,12857,59,2000-05-30
2274,593450,668511.37,5460,391,117,2020-01-15
2275,916952,141969.82,3133,7721,67,2002-05-03
2276,443389,584579.69,17224,5180,34,2015-05-29
2277,760607,938481.84,11072,6677,110,2009-03-03
2278,144688,766028.11,11215,3955,68,2000-06-03
2279,221178,284869.97,4861,10714,14,2004-08-30
2280,623252,121746.94,3395,15972,85,2020-11-08
2281,411101,811723.75,16854,17186,23,2019-07-30
2282,734187,205984.29,1967,9850,100,2004-04-05
2283,901381,747741.82,17647,7753,46,2004-06-22
2284,521856,789510.74,9242,8095,40,2000-04-19
2285,941626,543571.54,2323,4869,28,2022-04-04
2286,555516,971296.13,1216,13683,8,2008-05-02
2287,678766,463735.08,4274,16013,14,2000-09-13
2288,618608,677207.55,11170,11585,1,2009-08-31
2289,387860,101832.65,4494,2233,79,2016-03-27
2290,224856,644087.79,4529,12545,39,2013-08-30
2291,75069,522235.7,5298,956,105,2019-08-25
2292,663430,705403.32,3260,8076,104,2017-02-04
2293,269730,236768.89,15253,15024,93,2018-09-30
2294,422830,487699.2,1726,17828,21,2009-01-14
2295,41501,746083.89,9621,15861,4,2005-10-27
2296,217741,960316.66,4740,2979,4,2004-11-13
2297,268174,589641.92,4035,845,71,2019-04-23
2298,23249,804031.14,5318,5960,111,2010-02-20
2299,596759,316141.78,9273,5476,119,2009-01-11
2300,159360,365230.48,16363,12072,53,2021-12-25
2301,153765,763035.08,10437,17908,110,2012-02-18
2302,788249,316788.87,10213,4375,42,2011-07-20
2303,847113,837382.87,11657,6072,110,2009-01-25
2304,614973,606840.17,5900,13189,118,2003-11-20
2305,509050,138653.67,10499,8429,26,2014-01-11
2306,956513,225211.92,8303,8548,2,2015-12-09
2307,963234,91476.71,14632,9113,81,2014-11-23
2308,616371,327384.42,6608,7533,53,2008-01-14
2309,54029,248138.63,341,10966,44,2007-03-04
2310,446278,131060.6,18352,2779,70,2016-12-04
2311,604447,965026.8,260,8434,6,2007-07-23
2312,164754,979722.44,13999,18361,71,2013-12-18
2313,73656,29559.05,10839,13587,6,2010-12-27
2314,569578,975389.8,18144,14683,80,2018-01-15
2315,356645,494794.65,16046,4601,27,2012-11-14
2316,288543,24495.28,3193,10073,82,2021-04-02
2317,153129,611961.58,5980,18036,76,2003-08-21
2318,682510,535773.23,8561,13763,97,2009-10-20
2319,895473,750510.61,14770,11258,117,2006-07-03
2320,483258,539702.91,927,17548,74,2003-02-26
2321,814734,721382.78,13124,16611,13,2019-06-05
2322,435877,243494.28,18727,9305,101,2012-06-13
2323,505027,63736.09,15856,18642,91,2001-05-23
2324,7859,939469.12,17011,11021,12,2007-05-13
2325,272330,829808.62,7618,414,33,2002-02-12
2326,471127,116375.64,6723,3684,1,2012-01-06
2327,1580,949392.79,2869,14654,118,2019-05-02
2328,54590,909578.57,14854,4076,33,2006-03-25
2329,204651,547533.42,2133,9893,41,2005-07-05
2330,642283,495399.96,705,372,63,2015-12-09
2331,337557,752329.59,9762,4493,93,2017-06-08
2332,62357,526615.2,15674,4257,0,2019-02-18
2333,140794,602550.51,12067,3247,49,2005-10-04
2334,819863,560842.42,16053,3188,87,2010-11-13
2335,193342,492878.28,1504,17023,88,2018-07-26
2336,659777,419862.29,1905,10595,22,2019-05-10
2337,963440,544709.4,14395,2029,69,2012-03-14
2338,1460,87585.08,11035,1701,77,2005-12-07
2339,504828,547323.1,13315,7157,92,2000-09-05
2340,103367,148914.53,15352,8751,20,2001-11-26
2341,312280,518642.15,7404,17009,22,2005-02-20
2342,726282,138296.53,9886,14025,61,2006-04-20
2343,124446,230424.4,5894,7064,43,2016-04-11
2344,710001,356168.41,16797,5028,84,2011-05-02
2345,893916,297662.93,14842,9682,72,2006-07-19
2346,362525,537746.86,16746,7586,116,2010-03-08
2347,797084,947747.7,4798,4420,41,2021-04-08
2348,660358,509289.91,6365,11301,14,2015-10-08
2349,802924,15891.73,2630,3126,24,2010-11-11
2350,70395,486935.0,4107,9010,82,2022-03-28
2351,489653,372423.84,3682,17538,38,2001-05-15
2352,183867,305253.26,12100,11617,57,2020-10-18
2353,936186,518651.83,13905,13345,63,2004-01-20
2354,183011,52698.58,13335,3210,52,2003-05-02
2355,799220,831223.12,11486,7617,4,2007-06-14
2356,854365,741921.23,3230,17752,11,2020-04-29
2357,840670,859702.34,15269,17659,48,2007-07-30
2358,186403,697203.44,10436,9773,31,2011-11-01
2359,799024,347529.19,9825,14577,30,2010-03-28
2360,446098,313171.94,2884,1284,11,2007-09-09
2361,955564,458632.52,6994,15515,36,2004-11-14
2362,204694,776316.68,2509,16554,0,2004-11-11
2363,88075,568513.15,15999,11160,40,2021-01-26
2364,824765,888324.75,2951,12484,50,2006-12-21
2365,464817,733179.79,1469,17532,104,2013-03-20
2366,164099,284822.24,15889,8930,75,2017-06-10
2367,151287,864277.61,3752,3310,26,2001-08-26
2368,33822,623255.47,17898,7479,78,2019-02-23
2369,963697,201013.92,3158,4013,9,2021-08-08
2370,528256,116051.39,2583,8367,102,2022-05-14
2371,771837,463200.48,7830,15908,117,2017-11-04
2372,750023,546698.08,6891,12252,95,2022-01-25
2373,782630,288335.86,8521,10133,25,2008-11-21
2374,886379,182119.2,10815,14663,81,2009-12-08
2375,74454,229605.35,3245,1434,103,2014-10-15
2376,420019,635484.77,11291,8313,51,2019-07-28
2377,72031,243398.89,5955,17978,39,2002-11-25
2378,132821,472130.39,11015,4868,14,2015-11-06
2379,995656,631971.18,17758,2428,67,2003-10-06
2380,957353,526096.49,17397,10393,99,2014-10-03
2381,14216,320125.11,3486,3621,18,2021-04-10
2382,129409,792915.48,9954,8333,112,2019-08-18
2383,245025,161068.01,15788,2374,40,2015-11-10
2384,935330,949534.85,12701,2986,98,2006-06-23
2385,88012,903933.75,3905,6161,31,2020-01-18
2386,750296,385034.74,1615,10103,86,2010-03-22
2387,397131,323831.99,4270,18419,100,2006-12-30
2388,57748,181701.43,6806,10296,76,2013-12-31
2389,916771,500825.71,327,13368,43,2001-08-02
2390,469055,550187.9,17803,5094,94,2016-11-17
2391,990899,632278.2,182,1019,60,2006-07-15
2392,633283,169520.2,17454,7296,30,2007-11-05
2393,398284,509840.13,6268,11774,31,2021-12-20
2394,766980,761133.66,14683,7871,57,2015-12-24
2395,467217,814664.72,17505,9919,94,2008-05-09
2396,908938,866532.23,120,13663,103,2016-03-30
2397,139132,11749.26,3970,11877,96,2020-08-02
2398,264011,154984.8,17947,347,6,2013-02-19
2399,890111,637548.86,8409,16405,8,2021-05-16
2400,452265,754843.81,2225,925,81,2006-07-24
2401,353393,4986.03,638,1720,26,2007-05-29
2402,719367,541503.63,7473,404,102,2000-09-13
2403,48390,491463.42,7335,484,54,2017-01-16
2404,807712,652361.43,4655,1354,74,2018-01-04
2405,782514,525573.36,17636,12695,113,2021-06-23
2406,282630,280552.21,2293,4656,80,2010-05-14
2407,936770,392233.79,2591,7659,59,2005-01-11
2408,533138,811229.45,16889,7763,20,2011-10-04
2409,404535,877575.18,15029,3091,40,2007-02-14
2410,962554,983853.28,14613,13978,63,2007-03-26
2411,632441,167843.03,6685,12608,79,2016-04-03
2412,145269,225629.58,12165,622,113,2014-03-12
2413,798250,540918.6,10002,5316,82,2018-11-09
2414,119519,817929.62,3426,16823,33,2019-08-06
2415,257224,432999.94,4425,11683,90,2018-09-25
2416,180354,740417.97,172,10735,103,2004-07-29
2417,23250,683180.1,6634,11715,2,2012-11-12
2418,596939,927289.73,17884,3701,20,2011-04-19
2419,760930,40521.34,13842,8063,27,2007-10-29
2420,303125,713163.64,15199,14431,56,2017-11-24
2421,950776,173369.08,16017,516,86,2016-05-10
2422,52993,945731.36,2665,1897,78,2015-01-22
2423,878243,638527.51,6849,8772,47,2018-12-27
2424,175017,669325.3,10342,6315,26,2012-09-19
2425,189243,243052.8,3415,196,23,2013-10-06
2426,780575,853549.68,5360,8587,57,2011-11-17
2427,297348,144357.1,11389,9991,41,2015-04-12
2428,372559,917194.42,160,14201,93,2009-12-27
2429,762979,53164.79,7662,3257,70,2014-06-09
2430,820484,457752.08,17592,1944,73,2002-01-13
2431,315906,611411.62,8760,5344,102,2015-04-14
2432,742192,834559.19,5593,9682,47,2000-11-14
2433,386395,964526.65,7209,1873,111,2019-12-22
2434,634164,708358.99,373,15274,90,2017-01-24
2435,893730,57429.98,4089,12866,80,2013-07-20
2436,390191,473492.87,1950,16749,56,2019-08-20
2437,247188,524252.67,707,8591,78,2014-09-24
2438,951244,120083.24,4532,9306,96,2021-04-05
2439,368042,918320.12,4166,11864,73,2016-02-22
2440,395385,322830.57,8401,3072,12,2006-01-26
2441,179568,644626.17,6934,7801,64,2020-03-28
2442,579635,831421.58,5472,4560,84,2017-07-09
2443,340506,980658.87,9605,3651,25,2006-12-25
2444,367126,328389.48,4935,10827,90,2013-06-21
2445,660524,346465.3,8796,3839,77,2005-05-27
2446,139828,22905.93,13758,7246,59,2016-05-25
2447,59711,563053.55,5205,16866,32,2008-05-24
2448,615672,382126.73,14296,12938,100,2008-12-01
2449,20220,878869.58,14108,8120,110,2012-02-06
2450,291499,240848.34,2238,12057,96,2021-08-31
2451,364177,516037.36,4648,10846,91,2014-03-28
2452,567670,588479.67,18722,12380,63,2015-11-29
2453,212609,705174.39,3358,1531,114,2009-11-25
2454,444418,823580.9,16347,12576,119,2007-05-23
2455,893541,946834.96,4759,17847,114,2004-06-20
2456,216288,779051.98,5880,11967,53,2018-03-04
2457,997222,315914.39,15879,14138,80,2015-07-19
2458,105062,471382.06,15466,6657,98,2016-11-18
2459,831389,728452.57,17392,3371,55,2019-03-04
2460,999040,215672.13,17122,9421,23,2004-05-06
2461,866442,104250.71,1758,15423,73,2011-05-02
2462,345064,394651.88,14787,15532,82,2010-07-03
2463,408458,253420.17,10021,3749,111,2013-01-22
2464,104577,393552.02,17652,18551,70,2001-04-20
2465,242559,173309.38,8135,17010,52,2002-09-30
2466,218737,998409.7,15243,9546,21,2007-12-26
2467,983029,715582.81,9155,2287,103,2004-12-13
2468,520553,846845.06,798,14773,82,2012-05-17
2469,553898,949157.36,12877,1534,18,2021-11-22
2470,790284,13277.23,15667,10452,85,2015-07-08
2471,574293,565981.74,12480,14408,117,2017-01-19
2472,63399,567374.17,16233,8929,109,2000-10-19
2473,150643,540900.15,28,10633,61,2019-07-02
2474,309854,419378.42,14920,5433,10,2015-07-31
2475,504860,397862.82,14651,11976,9,2003-10-15
2476,626012,582206.91,9061,5526,1,2004-09-09
2477,299753,445484.22,2234,15895,116,2002-06-30
2478,919784,283030.47,12040,17303,51,2021-10-18
2479,121999,122253.51,18115,477,1,2003-02-05
2480,850882,328329.78,9129,4562,34,2016-07-04
2481,181109,167507.53,1737,18036,108,2008-01-24
2482,305526,7622.04,1863,12071,34,2019-02-22
2483,156869,659938.22,3929,7620,99,2020-03-17
2484,917134,222319.87,8247,918,34,2011-09-10
2485,959063,82293.15,12946,16625,33,2002-08-14
2486,568094,741053.94,14833,11215,40,2005-03-10
2487,178579,253553.65,5457,884,49,2013-02-27
2488,808678,659650.31,12218,16008,34,2014-01-11
2489,160947,597986.21,2690,7984,100,2014-08-17
2490,239719,146611.27,17458,1922,1,2000-11-25
2491,531584,59230.99,13498,2196,76,2005-06-24
2492,727503,151819.2,12032,10659,93,2019-03-05
2493,831833,698091.23,15948,2008,82,2015-03-16
2494,147905,295674.77,14396,15291,34,2005-01-14
2495,509875,488859.44,10135,11915,60,2019-07-28
2496,996305,830838.42,18483,15175,30,2018-04-08
2497,522766,645028.03,9828,6983,86,2006-08-25
2498,536815,114424.11,1936,2733,9,2013-03-09
2499,183788,789330.86,5160,13924,102,2013-04-25
2500,513872,833954.57,17895,8438,97,2018-04-16
2501,733957,332813.83,12348,11667,39,2004-01-15
2502,147848,625514.61,17846,16627,44,2010-08-19
2503,42846,216727.22,7200,3193,13,2012-01-21
2504,599547,520053.36,9873,10385,114,2002-11-19
2505,797589,673484.54,18219,10394,101,2010-05-21
2506,199170,883760.64,13236,12270,114,2003-08-01
2507,912868,605840.34,16595,12512,22,2001-08-24
2508,116541,243075.41,2914,15666,22,2016-12-13
2509,191216,774705.8,16378,16323,39,2015-11-26
2510,681489,154699.94,9209,4724,61,2021-05-07
2511,132889,192425.25,14196,11670,4,2015-12-02
2512,341906,181192.12,14012,1393,48,2000-07-25
2513,534094,743953.11,183,769,91,2002-12-15
2514,272850,166202.93,18263,3483,55,2009-07-26
2515,155944,305439.14,15594,7157,68,2002-10-18
2516,566529,887326.32,9377,18393,115,2015-05-26
2517,344800,274202.1,224,11831,8,2005-08-16
2518,12576,708377.26,13114,4650,25,2012-10-14
2519,868188,401503.02,10761,13781,70,2017-06-10
2520,783874,571776.76,12649,9820,46,2010-07-28
2521,756129,328126.39,6459,7075,89,2004-11-21
2522,666874,969090.04,6881,13431,20,2000-06-20
2523,210620,393730.99,3635,7955,80,2011-07-24
2524,142415,729801.84,16335,9415,105,2017-02-07
2525,840706,17763.36,7467,16606,117,2012-12-24
2526,193319,774305.26,9197,1030,118,2019-10-26
2527,935016,724549.5,13310,11044,0,2012-12-25
2528,30204,997728.2,773,11908,112,2019-01-17
2529,415519,494770.61,13884,4032,17,2015-01-11
2530,133166,43238.21,620,1611,22,2020-01-05
2531,329256,272180.6,4187,11747,38,2000-04-22
2532,800208,75354.34,3686,2537,3,2016-05-11
2533,462719,391179.93,6652,5302,82,2012-05-17
2534,944707,608483.53,1154,6576,83,2012-08-09
2535,709270,874820.41,6643,10417,14,2018-05-19
2536,312157,99155.0,17,4846,119,2012-10-13
2537,140444,158788.31,2782,7247,56,2004-11-22
2538,572675,232539.15,10467,16444,77,2010-07-15
2539,513999,789595.88,10051,12093,26,2002-07-22
2540,40327,808972.58,3358,11572,3,2008-10-17
2541,916369,815735.01,5554,6486,36,2010-07-03
2542,247593,816895.08,17714,4083,94,2002-02-27
2543,142908,191821.41,12243,15888,98,2012-04-11
2544,250973,560036.48,157,1715,39,2006-08-10
2545,280044,686919.54,17588,1121,54,2020-11-11
2546,571915,59042.54,10777,657,108,2019-05-18
2547,338919,369341.27,15560,6961,57,2002-02-13
2548,246536,950814.54,4853,11774,24,2009-12-31
2549,827168,419219.47,17045,4113,92,2007-01-16
2550,102718,840166.06,10543,11053,14,2009-02-03
2551,869953,66278.43,16578,5004,37,2019-12-31
2552,872860,101587.72,8301,5905,62,2019-02-24
2553,371323,193534.36,13410,16686,76,2006-09-23
2554,617358,441122.29,605,4187,92,2005-02-23
2555,448591,759982.03,2993,8589,23,2014-07-26
2556,394519,677844.21,13845,17966,10,2016-08-01
2557,583145,217884.24,14246,1618,21,2010-03-28
2558,560816,595210.36,17776,1212,105,2009-09-15
2559,747513,796211.78,17319,13802,58,2002-02-20
2560,237332,916364.79,5667,12919,87,2005-11-30
2561,433587,174470.47,16225,6657,95,2014-09-17
2562,585436,863783.71,14647,9131,20,2006-08-26
2563,348029,453477.99,6462,9547,108,2006-06-27
2564,939748,339472.75,1317,6261,10,2009-02-12
2565,912359,171551.42,15460,3944,13,2015-05-19
2566,479223,953007.58,3519,10350,16,2013-12-20
2567,855638,740578.29,11983,1422,111,2007-05-05
2568,216614,491178.57,1019,600,10,2020-11-22
2569,145161,973197.93,16558,1127,90,2003-05-16
2570,266531,485675.34,2252,7036,79,2005-03-21
2571,608802,787764.64,14186,6084,108,2009-04-03
2572,807719,902510.77,13196,13098,66,2010-11-05
2573,531776,531175.29,13298,3539,16,2019-06-23
2574,10042,477442.4,8447,6680,15,2006-11-23
2575,584784,359818.63,4194,9265,50,2014-05-19
2576,343788,284727.59,1411,3917,63,2022-01-10
2577,42348,798652.84,6241,3555,106,2020-12-23
2578,515733,395614.1,4756,18366,49,2011-10-04
2579,270000,152299.95,4449,1484,109,2004-06-04
2580,654002,321237.89,8861,2831,108,2001-10-01
2581,517141,700126.12,14536,17000,11,2010-02-08
2582,445531,333354.43,15123,4467,83,2020-06-07
2583,586094,171858.1,1704,16189,93,2002-02-03
2584,342166,467820.24,1742,4469,91,2007-05-11
2585,151169,125575.45,8535,6455,42,2017-09-26
2586,145253,330752.9,3720,1325,60,2020-11-04
2587,993637,953321.96,13286,4764,79,2003-05-29
2588,38789,574978.74,3159,8684,17,2004-01-19
2589,799949,269605.37,7391,7233,95,2012-04-06
2590,518129,271059.96,17005,11462,114,2021-10-07
2591,971383,348549.43,943,14984,88,2009-02-09
2592,179260,694701.78,16810,4460,1,2015-07-16
2593,839176,766539.37,14670,16061,46,2020-10-10
2594,342145,100226.17,2800,4797,82,2016-10-22
2595,44546,20862.15,2158,8602,36,2007-08-06
2596,861909,959977.07,12789,10609,52,2013-07-16
2597,865832,946418.43,3312,17994,104,2010-01-27
2598,289741,655826.34,13955,16638,82,2015-01-22
